"ASIN","Locale","Image","Title","Bought in past month","Buy Box: Current","Amazon: Current","Buy Box: 90 days avg.","Buy Box: 90 days drop %","New Offer Count: Current","Sales Rank: 90 days avg.","Sales Rank: 90 days drop %","Sales Rank: Drops last 90 days","Sales Rank: Reference","Sales Rank: Display Group","Sales Rank: Subcategory Sales Ranks","Sales Rank: Current","90 days change % monthly sold","Return Rate","Reviews: Rating","Reviews: Rating Count","Reviews: Rating Count - 90 days drop %","Reviews: Review Count - Format Specific","Last Price Change","Buy Box: Stock","Buy Box: 90 days OOS","Buy Box: Buy Box Seller","Buy Box: Shipping Country","Buy Box: Strikethrough Price","Buy Box: % Amazon 90 days","Buy Box: % Top Seller 90 days","Buy Box: Winner Count 90 days","Buy Box: Standard Deviation 90 days","Buy Box: Flipability 90 days","Buy Box: Is FBA","Buy Box: Unqualified","Buy Box: Prime Eligible","Buy Box: Subscribe & Save","Amazon: 90 days avg.","Amazon: 90 days drop %","Amazon: Stock","Amazon: 90 days OOS","New: Current","New: 90 days avg.","New: 90 days drop %","New: 90 days OOS","New, 3rd Party FBA: Current","New, 3rd Party FBA: 90 days avg.","New, 3rd Party FBA: 90 days drop %","New, 3rd Party FBA: Stock","FBA Pick&Pack Fee","Referral Fee %","Referral Fee based on current Buy Box price","New, 3rd Party FBM: Current","New, 3rd Party FBM: 90 days avg.","New, 3rd Party FBM: 90 days drop %","New, 3rd Party FBM: Stock","New, Prime exclusive: Current","New, Prime exclusive: 90 days avg.","New, Prime exclusive: 90 days drop %","Lightning Deals: Current","Buy Box Used: Current","Buy Box Used: 90 days avg.","Buy Box Used: 90 days drop %","Buy Box Used: Buy Box Used Seller","Buy Box Used: Is FBA","Buy Box Used: Condition","Used: Current","Used: 90 days avg.","Used: 90 days drop %","Used: 90 days OOS","Used, like new: Current","Used, like new: 90 days avg.","Used, like new: 90 days drop %","Used, very good: Current","Used, very good: 90 days avg.","Used, very good: 90 days drop %","Used, good: Current","Used, good: 90 days avg.","Used, good: 90 days drop %","Used, acceptable: Current","Used, acceptable: 90 days avg.","Used, acceptable: 90 days drop %","Warehouse Deals: Current","Warehouse Deals: 90 days avg.","Warehouse Deals: 90 days drop %","List Price: Current","List Price: 90 days avg.","List Price: 90 days drop %","eBay New: Current","eBay New: 90 days avg.","eBay New: 90 days drop %","eBay Used: Current","eBay Used: 90 days avg.","eBay Used: 90 days drop %","Total Offer Count","New Offer Count: 90 days avg.","Used Offer Count: Current","Used Offer Count: 90 days avg.","Tracking since","Listed since","URL: URL slug","Categories: Root","Categories: Sub","Categories: Tree","Website Display Group: Name","Product Codes: UPC","Product Codes: EAN","Product Codes: GTIN","Product Codes: PartNumber","Parent ASIN","Freq. Bought Together","Type","Manufacturer","Brand","Brand Store Name","Brand Store URL Name","Model","Variation Attributes","Color","Size","Unit Details: Unit Value","Unit Details: Unit Type","Scent","Item Form","Pattern","Style","Material","Item Type","Target Audience","Recommended Uses","Specific Uses","Product Benefit","Edition","Format","Author","Contributors","Binding","Number of Items","Number of Pages","Publication Date","Release Date","Languages","Videos: Video Count","Videos: Has Main Video","Videos: Main Videos","Videos: Additional Videos","A+ Content: Has A+ Content","Package: Dimension (cm³)","Package: Weight (g)","Package: Quantity","Item: Dimension (cm³)","Item: Weight (g)","Included Components","Ingredients","Active Ingredients","Special Ingredients","Safety Warning","Batteries Required","Batteries Included","Hazardous Materials","Is HazMat","Is heat sensitive","Adult Product","Is Merch on Demand","Trade-In Eligible","Deals: Deal Type","Deals: Badge","One Time Coupon: Absolute","One Time Coupon: Percentage","One Time Coupon: Subscribe & Save %","Business Discount: Percentage"
"B07LDTVZTN","co.uk","https://m.media-amazon.com/images/I/41fSPvphfoL.jpg;https://m.media-amazon.com/images/I/61Q+JEnbdcL.jpg;https://m.media-amazon.com/images/I/6113K2IXmgL.jpg;https://m.media-amazon.com/images/I/41bWZSvcDHL.jpg;https://m.media-amazon.com/images/I/71D-4DtsalL.jpg;https://m.media-amazon.com/images/I/31cAo4xpXJL.jpg;https://m.media-amazon.com/images/I/61az8vT0wAL.jpg;https://m.media-amazon.com/images/I/61QybjnEbUL.jpg;https://m.media-amazon.com/images/I/41P84tSnOdL.jpg","60MPH Large Windproof and Extra Strong Umbrella - StormDefender - Best for Vented Double Canopy - Frame with Fibreglass - Auto Open - Solid Wood Hook Handle - Big Golf Black","","33.50","","33.50","0 %","2","53501","-56 %","7","Sports & Outdoors","sports_display_on_website","# 92 | Top 0.45% | Golf Umbrellas","83197","99 %","","4.7","152","","-","2026/03/16 04:00","34","0 %","COLLAR AND CUFFS LONDON LTD (100%) / A1J3R8XOJA91XI","","-","0 %","100 %","1","-","8","yes","no","yes","no","","","","100 %","33.50","33.50","0 %","0 %","","33.11","","34","4.35","15.01 %","5.03","","45.75","","32","","","","","","","","","no","","","","","100 %","","","","","","","","","","","","","","","","39.90","39.90","0 %","","","","","","","2","2","","","2020/10/21","2024/01/01","COLLAR-CUFFS-LONDON-Windproof-StormDefender","Sports & Outdoors","Golf Umbrellas","Sports & Outdoors › Sports › Golf › On-Course Accessories › Golf Umbrellas","Lawn & Patio","","","","CCLSTORMPUMB10409","","","UMBRELLA","COLLAR AND CUFFS LONDON","COLLAR AND CUFFS LONDON","","","CCLSTORMPUMB10409","","Black","One Size","","","","","Solid","Classic","Polyester","","","Golfing","Rain","","","","","","","","","","2024-01-01","","0","no","","","no","2688","440","1","1150728","","Cover","","","","","no","no","","no","no","no","no","no","","","-","","",""
"B07JPGVRN1","co.uk","https://m.media-amazon.com/images/I/71gxk-zlY0L.jpg;https://m.media-amazon.com/images/I/81tgRxDwSIL.jpg;https://m.media-amazon.com/images/I/81GJlxaQ6UL.jpg;https://m.media-amazon.com/images/I/81Wk0vV1QUL.jpg;https://m.media-amazon.com/images/I/91t8+VLoDoL.jpg;https://m.media-amazon.com/images/I/81rxXc5Xd7L.jpg;https://m.media-amazon.com/images/I/81pTqx-5r4L.jpg;https://m.media-amazon.com/images/I/811Cd9sBNyL.jpg","CRUISER GOLF SB2 Super Lightweight Golf Stand Carry Bag - Padded Double Shoulder Strap","","53.84","","60.82","11 %","1","48708","-71 %","17","Sports & Outdoors","sports_display_on_website","# 62 | Top 0.49% | Golf Stand Bags","83223","","","4.4","351","","63","2026/03/06 12:18","","19 %","Greenpiste Sports (100%) / A21OJEFP3B6EJE","GB","-","0 %","82 %","1","5.74","12","no","no","no","no","","","","100 %","53.84","61.89","13 %","0 %","","","","","6.30","15.01 %","8.08","","59.95","","","","","","","","","","","no","","","","","100 %","","","","","","","","","","","","","","","","89.99","89.99","0 %","","","","","","","1","1","","","2018/10/28","2018/10/25","Cruiser-Golf-Super-Lightweight-Stand","Sports & Outdoors","Stand Bags, Bags","Sports & Outdoors › Sports › Golf › Golf Club Bags › Stand Bags","Sports","","5060506630182","","","B0BMF5S56C","B09CHCBCGD,B09PDC8Z5S","GOLF_CLUB_BAG","Cruiser Golf","CRUISER GOLF","","","","Color: Red;","Red","","","","","","","","Polyester","","","","","","","","","","","","","","","","0","no","","","no","65499","2840","0","52200","1800","","","","","","no","no","","no","no","no","no","no","","","-","","",""
"B09KNXFGM9","co.uk","https://m.media-amazon.com/images/I/71ahgpqipBL.jpg","Callaway Golf Tour Authentic Glove (Worn on Left Hand, Standard, XX-Large, White 2022)","","27.99","","30.09","7 %","4","69949","-18 %","12","Sports & Outdoors","sports_display_on_website","# 331 | Top 1.14% | Golf Gloves","82628","","","4.5","936","","5","2026/03/16 07:42","","0 %","Amazon US (0%) / A2KVF7QXNCLV8H","US","-","0 %","100 %","1","1.88","8","no","no","no","no","","","","100 %","27.99","25.10","-12 %","0 %","","","","","1.89","15.01 %","4.20","","30.50","","","","","","","","","","","no","","","","","100 %","","","","","","","","","","","","","","","","","","","","","","","","","4","4","","","2022/04/29","2022/02/01","Callaway-Golf-Mens-Authentic-Glove","Sports & Outdoors","Gloves, Gloves","Sports & Outdoors › Sports › Golf › Gloves","Sports","194518194303, 197193359302","0194518194303, 0197193359302","","5321005","B09ND4G13L","","SPORT_ACTIVITY_GLOVE","Callaway","Callaway","Callaway","CallawayGolf","5321005","Size: XXL; Color: White;","White","XXL","","","","","Solid","Standard","Leather","","","","","","","","","","","1","","","","","0","no","","","no","340","60","1","324","50","Golf Glove","","","","","no","no","","no","no","no","no","no","","","-","","",""
"B0CPC5MRJJ","co.uk","https://m.media-amazon.com/images/I/81AYh3DXs2L.jpg","Generic Basketball Officials Equipment Set - SPORT TABLE GAME - Red - 5 Players - FIBA - Basketball Officials Equipment Set","","52.00","","52.00","0 %","1","160110","53 %","2","Sports & Outdoors","sports_display_on_website","# 86 | Top 1% | Table Tennis Sets","74985","","","","","","-","2025/11/08 21:10","","0 %","basketballkit (100%) / A2SQPR76YBLZM9","GB","-","0 %","100 %","1","-","8","no","no","no","no","","","","100 %","52.00","52.00","0 %","0 %","","","","","-","","-","","52.00","","","","","","","","","","","no","","","","","100 %","","","","","","","","","","","","","","","","52.00","52.00","0 %","","","","","","","1","1","","","2024/02/03","2023/12/02","Basketball-Table-Officials-Equipment-Set","Sports & Outdoors","Sets, Table Tennis, Sportswear Outlet","Sports & Outdoors › Sports › Table Tennis › Sets","Sports","","","","","","","SPORT_TABLE_GAME","Various","Generic","","","","","Red","","","","","","","Classic","Wood","","","Basketball game officiating","","","","","","","","","","","","","0","no","","","no","","","","","","","","","","","no","no","","no","no","no","no","no","","","-","","",""
"B09WZ7MY6F","co.uk","https://m.media-amazon.com/images/I/31ngHzVfOkL.jpg;https://m.media-amazon.com/images/I/81jv3h5XadL.jpg;https://m.media-amazon.com/images/I/61zGX0BrEML.jpg;https://m.media-amazon.com/images/I/51BU4ZeAJkL.jpg;https://m.media-amazon.com/images/I/51pckuMGdZL.jpg;https://m.media-amazon.com/images/I/51DFM5-+VHL.jpg;https://m.media-amazon.com/images/I/41DZLFCYezL.jpg;https://m.media-amazon.com/images/I/41jrQd7eFLL.jpg;https://m.media-amazon.com/images/I/51jJ8-8UbSL.jpg;https://m.media-amazon.com/images/I/51DUSAHTQAL.jpg","Lifeventure 62 Inch Automatic Open Golf Umbrella Extra Large With Durable Ripstop Canopy Vented Windproof Waterproof Stick Umbrella, Black, One Size","","26.99","26.99","26.99","0 %","5","111079","11 %","6","Sports & Outdoors","sports_display_on_website","# 114 | Top 1.26% | Golf Umbrellas","99267","","","4","7","","-","2026/03/19 01:08","","20 %","Amazon","","-","80 %","80 %","1","-","4","yes","no","yes","no","26.99","0 %","","20 %","26.99","29.82","9 %","0 %","","","","","4.35","15.01 %","4.05","","38.82","","","","","","","","","","","no","","","","","100 %","","","","","","","","","","","","","","","","26.99","26.99","0 %","","","","","","","5","2","","","2022/04/11","2022/03/31","Lifeventure-Automatic-Umbrella-Windproof-Waterproof","Sports & Outdoors","Golf Umbrellas","Sports & Outdoors › Sports › Golf › On-Course Accessories › Golf Umbrellas","Sports","","5031863680158","05031863680158","68015","","","UMBRELLA","Lifeventure","Lifeventure","Lifeventure","Lifeventure","68015","","Black","One Size","","","","","Solid","Classic","Nylon","","","Rain","Rain,Sun","","","","","","","1","","","","","0","no","","","yes","3500","700","1","","695","Lifeventure 62 Inch Automatic Open Golf Umbrella Extra Large With Durable Ripstop Canopy Vented Windproof Waterproof Stick Umbrella","","","","","no","no","","no","no","no","no","no","","","-","","",""
"B0FQ6XT8ZV","co.uk","https://m.media-amazon.com/images/I/61q5dIUsCqL.jpg;https://m.media-amazon.com/images/I/31K2wwv6KNL.jpg;https://m.media-amazon.com/images/I/41NX-05F4-L.jpg;https://m.media-amazon.com/images/I/31hGQ930K9L.jpg","Mizuno Unisex RainFit Golf Gloves, Black, Medium","","30.41","","30.81","1 %","2","147653","-3 %","5","Sports & Outdoors","sports_display_on_website","# 506 | Top 1.77% | Golf Gloves","151970","","","4.3","20","","3","2026/03/21 20:42","196","0 %","Amazon US (0%) / A2KVF7QXNCLV8H","US","-","0 %","100 %","1","0.63","8","no","no","no","no","","","","100 %","30.41","26.46","-15 %","0 %","","","","","2.07","15.01 %","4.56","","30.79","","223","","","","","","","","","no","","","","","100 %","","","","","","","","","","","","","","","","","","","","","","","","","2","2","","","2025/11/09","2025/11/26","Mizuno-230208","Sports & Outdoors","Gloves, Gloves, Sportswear Outlet","Sports & Outdoors › Sports › Golf › Gloves","Sports","049565302419","0049565302419","","230208.9090.08.ML","B0FRYD1X8H","","SPORT_ACTIVITY_GLOVE","Mizuno","Mizuno","","","230208","Size: M/L; Color: Black;","Black","M/L","","","","","Solid","RainFit Golf Gloves","44% Faux Leather, 44% Synthetic Suede, 12% Lycra","","","","","","","","","","","","","","2025-09-10","","0","no","","","no","430","75","1","","75","golf glove","","","","","no","no","","no","no","no","no","no","","","-","","",""
"B006Z9DCY6","co.uk","https://m.media-amazon.com/images/I/71YdCEGGiiL.jpg","Wilson Tour Slam Tennis Racquet - Black/White, 27.25 Inch","","34.99","","35.13","0 %","2","210350","64 %","4","Sports & Outdoors","sports_display_on_website","# 157 | Top 1.88% | Tennis Racquets","75140","","","4.2","34","","-","2026/03/21 18:08","11","0 %","Racketworld (85%) / A2U69NIMV1A46Q","GB","-","0 %","100 %","1","0.52","8","no","no","no","no","","","","100 %","34.99","35.12","0 %","0 %","","36.99","","11","4.50","15 %","5.25","","34.99","","","","","","","","","","","no","","","","","100 %","","","","","","","","","","","","","","","","24.95","24.95","0 %","","","","","","","2","1","","","2012/08/01","2012/01/18","Wilson-Tour-Slam-tennis-Racket","Sports & Outdoors","Racquets, Tennis & Rackets Sports, Sportswear Outlet","Sports & Outdoors › Sports › Tennis › Racquets","Sports","883813759903","0883813759903","","WRT3222003","B00KO687LY","","SPORT_RACKET","Wilson","Wilson","Wilson","WILSONBRAND","WRT3222003","GripSize: Grip 3: 4 3/8 inch;","Black/White","27.25 Inch","","","","","","","","","","","","","","","","","","","","","","","0","no","","","no","6912","420","1","","","","","","","","no","no","","no","no","no","no","no","","","-","","",""
"B07S9DC6XB","co.uk","https://m.media-amazon.com/images/I/81tbrmM06xL.jpg;https://m.media-amazon.com/images/I/81XoVCIw5gL.jpg;https://m.media-amazon.com/images/I/81ATAaAYFjL.jpg;https://m.media-amazon.com/images/I/81rvWZN4CiL.jpg;https://m.media-amazon.com/images/I/81ZhDCE6SqL.jpg;https://m.media-amazon.com/images/I/916bQhL18HL.jpg;https://m.media-amazon.com/images/I/81gRiPaGaPL.jpg;https://m.media-amazon.com/images/I/81PAJqqElzL.jpg;https://m.media-amazon.com/images/I/71djbR860tL.jpg","Athletico New Sling Bag - Crossbody Backpack for Pickleball, Tennis, Racquetball, and Travel for Men and Women (Red)","","33.88","33.88","48.16","30 %","1","142915","30 %","3","Sports & Outdoors","sports_display_on_website","# 133 | Top 0.71% | Tennis Bags","99652","","","4.6","766","","174","2026/03/21 20:42","7","0 %","Amazon","","-","77 %","77 %","2","11.29","68","yes","no","yes","no","42.24","20 %","7","21 %","33.88","47.12","28 %","0 %","","","","","3.09","14.99 %","5.08","","67.44","","","","","","","","","","","no","","","","","100 %","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","2019/09/18","2024/01/01","Athletico-Sling-Bag-Pickleball-Racketball","Sports & Outdoors","Bags, Tennis Bags & Covers","Sports & Outdoors › Sports › Tennis › Bags","Apparel","819615021726","0819615021726","","ATH-PICKLE-SLING-BAG-RED","B0DDD8TLKF","","SPORT_EQUIPMENT_BAG_CASE","Athletico","Athletico","","","ATH-PICKLE-SLING-BAG-RED","Color: Red;","Red","M","","","","","Solid","Sling Backpack","Polyester","","","","","","","","","","","","","","2024-01-01","","0","no","","","yes","8298","430","1","27489","","","","","","","no","no","","no","no","no","no","no","","","-","","",""
"B08Y5PT6H8","co.uk","https://m.media-amazon.com/images/I/71XnNTxd9SS.jpg;https://m.media-amazon.com/images/I/615BFle1PzS.jpg;https://m.media-amazon.com/images/I/61FL4e8GuMS.jpg;https://m.media-amazon.com/images/I/61pp1wpkifS.jpg;https://m.media-amazon.com/images/I/6131rRNDACS.jpg","VICTAS Curl P1V Rubber 0.5 mm Black","","46.24","","41.92","-10 %","2","182593","-53 %","4","Sports & Outdoors","sports_display_on_website","# 66 | Top 1.41% | Table Tennis Pimples-in Rubbers","280113","","","4.4","144","","-","2026/03/16 06:28","","3 %","Amazon US (0%) / A2KVF7QXNCLV8H","US","-","0 %","71 %","2","2.14","44","no","no","no","no","","","","100 %","40.67","36.22","-12 %","0 %","","","","","2.07","15 %","6.94","","40.65","","","","","","","","","","","no","","","","","100 %","","","","","","","","","","","","","","","","","","","","","","","","","2","2","","","2023/04/15","2022/04/27","VICTAS-Curl-P1V-coating","Sports & Outdoors","Pimples-in, Table Tennis, Diving Wetsuits","Sports & Outdoors › Sports › Table Tennis › Rubbers › Pimples-in","Sports","","4903590152158","","220010","B09YPZD6LP","","SPORT_RACKET","Victas","VICTAS","","","220010","Color: Black; Size: 0,5 mm;","Black","0,5 mm","","","","","","","Rubber","","","","","","","","","","","","","","","","0","no","","","no","262","80","1","1065","1","","","","","","no","no","","no","no","no","no","no","","","-","","",""
"B0CHW9BBN3","co.uk","https://m.media-amazon.com/images/I/61W2ze3gIKL.jpg;https://m.media-amazon.com/images/I/91H1krec-qL.jpg;https://m.media-amazon.com/images/I/91Yc5WhE1aL.jpg;https://m.media-amazon.com/images/I/81TMdvrDHJL.jpg;https://m.media-amazon.com/images/I/71hq0T7vs6L.jpg;https://m.media-amazon.com/images/I/81HvntBczHL.jpg;https://m.media-amazon.com/images/I/915NNZvvMfL.jpg;https://m.media-amazon.com/images/I/81K7gzUHCyL.jpg;https://m.media-amazon.com/images/I/71jt8vc6vxL.jpg","2 Player Portable Junior Badminton Set","","34.99","","34.99","0 %","2","55043","56 %","12","Sports & Outdoors","sports_display_on_website","# 13 | Top 0.15% | Complete Badminton Set","24246","","","4.7","23","","-","2025/10/01 02:52","147","0 %","Sweatband (74%) / A3I7N0CZ5MDZ9S","","-","0 %","100 %","1","-","8","yes","no","yes","no","","","","100 %","34.99","34.99","0 %","0 %","","34.99","","83","4.95","15 %","5.25","","39.98","","147","","","","","","","","","no","","","","","100 %","","","","","","","","","","","","","","","","","","","","","","","","","2","2","","","2024/02/05","2024/06/10","Sweatband-com-Player-Portable-Junior-Badminton","Sports & Outdoors","Complete Sets, Badminton","Sports & Outdoors › Sports › Badminton › Complete Sets","Sports","","5060740581363","","18013","","B002K2EVP6","SPORTING_GOODS","","Sweatband.com","","","","","","","","","","","Solid","","","","","","","","","","","","","","","","","","0","no","","","no","23910","2730","","","","","","","","","no","no","","no","no","no","no","no","","","-","","",""
"B0DCVXSHYH","co.uk","https://m.media-amazon.com/images/I/71MvN7DaRWL.jpg;https://m.media-amazon.com/images/I/61SxKiFx96L.jpg;https://m.media-amazon.com/images/I/61g7SPoEtDL.jpg;https://m.media-amazon.com/images/I/61B0bvOdAEL.jpg","FootJoy SofJoy Mens Golf Glove - White Cadet - Extra Large - Worn Left Hand","","29.51","","40.89","28 %","1","33542","39 %","11","Sports & Outdoors","sports_display_on_website","# 108 | Top 0.57% | Golf Gloves","20547","","","4.3","61","","-","2026/03/15 20:42","","8 %","Amazon US (0%) / A2KVF7QXNCLV8H","US","-","0 %","57 %","2","9.13","13","no","no","no","no","","","","100 %","29.51","39.58","25 %","0 %","","","","","1.87","15.01 %","4.43","","41.67","","","","","","","","","","","no","","","","","100 %","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","2025/12/21","2025/11/22","FootJoy-SofJoy-Mens-Regular-Glove","Sports & Outdoors","Gloves, Gloves, Sportswear Outlet","Sports & Outdoors › Sports › Golf › Gloves","Sports","196665748064","0196665748064","","68797-XL","B0F9HG6KFN","B09NL9FFW2","SPORT_ACTIVITY_GLOVE","FootJoy","FootJoy","FootJoy","FootJoy","68797-XL","Size: Cadet X-Large; HandOrientation: Left;","White/Opulent Garden","Cadet X-Large","","","","","","SofJoy","Leather","","","","","","","","","","","","","","2024-08-21","","0","no","","","no","308","41","1","155","","golf gloves","","","","","no","no","","no","no","no","no","no","","","-","","",""
"B0C8PMWRBX","co.uk","https://m.media-amazon.com/images/I/41U9UpaNHwL.jpg;https://m.media-amazon.com/images/I/51-a+FmCilL.jpg","Table Tennis Net Club EN Stationary (Black)","","31.88","","31.84","0 %","3","279550","74 %","3","Sports & Outdoors","sports_display_on_website","# 31 | Top 0.57% | Table Tennis Nets","73090","","","5","1","","-","2026/03/14 06:20","","0 %","TT-Shop Ostalb (100%) / A3A3JFYFDU4GWG","DE","-","0 %","75 %","2","1.52","13","no","no","no","no","","","","100 %","31.88","28.67","-11 %","0 %","","36.82","","","2.94","14.99 %","4.78","","31.13","","","","","","","","","","","no","","","","","100 %","","","","","","","","","","","","","","","","0.00","0.00","0 %","","","","","","","3","2","","","2024/04/11","2023/06/20","Table-Tennis-Club-Stationary-Black","Sports & Outdoors","Nets, Table Tennis","Sports & Outdoors › Sports › Table Tennis › Nets","Sports","","","","199.091","","","SPORT_NET","Sponeta","Generisch","","","199.091","","Black","L","1","count","","","","","Zinc","","","playing table tennis","","","","","","","","","","","","","0","no","","","no","2446","356","","274","356","No","","","","","no","no","","no","no","no","no","no","","","-","","",""
"B088WYPGBR","co.uk","https://m.media-amazon.com/images/I/61YBlUkYWOL.jpg","Racquet Sports Group Spare Brass Winder Handle and Screw","","44.95","","44.95","0 %","1","177030","20 %","2","Sports & Outdoors","sports_display_on_website","# 91 | Top 0.56% | Court Accessories for Tennis","141590","","","3.7","3","","-","2023/10/02 11:48","35","0 %","Racquet Depot UK (88%) / A2XJF6955O5VGL","GB","-","0 %","100 %","1","-","8","no","no","yes","yes","","","","100 %","44.95","44.95","0 %","0 %","","","","35","-","","-","","44.95","","","","","","","","","","","no","","","","","100 %","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","2020/10/25","2020/05/20","Racquet-Sports-Group-Winder-Handle","Sports & Outdoors","Court Accessories","Sports & Outdoors › Sports › Tennis › Court Accessories","Sports","","3706945008435","","","","","SPORT_RACKET","Racquet Sports Group","Racquet Sports Group","","","","","","One Size","","","","","","","","","","","","","","","","","","","","","","","0","no","","","no","","","0","","","","","","","","no","no","","no","no","no","no","no","","","-","","",""
"B000BT7E8Q","co.uk","https://m.media-amazon.com/images/I/71ACWyGq5TL.jpg","Masters Rain Wedge Bag Cover - Black","","24.75","","23.89","-4 %","3","60170","37 %","22","Sports & Outdoors","sports_display_on_website","# 34 | Top 0.6% | Golf Stand Bags","37779","99 %","","4.4","1352","","-","2026/03/12 18:28","","0 %","Hotgolf (79%) / A1DNZ24XDONPHC","GB","-","0 %","58 %","4","0.79","29","no","no","no","no","","","","100 %","24.75","22.08","-12 %","0 %","","","","","3.40","14.99 %","3.71","","23.65","","","","","","","","","","","no","","","","","100 %","","","","","","","","","","","","","","","","22.99","22.99","0 %","24.95","25.26","1 %","","21.79","","3","5","","","2011/03/24","2009/10/05","Masters-Rain-Wedge-Bag-Cover","Sports & Outdoors","Stand Bags, Bags, node 3","Sports & Outdoors › Sports › Golf › Golf Club Bags › Stand Bags","Sports","094922523891","0094922523891","00094922523891","BARW01","","B000L0SGTQ","GOLF_CLUB_BAG","Masters","ProActive Sports","","","DRW100-BLK","","Black","2x10x11""","","","","","","","Nylon","","","","","","","","","","","1","","","","","1","yes","[{""creator"":""Creator: Main"",""image"":""https://m.media-amazon.com/images/I/81UMKLi3ieL.png"",""url"":""https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-eu-west-1-prod/04b0ecaf-88b4-4e03-9f30-da4fefe85065/default.jobtemplate.hls.m3u8""}]","","no","5818","299","1","3614","249","","","","","","no","no","","no","no","no","no","no","","","-","","",""
"B09L1DYJNC","co.uk","https://m.media-amazon.com/images/I/81zvxljTVbL.jpg;https://m.media-amazon.com/images/I/81681Er-g4L.jpg","YONEX AC545 Badminton Racket Case, Stretch Cover, Badminton, Racket Cover, Stretch, grey smoke, ワンサイズ, Stretch Racquet Cover","","37.29","","33.50","-11 %","1","182728","14 %","2","Sports & Outdoors","sports_display_on_website","# 237 | Top 3% | Badminton Rackets","157083","","","4.1","31","","9","2026/03/21 20:42","2","48 %","Amazon US (0%) / A2KVF7QXNCLV8H","US","-","0 %","53 %","1","0.97","7","no","no","no","no","","","","100 %","37.29","29.50","-26 %","65 %","","","","","1.87","15.01 %","5.60","","34.92","","2","","","","","","","","","no","","","","","100 %","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","2025/08/15","2025/02/20","YONEX-AC545-Badminton-Racket-Stretch","Sports & Outdoors","Rackets, Badminton","Sports & Outdoors › Sports › Badminton › Rackets","Sports","","4550468007791","","AC545","B09L4LSJ83","","SPORT_EQUIPMENT_BAG_CASE","YONEX(ヨネックス)","YONEX","","","AC545","Size: ワンサイズ; Color: Grey Smoke;","Grey Smoke","ワンサイズ","","","","","Solid","Stretch Racquet Cover","other","","","","","","","","","","","1","","","","","0","no","","","no","222","40","1","","","","","","","","no","no","","no","no","no","no","no","","","-","","",""
"B01JK12T4Y","co.uk","https://m.media-amazon.com/images/I/913w8bBQtpL.jpg","4 Yards More Golf Tees 1 3/4"" - Red - 3 Packs of 4 Tees - (11925)","","25.57","","26.79","5 %","1","293365","46 %","2","Sports & Outdoors","sports_display_on_website","# 692 | Top 5% | Golf Tees","158528","","","4.6","22","","-","2026/03/21 20:42","28","0 %","Amazon US (0%) / A2KVF7QXNCLV8H","US","20.24","0 %","100 %","1","0.62","8","no","no","no","no","","","","100 %","25.57","20.46","-25 %","0 %","","","","","2.72","14.99 %","3.83","","26.97","","28","","","","","","","","","no","","","","","100 %","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","2025/08/14","2025/07/19","Yards-More-Golf-Tees-Packs","Sports & Outdoors","Tees","Sports & Outdoors › Sports › Golf › On-Course Accessories › Tees","Sports","724680455966","0724680455966","","","","","SPORTING_GOODS","4 Yards More","Pitchfix","","","Pitchfix Hybrid Divot Tool Fluorescent P","","red","","","","","","","","","","","","","","","","","","","","","","","","0","no","","","no","1057","49","1","","","","","","","","no","no","","no","no","no","no","no","","","-","","",""
