ASIN,Product Name,Brand,Amazon URL,Category,Weight Flag,Verdict,Verdict Reason,Opportunity Lane,Commercial Priority,Lane Reason,Composite Score,Demand Score,Stability Score,Competition Score,Margin Score,Cash Flow Score,Profit Score,Balanced Score,Monthly Gross Profit,Price Compression,Listing Quality,Current Price,Buy Box 90d Avg,Price Stability,Fulfilment Fee,Amazon Fees,Total Amazon Fees,Est Cost 65%,Est Profit,Est ROI %,Max Cost 20% ROI,Breakeven Price,BSR Current,BSR Drops 90d,Bought per Month,Star Rating,Review Count,Brand 1P,FBA Seller Count,Amazon on Listing,Amazon Buy Box Share,Private Label Risk,Brand Seller Match,Fortress Listing,Brand Type,A+ Content Present,Brand Store Present,Category Risk Level,IP Risk Score,IP Risk Band,IP Reason,Gated,SAS Flags,Route Code,Supplier Name,Supplier Website,Supplier Contact,MOQ,Trade Price Found,Trade Price,Real ROI %,Supplier Notes,Outreach Email File,Decision,Decision Score,Decision Reason,Joinability Status,Buy Readiness,Max Buy Price,Target Buy Price,Cost Gap,Margin Status,Action Note,Shortlist Flag
B079RH59WR,Vermont Classic Tour Tennis Balls - ITF Approved Woven Cloth Tennis Ball (3 Tubes / 12 Balls),Vermont,https://www.amazon.co.uk/dp/B079RH59WR,Sports & Outdoors,OK,MAYBE,BALANCED | 20/mo | GBP3.75 profit | GBP75.00 monthly gross | SQUEEZED | 2 sellers,BALANCED,3,BALANCED | GBP75.00/mo | 20/mo | GBP3.75 unit profit | SQUEEZED | 2 sellers,7.8,6,10,10,5,7.3,6.9,6.9,GBP75,SQUEEZED,STRONG,GBP22.99,GBP25.76,DROPPING (11%),GBP0.00,GBP4.30,GBP4.30,GBP14.94,GBP3.75,25.1%,GBP15.57,GBP19.24,48785,10,0,4.4,317,N,2,N,0%,Unlikely,NO,NO,GENERIC,YES,UNLIKELY,MEDIUM,2,Low,A+ content | Category MEDIUM risk,-,,UNCLEAR,,,,,N,,,No supplier accounts configured,,WATCH,56,WATCH | BALANCED | GBP75.00/mo | low IP risk | unlikely PL risk | dropping (11%) | supplier cost missing,Joinable,Review Needed,GBP15.57,GBP13.57,,Unknown,Review listing safety,N
B07XY8M2BT,"Titleist Jet Black Leather Golf Headcover, Fairway, Black/Red",Titleist,https://www.amazon.co.uk/dp/B07XY8M2BT,Sports & Outdoors,OK,BRAND APPROACH,PROFIT | 12/mo | GBP6.07 profit | GBP72.80 monthly gross | stable | 2 sellers,PROFIT,3,PROFIT | GBP72.80/mo | lower volume | GBP6.07 unit profit | stable | 2 sellers,6.8,6,10,9,1,7.1,6.5,7.3,GBP73,OK,WEAK,GBP50.00,GBP50.00,STABLE,GBP2.96,GBP8.47,GBP11.43,GBP32.50,GBP6.07,18.7%,GBP32.14,GBP43.93,42630,6,0,4.0,51,N,2,Y,8%,Unlikely,NO,NO,ESTABLISHED,NO,UNLIKELY,MEDIUM,2,Low,Established brand | Category MEDIUM risk,-,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,WATCH,56,WATCH | PROFIT | GBP73.00/mo | low IP risk | unlikely PL risk | stable | supplier cost missing,Joinable,Review Needed,GBP32.14,GBP28.93,,Unknown,Review listing safety,N
B000T21OJU,"Penn Championship Extra Duty Felt Tennis Balls - 6 Cans, 18 Balls",Penn,https://www.amazon.co.uk/dp/B000T21OJU,Sports & Outdoors,OK,BRAND APPROACH,BALANCED | 14/mo | GBP4.88 profit | GBP68.30 monthly gross | stable | 2 sellers,BALANCED,3,BALANCED | GBP68.30/mo | 14/mo | GBP4.88 unit profit | stable | 2 sellers,7.0,6,10,10,1,7,6.2,6.9,GBP68,OK,WEAK,GBP46.56,GBP46.88,STABLE,GBP3.48,GBP7.93,GBP11.41,GBP30.26,GBP4.88,16.1%,GBP29.29,GBP41.68,52749,7,0,4.7,18828,N,2,N,0%,Unlikely,NO,NO,ESTABLISHED,NO,UNLIKELY,MEDIUM,2,Low,Established brand | Category MEDIUM risk,-,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,WATCH,56,WATCH | BALANCED | GBP68.00/mo | low IP risk | unlikely PL risk | stable | supplier cost missing,Joinable,Review Needed,GBP29.29,GBP26.36,,Unknown,Review listing safety,N
B09K7VZ2Y5,"Wilson Serena Elite 103 Adults Tennis Racket Black/Gold (Grip 3 (4 3/8""))",Wilson,https://www.amazon.co.uk/dp/B09K7VZ2Y5,Sports & Outdoors,OK,MAYBE-ROI,PROFIT | 6/mo | GBP6.34 profit | GBP38.00 monthly gross | stable | 2 sellers,PROFIT,3,PROFIT | GBP38.00/mo | lower volume | GBP6.34 unit profit | stable | 2 sellers,6.7,5,10,10,1,6,6.5,6.5,GBP38,OK,AVERAGE,GBP59.99,GBP59.80,STABLE,GBP4.65,GBP10.01,GBP14.66,GBP38.99,GBP6.34,16.3%,GBP37.78,GBP53.65,59892,3,0,3.9,26,N,2,N,0%,Unlikely,NO,NO,ESTABLISHED,NO,UNLIKELY,MEDIUM,2,Low,Established brand | Category MEDIUM risk,-,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,WATCH,56,WATCH | PROFIT | GBP38.00/mo | low IP risk | unlikely PL risk | stable | supplier cost missing,Joinable,Review Needed,GBP37.78,GBP34.00,,Unknown,Review listing safety,N
B00DGCNSE4,MacWet Mens & Ladies 1 Pair Short Mesh Sports Gloves - Black/White 9.5,MacWet,https://www.amazon.co.uk/dp/B00DGCNSE4,Sports & Outdoors,OK,BRAND APPROACH,PROFIT | 6/mo | GBP6.09 profit | GBP36.50 monthly gross | stable | 2 sellers,PROFIT,3,PROFIT | GBP36.50/mo | lower volume | GBP6.09 unit profit | stable | 2 sellers,6.9,3,10,10,5,6.1,8,6.8,GBP37,OK,WEAK,GBP34.99,GBP34.99,STABLE,GBP0.00,GBP6.15,GBP6.15,GBP22.74,GBP6.09,26.8%,GBP24.03,GBP28.90,61923,3,0,4.5,82,N,2,N,0%,Unlikely,NO,NO,GENERIC,NO,UNLIKELY,MEDIUM,1,Low,Category MEDIUM risk,-,,UNCLEAR,,,,,N,,,No supplier accounts configured,,WATCH,56,WATCH | PROFIT | GBP37.00/mo | low IP risk | unlikely PL risk | stable | supplier cost missing,Joinable,Review Needed,GBP24.03,GBP21.53,,Unknown,Review listing safety,N
B0DTYNKGW8,"Ben Sayers LTE 6"" Pencil Golf Stand Bag | Lightweight Golf Clubs Carry Bag with Dual Shoulder Strap and Lumbar Padding | (Black/Red)",Ben Sayers,https://www.amazon.co.uk/dp/B0DTYNKGW8,Sports & Outdoors,OK,MAYBE,BALANCED | 48/mo | GBP4.00 profit | GBP192.00 monthly gross | stable | 5 sellers,BALANCED,2,BALANCED | GBP192.00/mo | 48/mo | GBP4.00 unit profit | stable | 5 sellers,7.4,10,10,6,1,8.4,4.9,7.6,GBP192,OK,AVERAGE,GBP54.95,GBP56.10,STABLE,GBP6.00,GBP9.23,GBP15.23,GBP35.72,GBP4.00,11.2%,GBP33.10,GBP50.95,12794,24,0,4.6,17,N,5,Y,7%,-,NO,NO,GENERIC,NO,UNLIKELY,MEDIUM,1,Low,Category MEDIUM risk,-,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,WATCH,55,WATCH | BALANCED | GBP192.00/mo | low IP risk | - PL risk | stable | supplier cost missing,Joinable,Review Needed,GBP33.10,GBP29.79,,Unknown,Review listing safety,N
B06XGNX9D9,"Callaway FT Launch Zone Golf Hitting Mat with Rubber Backing Golf Putting Mat, Green, 1' x 2'",Izzo,https://www.amazon.co.uk/dp/B06XGNX9D9,Sports & Outdoors,OK,MAYBE,CASH FLOW | 48/mo | GBP3.33 profit | GBP159.80 monthly gross | SQUEEZED | 2 sellers,CASH FLOW,2,CASH FLOW | GBP159.80/mo | 48/mo | GBP3.33 unit profit | SQUEEZED | 2 sellers,7.6,10,10,7,1,6.8,3.9,5.9,GBP160,SQUEEZED,AVERAGE,GBP44.60,GBP51.29,DROPPING (13%),GBP4.65,GBP7.63,GBP12.28,GBP28.99,GBP3.33,11.5%,GBP26.93,GBP41.27,28747,24,0,4.4,2657,N,2,Y,98%,Unlikely,NO,NO,ESTABLISHED,NO,UNLIKELY,MEDIUM,2,Low,Established brand | Category MEDIUM risk,-,MAYBE-ROI; AMAZON DOMINANT,UNCLEAR,,,,,N,,,No supplier accounts configured,,WATCH,55,WATCH | CASH FLOW | GBP160.00/mo | low IP risk | unlikely PL risk | dropping (13%) | supplier cost missing,Joinable,Review Needed,GBP26.93,GBP24.24,,Unknown,Review listing safety,N
B01N24MQXO,"Bender Gloves - Men's Golf Glove, Durable Mesh Material, Unique Golf Gloves Men Right Handed Golfer (Wear On Left)",BG,https://www.amazon.co.uk/dp/B01N24MQXO,Sports & Outdoors,OK,MAYBE,BALANCED | 14/mo | GBP4.97 profit | GBP69.60 monthly gross | stable | 3 sellers,BALANCED,3,BALANCED | GBP69.60/mo | 14/mo | GBP4.97 unit profit | stable | 3 sellers,7.6,8,10,10,1,7,6.2,6.9,GBP70,OK,AVERAGE,GBP38.89,GBP40.84,SLIGHT DIP (5%),GBP1.89,GBP6.75,GBP8.64,GBP25.28,GBP4.97,19.7%,GBP25.21,GBP33.92,38854,7,0,4.4,1040,N,3,N,0%,-,NO,NO,ESTABLISHED,NO,UNLIKELY,MEDIUM,2,Low,Established brand | Category MEDIUM risk,-,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,WATCH,55,WATCH | BALANCED | GBP70.00/mo | low IP risk | - PL risk | slight dip (5%) | supplier cost missing,Joinable,Review Needed,GBP25.21,GBP22.69,,Unknown,Review listing safety,N
B072JWP75B,"Tibhar DHS Hurricane 3 Neo Table Tennis rubber (Black),2.15 mm",Tibhar,https://www.amazon.co.uk/dp/B072JWP75B,Sports & Outdoors,OK,BRAND APPROACH,CASH FLOW | 92/mo | GBP2.47 profit | GBP227.20 monthly gross | stable | 3 sellers,CASH FLOW,1,CASH FLOW | GBP227.20/mo | 92/mo | GBP2.47 unit profit | stable | 3 sellers,6.9,9,8,9,0,9.3,4.3,7.6,GBP227,OK,WEAK,GBP26.99,GBP26.68,STABLE,GBP2.06,GBP4.92,GBP6.98,GBP17.54,GBP2.47,14.1%,GBP16.68,GBP24.52,23886,46,0,4.2,67,N,3,N,0%,-,NO,NO,GENERIC,NO,UNLIKELY,MEDIUM,1,Low,Category MEDIUM risk,-,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,WATCH,54,WATCH | CASH FLOW | GBP227.00/mo | low IP risk | - PL risk | stable | supplier cost missing,Joinable,Review Needed,GBP16.68,GBP15.01,,Unknown,Review listing safety,N
B0CD824C2J,YONEX Badminton KITBAG SUNR 23015 BT5 (Black Yellow),YONEX,https://www.amazon.co.uk/dp/B0CD824C2J,Sports & Outdoors,OK,MAYBE-ROI,CASH FLOW | 58/mo | GBP3.31 profit | GBP192.00 monthly gross | stable | 3 sellers,CASH FLOW,2,CASH FLOW | GBP192.00/mo | 58/mo | GBP3.31 unit profit | stable | 3 sellers,6.8,8,8,9,1,8.5,4.9,7.6,GBP192,OK,AVERAGE,GBP44.49,GBP43.85,STABLE,GBP4.65,GBP7.61,GBP12.26,GBP28.92,GBP3.31,11.4%,GBP26.86,GBP41.18,34827,29,0,4.2,223,N,3,N,0%,-,NO,NO,ESTABLISHED,NO,UNLIKELY,MEDIUM,2,Low,Established brand | Category MEDIUM risk,-,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,WATCH,54,WATCH | CASH FLOW | GBP192.00/mo | low IP risk | - PL risk | stable | supplier cost missing,Joinable,Review Needed,GBP26.86,GBP24.17,,Unknown,Review listing safety,N
B01H3S1L6S,Conwy Kayak Folding Kayak Trolley Cart K1 60kg Load Puncture Proof Flat Free Wheels for Canadian Canoe SUP Paddle Board Transport Carry Accessories,Conwy Kayak,https://www.amazon.co.uk/dp/B01H3S1L6S,Sports & Outdoors,OK,MAYBE,BALANCED | 38/mo | GBP3.43 profit | GBP130.30 monthly gross | stable | 3 sellers,BALANCED,2,BALANCED | GBP130.30/mo | 38/mo | GBP3.43 unit profit | stable | 3 sellers,7.7,9,10,9,1,8.4,5,7.5,GBP130,OK,STRONG,GBP44.99,GBP44.99,STABLE,GBP5.55,GBP6.77,GBP12.32,GBP29.24,GBP3.43,11.7%,GBP27.23,GBP41.56,26618,19,0,4.1,471,N,3,N,0%,-,NO,NO,GENERIC,YES,UNLIKELY,MEDIUM,2,Low,A+ content | Category MEDIUM risk,-,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,WATCH,54,WATCH | BALANCED | GBP130.00/mo | low IP risk | - PL risk | stable | supplier cost missing,Joinable,Review Needed,GBP27.23,GBP24.51,,Unknown,Review listing safety,N
B0CB5RLM6V,"GYMAX Tennis Ball Cart, Foldable Tennis Balls Hopper Basket with Wheels, Side Pockets & Carry Bag, 150 Ball Capacity Available, Lightweight Tennis Teaching Cart",GYMAX,https://www.amazon.co.uk/dp/B0CB5RLM6V,Sports & Outdoors,OK,MAYBE,BALANCED | 24/mo | GBP3.10 profit | GBP74.40 monthly gross | stable | 2 sellers,BALANCED,3,BALANCED | GBP74.40/mo | 24/mo | GBP3.10 unit profit | stable | 2 sellers,7.2,8,10,8,1,6.7,4.6,6.1,GBP74,OK,STRONG,GBP44.99,GBP46.22,SLIGHT DIP (3%),GBP4.95,GBP7.69,GBP12.64,GBP29.24,GBP3.10,10.6%,GBP26.95,GBP41.89,21992,12,0,5.0,3,N,2,Y,58%,Unlikely,NO,NO,SYNTHETIC,YES,UNLIKELY,MEDIUM,2,Low,A+ content | Category MEDIUM risk,-,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,WATCH,54,WATCH | BALANCED | GBP74.00/mo | low IP risk | unlikely PL risk | slight dip (3%) | supplier cost missing,Joinable,Review Needed,GBP26.95,GBP24.25,,Unknown,Review listing safety,N
B0FLDGXR8G,"STIGA Club Cybershape Table Tennis Bat – Beginner Table Tennis Bat with 5-Ply Wood Blade, STAR Club Rubber & Large Sweet Spot – Learn Proper Technique from Day One",STIGA,https://www.amazon.co.uk/dp/B0FLDGXR8G,Sports & Outdoors,OK,MAYBE-ROI,CASH FLOW | 48/mo | GBP2.10 profit | GBP100.80 monthly gross | SQUEEZED | 2 sellers,CASH FLOW,3,CASH FLOW | GBP100.80/mo | 48/mo | GBP2.10 unit profit | SQUEEZED | 2 sellers,6.6,8,10,6,0,6.4,3.1,5.1,GBP101,SQUEEZED,STRONG,GBP25.32,GBP28.51,DROPPING (11%),GBP2.10,GBP4.66,GBP6.76,GBP16.46,GBP2.10,12.8%,GBP15.47,GBP23.22,32035,24,0,4.3,16,N,2,Y,100%,Unlikely,NO,NO,ESTABLISHED,YES,UNLIKELY,MEDIUM,3,Low,Established brand | A+ content | Category MEDIUM risk,-,MAYBE-ROI; AMAZON DOMINANT,UNCLEAR,,,,,N,,,No supplier accounts configured,,WATCH,53,WATCH | CASH FLOW | GBP101.00/mo | low IP risk | unlikely PL risk | dropping (11%) | supplier cost missing,Joinable,Review Needed,GBP15.47,GBP13.92,,Unknown,Review listing safety,N
B012WAQVYE,NITTAKU 3-stars Premium 40+ Table Tennis Ball (Pack of 12 balls),NITTAKU,https://www.amazon.co.uk/dp/B012WAQVYE,Sports & Outdoors,OK,MAYBE,BALANCED | 36/mo | GBP2.66 profit | GBP95.80 monthly gross | SQUEEZED | 3 sellers,BALANCED,3,BALANCED | GBP95.80/mo | 36/mo | GBP2.66 unit profit | SQUEEZED | 3 sellers,7.7,9,10,10,0,7.7,3.9,6.4,GBP96,SQUEEZED,AVERAGE,GBP32.47,GBP36.64,DROPPING (11%),GBP2.94,GBP5.77,GBP8.71,GBP21.11,GBP2.66,12.6%,GBP19.80,GBP29.81,33344,18,0,4.6,895,N,3,N,0%,-,NO,NO,ESTABLISHED,NO,UNLIKELY,MEDIUM,2,Low,Established brand | Category MEDIUM risk,-,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,WATCH,52,WATCH | BALANCED | GBP96.00/mo | low IP risk | - PL risk | dropping (11%) | supplier cost missing,Joinable,Review Needed,GBP19.80,GBP17.80,,Unknown,Review listing safety,N
B0B31KRZYZ,"Titleist Players Flex Golf Glove, Men's, Left Hand (Right Hand Golfer), Large",Titleist,https://www.amazon.co.uk/dp/B0B31KRZYZ,Sports & Outdoors,OK,MAYBE-ROI,CASH FLOW | 28/mo | GBP1.67 profit | GBP46.80 monthly gross | stable | 2 sellers,CASH FLOW,3,CASH FLOW | GBP46.80/mo | 28/mo | GBP1.67 unit profit | stable | 2 sellers,6.9,9,10,6,0,5.8,3.3,4.5,GBP47,OK,AVERAGE,GBP22.00,GBP22.00,STABLE,GBP1.88,GBP4.15,GBP6.03,GBP14.30,GBP1.67,11.7%,GBP13.31,GBP20.33,17573,14,0,4.5,48,N,2,Y,100%,Unlikely,NO,NO,ESTABLISHED,YES,UNLIKELY,MEDIUM,3,Low,Established brand | A+ content | Category MEDIUM risk,-,MAYBE-ROI; AMAZON DOMINANT,UNCLEAR,,,,,N,,,No supplier accounts configured,,WATCH,52,WATCH | CASH FLOW | GBP47.00/mo | low IP risk | unlikely PL risk | stable | supplier cost missing,Joinable,Review Needed,GBP13.31,GBP11.81,,Unknown,Review listing safety,N
B0FNFVR5G3,Bridgestone Golf Tour B RXS White,Bridgestone Golf,https://www.amazon.co.uk/dp/B0FNFVR5G3,Sports & Outdoors,OK,MAYBE-ROI,MAYBE-ROI | 8/mo | GBP4.13 profit | GBP33.00 monthly gross | COMPRESSED | 3 sellers | needs trade under GBP25.08,UNASSIGNED,4,UNASSIGNED | below lane thresholds,6.7,7,10,7,1,4.4,4.6,4.6,GBP33,COMPRESSED,AVERAGE,GBP39.95,GBP53.11,DROPPING (25%),GBP2.94,GBP6.91,GBP9.85,GBP25.97,GBP4.13,15.9%,GBP25.08,GBP35.82,32303,4,0,5.0,4,N,3,N,0%,-,NO,NO,GENERIC,NO,UNLIKELY,MEDIUM,1,Low,Category MEDIUM risk,-,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,WATCH,47,WATCH | UNASSIGNED | GBP33.00/mo | low IP risk | - PL risk | dropping (25%) | supplier cost missing,Joinable,Review Needed,GBP25.08,GBP22.57,,Unknown,Review listing safety,N
B09XBQBH4P,Benross Golf 4 Pocket 49-55” Junior Lightweight Waterproof Green Stand Bag,BENROSS,https://www.amazon.co.uk/dp/B09XBQBH4P,Sports & Outdoors,OK,BRAND APPROACH,BRAND APPROACH | 8/mo | GBP3.33 profit | GBP26.60 monthly gross | stable | 2 sellers | weak listing 3 imgs,UNASSIGNED,4,UNASSIGNED | below lane thresholds,6.5,5,10,9,1,5.5,4.8,5.5,GBP27,OK,WEAK,GBP49.99,GBP49.99,STABLE,GBP5.70,GBP8.47,GBP14.17,GBP32.49,GBP3.33,10.2%,GBP29.85,GBP46.66,56765,4,0,4.7,4,N,2,N,0%,Unlikely,NO,NO,SYNTHETIC,NO,UNLIKELY,MEDIUM,1,Low,Category MEDIUM risk,-,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,WATCH,47,WATCH | UNASSIGNED | GBP27.00/mo | low IP risk | unlikely PL risk | stable | supplier cost missing,Joinable,Review Needed,GBP29.85,GBP26.87,,Unknown,Review listing safety,N
B08YRX48N9,"Wilson Federer Junior Tennis Racket, Protective Cover & Tennis Balls (19"", 21"", 23"", 25"" & 26"") (25"" + Balls)",Wilson,https://www.amazon.co.uk/dp/B08YRX48N9,Sports & Outdoors,OK,BRAND APPROACH,BRAND APPROACH | 6/mo | GBP3.25 profit | GBP19.50 monthly gross | stable | 2 sellers | weak listing 1 imgs,UNASSIGNED,4,UNASSIGNED | below lane thresholds,6.6,6,10,8,1,5.2,4.8,5.3,GBP20,OK,WEAK,GBP44.99,GBP45.05,STABLE,GBP4.80,GBP7.69,GBP12.49,GBP29.24,GBP3.25,11.1%,GBP27.08,GBP41.74,45131,3,0,4.1,17,N,2,N,0%,Unlikely,NO,NO,ESTABLISHED,NO,UNLIKELY,MEDIUM,2,Low,Established brand | Category MEDIUM risk,-,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,WATCH,47,WATCH | UNASSIGNED | GBP20.00/mo | low IP risk | unlikely PL risk | stable | supplier cost missing,Joinable,Review Needed,GBP27.08,GBP24.37,,Unknown,Review listing safety,N
B0FXGMCLWH,"Butterfly Timo Boll Comfort Table Tennis Racket Control Ping Pong Bat with Spryer 1.7mm Rubber, 5-Ply Blade, Lightweight Design for Beginners, Youth & Players with Small Hands",Butterfly,https://www.amazon.co.uk/dp/B0FXGMCLWH,Sports & Outdoors,OK,MAYBE-ROI,MAYBE-ROI | 8/mo | GBP2.39 profit | GBP19.10 monthly gross | stable | 2 sellers | needs trade under GBP18.24,UNASSIGNED,4,UNASSIGNED | below lane thresholds,6.6,8,10,6,0,3.7,3.5,3.4,GBP19,OK,AVERAGE,GBP29.99,GBP29.99,STABLE,GBP2.72,GBP5.38,GBP8.10,GBP19.49,GBP2.39,12.3%,GBP18.24,GBP27.60,22514,4,0,0.0,0,N,2,Y,100%,Unlikely,NO,NO,GENERIC,NO,UNLIKELY,MEDIUM,1,Low,Category MEDIUM risk,-,MAYBE-ROI; AMAZON DOMINANT,UNCLEAR,,,,,N,,,No supplier accounts configured,,WATCH,47,WATCH | UNASSIGNED | GBP19.00/mo | low IP risk | unlikely PL risk | stable | supplier cost missing,Joinable,Review Needed,GBP18.24,GBP16.42,,Unknown,Review listing safety,N
B01LX9VZDD,"Nivia Heavy Tennis Ball Cricket Ball, White (6-Pack)",Nivia,https://www.amazon.co.uk/dp/B01LX9VZDD,Sports & Outdoors,OK,MAYBE-ROI,MAYBE-ROI | 2/mo | GBP1.88 profit | GBP3.80 monthly gross | stable | 2 sellers | needs trade under GBP17.06,UNASSIGNED,4,UNASSIGNED | below lane thresholds,6.9,7,10,9,0,3.5,3.7,3.3,GBP4,OK,AVERAGE,GBP28.60,GBP28.60,STABLE,GBP2.97,GBP5.16,GBP8.13,GBP18.59,GBP1.88,10.1%,GBP17.05,GBP26.72,36118,1,0,4.3,897,N,2,N,0%,Unlikely,NO,NO,ESTABLISHED,YES,UNLIKELY,MEDIUM,3,Low,Established brand | A+ content | Category MEDIUM risk,-,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,WATCH,46,WATCH | UNASSIGNED | GBP4.00/mo | low IP risk | unlikely PL risk | stable | supplier cost missing,Joinable,Review Needed,GBP17.05,GBP15.35,,Unknown,Review listing safety,N
B07HN4DZYJ,"CALLAWAY Men's Gloves Opti Grip (Pack of 2), Black, Large",Callaway,https://www.amazon.co.uk/dp/B07HN4DZYJ,Sports & Outdoors,OK,MAYBE,MAYBE | 8/mo | GBP1.45 profit | GBP11.60 monthly gross | stable | 2 sellers | ROI 10%,UNASSIGNED,4,UNASSIGNED | below lane thresholds,7.4,8,10,10,0,4.9,3.8,4.2,GBP12,OK,AVERAGE,GBP22.00,GBP22.00,STABLE,GBP2.10,GBP4.15,GBP6.25,GBP14.30,GBP1.45,10.2%,GBP13.13,GBP20.55,35929,4,0,4.5,718,N,2,N,0%,Unlikely,NO,NO,ESTABLISHED,YES,UNLIKELY,MEDIUM,3,Low,Established brand | A+ content | Category MEDIUM risk,-,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,WATCH,45,WATCH | UNASSIGNED | GBP12.00/mo | low IP risk | unlikely PL risk | stable | supplier cost missing,Joinable,Review Needed,GBP13.13,GBP11.82,,Unknown,Review listing safety,N
B09H3DLLRZ,Fulton Titan 1 Black Golf Umbrella,Fulton,https://www.amazon.co.uk/dp/B09H3DLLRZ,Sports & Outdoors,OK,MAYBE-ROI,CASH FLOW | 194/mo | GBP1.63 profit | GBP316.20 monthly gross | stable | 5 sellers,CASH FLOW,1,CASH FLOW | GBP316.20/mo | 194/mo | GBP1.63 unit profit | stable | 5 sellers,6.5,9,10,4,0,7.7,2.5,5.8,GBP316,OK,STRONG,GBP35.17,GBP36.19,SLIGHT DIP (3%),GBP4.50,GBP6.18,GBP10.68,GBP22.86,GBP1.63,7.1%,GBP20.41,GBP33.54,21937,97,50,4.3,84,N,5,Y,80%,-,NO,NO,GENERIC,YES,UNLIKELY,MEDIUM,2,Low,A+ content | Category MEDIUM risk,-,MAYBE-ROI; AMAZON DOMINANT,UNCLEAR,,,,,N,,,No supplier accounts configured,,KILL,35,KILL | CASH FLOW | GBP316.00/mo | low IP risk | - PL risk | slight dip (3%) | supplier cost missing,Joinable,Reject,GBP20.41,GBP18.37,,Fail,Avoid listing,N
B00RZTV5B2,"Wilson Tour Slam Adult Recreational Tennis Racket - Grip Size 3-4 3/8"", Grey/Green",Wilson,https://www.amazon.co.uk/dp/B00RZTV5B2,Sports & Outdoors,OK,MAYBE,CASH FLOW | 84/mo | GBP2.42 profit | GBP203.30 monthly gross | stable | 4 sellers,CASH FLOW,1,CASH FLOW | GBP203.30/mo | 84/mo | GBP2.42 unit profit | stable | 4 sellers,7.3,9,10,8,0,9.4,3.6,7.5,GBP203,OK,AVERAGE,GBP39.95,GBP39.95,STABLE,GBP4.65,GBP6.91,GBP11.56,GBP25.97,GBP2.42,9.3%,GBP23.66,GBP37.53,32633,42,0,4.6,3241,N,4,N,0%,-,NO,NO,ESTABLISHED,NO,UNLIKELY,MEDIUM,2,Low,Established brand | Category MEDIUM risk,-,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,KILL,35,KILL | CASH FLOW | GBP203.00/mo | low IP risk | - PL risk | stable | supplier cost missing,Joinable,Reject,GBP23.66,GBP21.29,,Fail,Avoid listing,N
B00I14X9PU,"WILSON FBA_wrz601403 Advantage II Tennis Bag-Black/White, 2 Racquet",Wilson,https://www.amazon.co.uk/dp/B00I14X9PU,Sports & Outdoors,OK,MAYBE-ROI,CASH FLOW | 76/mo | GBP2.42 profit | GBP183.90 monthly gross | stable | 5 sellers,CASH FLOW,2,CASH FLOW | GBP183.90/mo | 76/mo | GBP2.42 unit profit | stable | 5 sellers,6.8,10,8,7,0,8.6,3.2,7,GBP184,OK,AVERAGE,GBP39.95,GBP39.45,STABLE,GBP4.65,GBP6.91,GBP11.56,GBP25.97,GBP2.42,9.3%,GBP23.66,GBP37.53,15837,38,0,4.3,1701,N,5,N,0%,-,NO,NO,ESTABLISHED,YES,UNLIKELY,MEDIUM,3,Low,Established brand | A+ content | Category MEDIUM risk,-,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,KILL,35,KILL | CASH FLOW | GBP184.00/mo | low IP risk | - PL risk | stable | supplier cost missing,Joinable,Reject,GBP23.66,GBP21.29,,Fail,Avoid listing,N
