ASIN,Product Name,Brand,Amazon URL,Category,Weight Flag,Verdict,Verdict Reason,Opportunity Lane,Commercial Priority,Lane Reason,Composite Score,Demand Score,Stability Score,Competition Score,Margin Score,Cash Flow Score,Profit Score,Balanced Score,Monthly Gross Profit,Price Compression,Listing Quality,Current Price,Buy Box 90d Avg,Price Stability,Fulfilment Fee,Amazon Fees,Total Amazon Fees,Est Cost 65%,Est Profit,Est ROI %,Max Cost 20% ROI,Breakeven Price,BSR Current,BSR Drops 90d,Bought per Month,Star Rating,Review Count,Brand 1P,FBA Seller Count,Amazon on Listing,Amazon Buy Box Share,Private Label Risk,Brand Seller Match,Fortress Listing,Brand Type,A+ Content Present,Brand Store Present,Category Risk Level,IP Risk Score,IP Risk Band,IP Reason,Gated,SAS Flags,Route Code,Supplier Name,Supplier Website,Supplier Contact,MOQ,Trade Price Found,Trade Price,Real ROI %,Supplier Notes,Outreach Email File,Decision,Decision Score,Decision Reason,Joinability Status,Buy Readiness,Max Buy Price,Target Buy Price,Cost Gap,Margin Status,Action Note,Shortlist Flag
B085QMVTBX,HEAD TOUR XT TENNIS BALL PREMIUM PERFORMANCE TENNIS BALLS,HEAD,https://www.amazon.co.uk/dp/B085QMVTBX,Sports & Outdoors,OK,BRAND APPROACH,CASH FLOW | 96/mo | GBP1.85 profit | GBP177.60 monthly gross | stable | 2 sellers,CASH FLOW,2,CASH FLOW | GBP177.60/mo | 96/mo | GBP1.85 unit profit | stable | 2 sellers,6.5,10,5,10,0,8.8,2.8,6.9,GBP178,OK,WEAK,GBP29.95,GBP26.17,SURGING (14%),GBP3.26,GBP5.37,GBP8.63,GBP19.47,GBP1.85,9.5%,GBP17.77,GBP28.10,16615,48,0,4.4,50,N,2,N,0%,Unlikely,NO,NO,ESTABLISHED,NO,UNLIKELY,MEDIUM,2,Low,Established brand | Category MEDIUM risk,-,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,KILL,35,KILL | CASH FLOW | GBP178.00/mo | low IP risk | unlikely PL risk | surging (14%) | supplier cost missing,Joinable,Reject,GBP17.77,GBP15.99,,Fail,Avoid listing,N
B0DGXS1ZCB,"SPORTNOW 5M Portable Badminton Set, Height Adjustable Tennis Volleyball Net with 3 Shuttlecocks, 4 Rackets and with Carry Bag, Multi-Sports Badminton Net for Indoor Outdoor, Garden, Beach Games",SPORTNOW,https://www.amazon.co.uk/dp/B0DGXS1ZCB,Sports & Outdoors,HEAVY,MAYBE-ROI,CASH FLOW | 78/mo | GBP1.67 profit | GBP130.30 monthly gross | stable | 2 sellers,CASH FLOW,2,CASH FLOW | GBP130.30/mo | 78/mo | GBP1.67 unit profit | stable | 2 sellers,6.7,9,8,8,0,8.6,2.9,6.7,GBP130,OK,STRONG,GBP39.96,GBP39.51,STABLE,GBP5.40,GBP6.91,GBP12.31,GBP25.97,GBP1.67,6.4%,GBP23.04,GBP38.29,20541,39,0,4.6,16,N,2,Y,47%,Unlikely,NO,NO,SYNTHETIC,YES,UNLIKELY,MEDIUM,2,Low,A+ content | Category MEDIUM risk,-,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,KILL,35,KILL | CASH FLOW | GBP130.00/mo | low IP risk | unlikely PL risk | stable | supplier cost missing,Joinable,Reject,GBP23.04,GBP20.74,,Fail,Avoid listing,N
B08DKYPBBH,"Wilson Tour Slam Adults Tennis Racket - Grey/Green (Grip 3 (4 3/8""))",Wilson,https://www.amazon.co.uk/dp/B08DKYPBBH,Sports & Outdoors,OK,BRAND APPROACH,CASH FLOW | 58/mo | GBP2.23 profit | GBP129.30 monthly gross | stable | 2 sellers,CASH FLOW,2,CASH FLOW | GBP129.30/mo | 58/mo | GBP2.23 unit profit | stable | 2 sellers,7.4,8,10,10,0,8.8,3.6,7.1,GBP129,OK,WEAK,GBP38.99,GBP39.60,STABLE,GBP4.65,GBP6.77,GBP11.42,GBP25.34,GBP2.23,8.8%,GBP22.98,GBP36.76,30913,29,0,4.4,48,N,2,N,0%,Unlikely,NO,NO,ESTABLISHED,NO,UNLIKELY,MEDIUM,2,Low,Established brand | Category MEDIUM risk,-,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,KILL,35,KILL | CASH FLOW | GBP129.00/mo | low IP risk | unlikely PL risk | stable | supplier cost missing,Joinable,Reject,GBP22.98,GBP20.68,,Fail,Avoid listing,N
B01BOU7868,Wilson Advantage Team Triple Racket Bag - Red,Wilson,https://www.amazon.co.uk/dp/B01BOU7868,Sports & Outdoors,OK,MAYBE,CASH FLOW | 46/mo | GBP2.57 profit | GBP118.20 monthly gross | stable | 4 sellers,CASH FLOW,2,CASH FLOW | GBP118.20/mo | 46/mo | GBP2.57 unit profit | stable | 4 sellers,7.1,9,10,7,0,8.2,3.3,6.7,GBP118,OK,AVERAGE,GBP39.95,GBP41.10,SLIGHT DIP (3%),GBP4.50,GBP6.92,GBP11.42,GBP25.97,GBP2.57,9.9%,GBP23.78,GBP37.38,33554,23,0,4.4,1152,N,4,N,0%,-,NO,NO,ESTABLISHED,YES,UNLIKELY,MEDIUM,3,Low,Established brand | A+ content | Category MEDIUM risk,-,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,KILL,35,KILL | CASH FLOW | GBP118.00/mo | low IP risk | - PL risk | slight dip (3%) | supplier cost missing,Joinable,Reject,GBP23.78,GBP21.40,,Fail,Avoid listing,N
B0DFQBWF8X,Wilson POWER ULTRA 112 XL Tennis Racket 24PK Blue/White L2,Wilson,https://www.amazon.co.uk/dp/B0DFQBWF8X,Sports & Outdoors,OK,MAYBE,CASH FLOW | 54/mo | GBP1.98 profit | GBP106.90 monthly gross | stable | 3 sellers,CASH FLOW,2,CASH FLOW | GBP106.90/mo | 54/mo | GBP1.98 unit profit | stable | 3 sellers,7.0,10,8,8,0,8,2.9,6.4,GBP107,OK,AVERAGE,GBP36.95,GBP35.96,RISING (3%),GBP4.50,GBP6.45,GBP10.95,GBP24.02,GBP1.98,8.3%,GBP21.67,GBP34.97,17001,27,0,4.3,8,N,3,N,0%,-,NO,NO,ESTABLISHED,NO,UNLIKELY,MEDIUM,2,Low,Established brand | Category MEDIUM risk,-,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,KILL,35,KILL | CASH FLOW | GBP107.00/mo | low IP risk | - PL risk | rising (3%) | supplier cost missing,Joinable,Reject,GBP21.67,GBP19.50,,Fail,Avoid listing,N
B0DWTBDK55,Hy-Pro Table Tennis Set with Bats – Complete Ping Pong Set with 3 Star Table Tennis Balls and 4 Multi-ply Bats - Ideal Ping Pong Bat Kit with Portable Paddle Carry Case for Home or Outdoor Play,Hy-Pro,https://www.amazon.co.uk/dp/B0DWTBDK55,Sports & Outdoors,OK,MAYBE-ROI,CASH FLOW | 110/mo | GBP0.96 profit | GBP105.60 monthly gross | stable | 2 sellers,CASH FLOW,2,CASH FLOW | GBP105.60/mo | 110/mo | GBP0.96 unit profit | stable | 2 sellers,6.8,8,10,7,0,7.7,2.3,5.4,GBP106,OK,STRONG,GBP26.60,GBP26.87,STABLE,GBP3.49,GBP4.86,GBP8.35,GBP17.29,GBP0.96,5.6%,GBP15.21,GBP25.64,32468,55,0,4.5,46,N,2,Y,98%,Unlikely,NO,NO,GENERIC,YES,UNLIKELY,MEDIUM,2,Low,A+ content | Category MEDIUM risk,-,MAYBE-ROI; AMAZON DOMINANT,UNCLEAR,,,,,N,,,No supplier accounts configured,,KILL,35,KILL | CASH FLOW | GBP106.00/mo | low IP risk | unlikely PL risk | stable | supplier cost missing,Joinable,Reject,GBP15.21,GBP13.69,,Fail,Avoid listing,N
B0FQK28Y6X,"Carlton Nanomax Pro Ti Badminton Set, 4 Player Set with Rackets, Carry Cover, Shuttles, Net & Posts for instant play.",Carlton,https://www.amazon.co.uk/dp/B0FQK28Y6X,Sports & Outdoors,OK,BRAND APPROACH,CASH FLOW | 46/mo | GBP2.23 profit | GBP102.60 monthly gross | stable | 2 sellers,CASH FLOW,2,CASH FLOW | GBP102.60/mo | 46/mo | GBP2.23 unit profit | stable | 2 sellers,6.6,6,10,9,0,8.4,3.4,6.9,GBP103,OK,WEAK,GBP38.99,GBP39.26,STABLE,GBP4.65,GBP6.77,GBP11.42,GBP25.34,GBP2.23,8.8%,GBP22.98,GBP36.76,55025,23,0,5.0,1,N,2,N,0%,Unlikely,NO,NO,ESTABLISHED,NO,UNLIKELY,MEDIUM,2,Low,Established brand | Category MEDIUM risk,-,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,KILL,35,KILL | CASH FLOW | GBP103.00/mo | low IP risk | unlikely PL risk | stable | supplier cost missing,Joinable,Reject,GBP22.98,GBP20.68,,Fail,Avoid listing,N
B0D4LND3T1,YONEX Badminton Racquet NANOFLARE Speed 7 Blue G4 4U,YONEX,https://www.amazon.co.uk/dp/B0D4LND3T1,Sports & Outdoors,OK,MAYBE,CASH FLOW | 118/mo | GBP0.82 profit | GBP96.80 monthly gross | stable | 4 sellers,CASH FLOW,3,CASH FLOW | GBP96.80/mo | 118/mo | GBP0.82 unit profit | stable | 4 sellers,7.0,10,8,8,0,8.8,2.4,6.5,GBP97,OK,AVERAGE,GBP31.00,GBP30.49,STABLE,GBP4.50,GBP5.53,GBP10.03,GBP20.15,GBP0.82,4.0%,GBP17.47,GBP30.18,15006,59,50,4.2,220,N,4,N,0%,-,NO,NO,ESTABLISHED,NO,UNLIKELY,MEDIUM,2,Low,Established brand | Category MEDIUM risk,-,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,KILL,35,KILL | CASH FLOW | GBP97.00/mo | low IP risk | - PL risk | stable | supplier cost missing,Joinable,Reject,GBP17.47,GBP15.72,,Fail,Avoid listing,N
B09S6HFTT7,FORB Portable Garden Golf Net 7ft x 7ft – Durable Pop-Up Net for Home Practice – Versatile for Multiple Ball Sports – Easy Assembly with Carry Bag,FORB,https://www.amazon.co.uk/dp/B09S6HFTT7,Sports & Outdoors,HEAVY,MAYBE,CASH FLOW | 84/mo | GBP1.11 profit | GBP93.20 monthly gross | SQUEEZED | 2 sellers,CASH FLOW,3,CASH FLOW | GBP93.20/mo | 84/mo | GBP1.11 unit profit | SQUEEZED | 2 sellers,7.7,9,10,10,0,8.8,2.2,6.3,GBP93,SQUEEZED,STRONG,GBP47.99,GBP58.78,DROPPING (18%),GBP7.39,GBP8.30,GBP15.69,GBP31.19,GBP1.11,3.5%,GBP26.92,GBP46.88,21271,42,0,4.8,26,N,2,N,0%,Unlikely,NO,NO,SYNTHETIC,YES,UNLIKELY,MEDIUM,2,Low,A+ content | Category MEDIUM risk,-,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,KILL,35,KILL | CASH FLOW | GBP93.00/mo | low IP risk | unlikely PL risk | dropping (18%) | supplier cost missing,Joinable,Reject,GBP26.92,GBP24.23,,Fail,Avoid listing,N
B0FQK4M4VR,"Carlton Nanomax Pro Ti Badminton Set, 2 Player Set with Rackets, Carry Cover & Shuttles",Carlton,https://www.amazon.co.uk/dp/B0FQK4M4VR,Sports & Outdoors,OK,BRAND APPROACH,CASH FLOW | 122/mo | GBP0.76 profit | GBP92.70 monthly gross | stable | 2 sellers,CASH FLOW,3,CASH FLOW | GBP92.70/mo | 122/mo | GBP0.76 unit profit | stable | 2 sellers,7.6,10,10,8,0,9.1,2.6,6.7,GBP93,OK,WEAK,GBP29.99,GBP31.99,SLIGHT DIP (6%),GBP4.35,GBP5.38,GBP9.73,GBP19.49,GBP0.76,3.9%,GBP16.88,GBP29.23,14960,61,50,0.0,0,N,2,N,0%,Unlikely,NO,NO,ESTABLISHED,NO,UNLIKELY,MEDIUM,2,Low,Established brand | Category MEDIUM risk,-,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,KILL,35,KILL | CASH FLOW | GBP93.00/mo | low IP risk | unlikely PL risk | slight dip (6%) | supplier cost missing,Joinable,Reject,GBP16.88,GBP15.19,,Fail,Avoid listing,N
B079C4T4VH,FEDERER ADULT W/O CVR TNS RKT 3,Wilson,https://www.amazon.co.uk/dp/B079C4T4VH,Sports & Outdoors,OK,MAYBE-ROI,CASH FLOW | 102/mo | GBP0.85 profit | GBP86.70 monthly gross | stable | 2 sellers,CASH FLOW,3,CASH FLOW | GBP86.70/mo | 102/mo | GBP0.85 unit profit | stable | 2 sellers,6.8,10,8,7,0,7.1,1.9,4.9,GBP87,OK,AVERAGE,GBP31.20,GBP30.00,RISING (4%),GBP4.50,GBP5.57,GBP10.07,GBP20.28,GBP0.85,4.2%,GBP17.61,GBP30.35,19103,51,50,4.4,1682,N,2,Y,96%,Unlikely,NO,NO,ESTABLISHED,YES,UNLIKELY,MEDIUM,3,Low,Established brand | A+ content | Category MEDIUM risk,-,MAYBE-ROI; AMAZON DOMINANT,UNCLEAR,,,,,N,,,No supplier accounts configured,,KILL,35,KILL | CASH FLOW | GBP87.00/mo | low IP risk | unlikely PL risk | rising (4%) | supplier cost missing,Joinable,Reject,GBP17.61,GBP15.85,,Fail,Avoid listing,N
B08DD9XK1G,THIODOON 2 Pack Golf Flag Golf Holes and Flags for Garden Indoor Yard Putting Green Golf Hole Cup and Flag for Putting Practice Upgrade Anti-Rust Glass Fiber 5-Section Design with Connectors,THIODOON,https://www.amazon.co.uk/dp/B08DD9XK1G,Sports & Outdoors,OK,MAYBE,CASH FLOW | 40/mo | GBP1.85 profit | GBP74.00 monthly gross | stable | 2 sellers,CASH FLOW,3,CASH FLOW | GBP74.00/mo | 40/mo | GBP1.85 unit profit | stable | 2 sellers,8.0,10,10,10,0,8.3,3.1,6.5,GBP74,OK,STRONG,GBP29.99,GBP29.90,STABLE,GBP3.26,GBP5.38,GBP8.64,GBP19.49,GBP1.85,9.5%,GBP17.79,GBP28.14,14173,20,0,4.2,1043,N,2,N,0%,Unlikely,NO,NO,ESTABLISHED,YES,UNLIKELY,MEDIUM,3,Low,Established brand | A+ content | Category MEDIUM risk,-,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,KILL,35,KILL | CASH FLOW | GBP74.00/mo | low IP risk | unlikely PL risk | stable | supplier cost missing,Joinable,Reject,GBP17.79,GBP16.01,,Fail,Avoid listing,N
B09QF8XJ9H,"Titleist Players Terry Golf Towel, White/Black",Titleist,https://www.amazon.co.uk/dp/B09QF8XJ9H,Sports & Outdoors,OK,MAYBE,CASH FLOW | 44/mo | GBP1.44 profit | GBP63.40 monthly gross | stable | 2 sellers,CASH FLOW,3,CASH FLOW | GBP63.40/mo | 44/mo | GBP1.44 unit profit | stable | 2 sellers,7.4,10,10,7,0,6.4,2.5,4.8,GBP63,OK,AVERAGE,GBP26.00,GBP26.00,STABLE,GBP2.90,GBP4.76,GBP7.66,GBP16.90,GBP1.44,8.5%,GBP15.28,GBP24.56,13490,22,0,4.6,116,N,2,Y,100%,Unlikely,NO,NO,ESTABLISHED,YES,UNLIKELY,MEDIUM,3,Low,Established brand | A+ content | Category MEDIUM risk,-,MAYBE-ROI; AMAZON DOMINANT,UNCLEAR,,,,,N,,,No supplier accounts configured,,KILL,35,KILL | CASH FLOW | GBP63.00/mo | low IP risk | unlikely PL risk | stable | supplier cost missing,Joinable,Reject,GBP15.28,GBP13.75,,Fail,Avoid listing,N
B0FH2B5Y9C,"display4top 5M Badminton Net Set, Volleyball Tennis Net, Height Adjustable, Portable with Portable Carry Bag, Sports Net for Indoor or Outdoor Court, Beach, Driveway, Blue",display4top,https://www.amazon.co.uk/dp/B0FH2B5Y9C,Sports & Outdoors,HEAVY,MAYBE,BALANCED | 28/mo | GBP1.80 profit | GBP50.40 monthly gross | SQUEEZED | 2 sellers,BALANCED,3,BALANCED | GBP50.40/mo | 28/mo | GBP1.80 unit profit | SQUEEZED | 2 sellers,7.7,9,10,10,0,7.1,2.6,5.5,GBP50,SQUEEZED,STRONG,GBP39.09,GBP45.65,DROPPING (14%),GBP5.10,GBP6.78,GBP11.88,GBP25.41,GBP1.80,7.1%,GBP22.67,GBP37.29,22843,14,0,4.5,988,N,2,N,0%,Unlikely,NO,NO,ESTABLISHED,YES,UNLIKELY,MEDIUM,3,Low,Established brand | A+ content | Category MEDIUM risk,-,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,KILL,35,KILL | BALANCED | GBP50.00/mo | low IP risk | unlikely PL risk | dropping (14%) | supplier cost missing,Joinable,Reject,GBP22.67,GBP20.40,,Fail,Avoid listing,N
B07MTPLPT1,WILSON Energy XL Tennis Racket - 4 3/8 inches,Wilson,https://www.amazon.co.uk/dp/B07MTPLPT1,Sports & Outdoors,OK,BRAND APPROACH,BALANCED | 26/mo | GBP1.45 profit | GBP37.70 monthly gross | stable | 3 sellers,BALANCED,3,BALANCED | GBP37.70/mo | 26/mo | GBP1.45 unit profit | stable | 3 sellers,6.6,6,10,9,0,7.3,3.1,5.8,GBP38,OK,WEAK,GBP34.99,GBP34.92,STABLE,GBP4.65,GBP6.15,GBP10.80,GBP22.74,GBP1.45,6.4%,GBP20.16,GBP33.54,40370,13,0,4.1,59,N,3,N,0%,-,NO,NO,ESTABLISHED,NO,UNLIKELY,MEDIUM,2,Low,Established brand | Category MEDIUM risk,-,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,KILL,35,KILL | BALANCED | GBP38.00/mo | low IP risk | - PL risk | stable | supplier cost missing,Joinable,Reject,GBP20.16,GBP18.14,,Fail,Avoid listing,N
B089KKLJF6,Fdit Tennis Ball Box Tennis Ball Pressurizer Can Pressure Maintaining Repairing Storage Can Container Sports Accessories,Fdit,https://www.amazon.co.uk/dp/B089KKLJF6,Sports & Outdoors,OK,MAYBE,CASH FLOW | 56/mo | GBP0.62 profit | GBP34.70 monthly gross | stable | 2 sellers,CASH FLOW,3,CASH FLOW | GBP34.70/mo | 56/mo | GBP0.62 unit profit | stable | 2 sellers,7.8,10,10,9,0,7.4,1.9,5,GBP35,OK,STRONG,GBP20.81,GBP22.91,SLIGHT DIP (9%),GBP2.70,GBP3.96,GBP6.66,GBP13.53,GBP0.62,4.6%,GBP11.79,GBP20.19,12020,28,50,3.6,16,N,2,N,0%,Unlikely,NO,NO,GENERIC,YES,UNLIKELY,MEDIUM,2,Low,A+ content | Category MEDIUM risk,-,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,KILL,35,KILL | CASH FLOW | GBP35.00/mo | low IP risk | unlikely PL risk | slight dip (9%) | supplier cost missing,Joinable,Reject,GBP11.79,GBP10.29,,Fail,Avoid listing,N
B0FL2S5VR3,"HEAD Paw Patrol 21 Junior Tennis Racquet, white",HEAD,https://www.amazon.co.uk/dp/B0FL2S5VR3,Sports & Outdoors,OK,MAYBE-ROI,MAYBE-ROI | 72/mo | GBP0.48 profit | GBP34.60 monthly gross | stable | 2 sellers | needs trade under GBP14.69,UNASSIGNED,9,,6.6,10,8,6,0,5.9,1,3.6,GBP35,OK,AVERAGE,GBP26.38,GBP25.94,STABLE,GBP3.93,GBP4.82,GBP8.75,GBP17.15,GBP0.48,2.8%,GBP14.69,GBP25.90,9845,36,0,4.8,20,N,2,Y,100%,Unlikely,NO,NO,ESTABLISHED,NO,UNLIKELY,MEDIUM,2,Low,Established brand | Category MEDIUM risk,-,MAYBE-ROI; AMAZON DOMINANT,UNCLEAR,,,,,N,,,No supplier accounts configured,,KILL,35,KILL | UNASSIGNED | GBP35.00/mo | low IP risk | unlikely PL risk | stable | supplier cost missing,Joinable,Reject,GBP14.69,GBP13.22,,Fail,Avoid listing,N
B0GL8V5FSZ,"Wilson Federer Junior Tennis Racket Series (19""-25"" Age 2-10) inc 3 Tennis Balls (25"" (8-10 Year Old))",Wilson,https://www.amazon.co.uk/dp/B0GL8V5FSZ,Sports & Outdoors,OK,BRAND APPROACH,BALANCED | 22/mo | GBP1.59 profit | GBP35.00 monthly gross | stable | 2 sellers,BALANCED,3,BALANCED | GBP35.00/mo | 22/mo | GBP1.59 unit profit | stable | 2 sellers,7.5,9,10,9,0,6.9,3,5.5,GBP35,OK,WEAK,GBP34.95,GBP34.99,STABLE,GBP4.50,GBP6.14,GBP10.64,GBP22.72,GBP1.59,7.0%,GBP20.25,GBP33.36,11038,11,0,0.0,0,N,2,N,0%,Unlikely,NO,NO,ESTABLISHED,NO,UNLIKELY,MEDIUM,2,Low,Established brand | Category MEDIUM risk,-,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,KILL,35,KILL | BALANCED | GBP35.00/mo | low IP risk | unlikely PL risk | stable | supplier cost missing,Joinable,Reject,GBP20.25,GBP18.23,,Fail,Avoid listing,N
B0DX2MSNDM,"Wilson Slam Jr 21 Tennis Racket, Provides Lightweight Strength and Effortless Control, Kid-Friendly Dimensions, Ready For High-Performance Play, Colour: Blue, Size: 21",Wilson,https://www.amazon.co.uk/dp/B0DX2MSNDM,Sports & Outdoors,OK,MAYBE-ROI,CASH FLOW | 54/mo | GBP0.63 profit | GBP34.00 monthly gross | stable | 5 sellers,CASH FLOW,3,CASH FLOW | GBP34.00/mo | 54/mo | GBP0.63 unit profit | stable | 5 sellers,6.8,10,10,4,0,6.2,1.4,4,GBP34,OK,STRONG,GBP26.00,GBP26.42,STABLE,GBP3.71,GBP4.76,GBP8.47,GBP16.90,GBP0.63,3.7%,GBP14.61,GBP25.37,10162,27,0,4.4,17,N,5,Y,55%,-,NO,NO,ESTABLISHED,YES,UNLIKELY,MEDIUM,3,Low,Established brand | A+ content | Category MEDIUM risk,-,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,KILL,35,KILL | CASH FLOW | GBP34.00/mo | low IP risk | - PL risk | stable | supplier cost missing,Joinable,Reject,GBP14.61,GBP13.11,,Fail,Avoid listing,N
B000BT7E8Q,Masters Rain Wedge Bag Cover - Black,ProActive Sports,https://www.amazon.co.uk/dp/B000BT7E8Q,Sports & Outdoors,OK,BRAND APPROACH,CASH FLOW | 44/mo | GBP0.69 profit | GBP30.40 monthly gross | stable | 3 sellers,CASH FLOW,3,CASH FLOW | GBP30.40/mo | 44/mo | GBP0.69 unit profit | stable | 3 sellers,7.1,9,8,10,0,7.2,1.6,4.8,GBP30,OK,WEAK,GBP24.75,GBP23.89,RISING (4%),GBP3.40,GBP4.57,GBP7.97,GBP16.09,GBP0.69,4.3%,GBP13.99,GBP24.06,37779,22,0,4.4,1352,N,3,N,0%,-,NO,NO,ESTABLISHED,NO,UNLIKELY,MEDIUM,2,Low,Established brand | Category MEDIUM risk,-,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,KILL,35,KILL | CASH FLOW | GBP30.00/mo | low IP risk | - PL risk | rising (4%) | supplier cost missing,Joinable,Reject,GBP13.99,GBP12.49,,Fail,Avoid listing,N
B0CHW9BBN3,2 Player Portable Junior Badminton Set,Sweatband.com,https://www.amazon.co.uk/dp/B0CHW9BBN3,Sports & Outdoors,OK,MAYBE,CASH FLOW | 24/mo | GBP1.15 profit | GBP27.60 monthly gross | stable | 2 sellers,CASH FLOW,3,CASH FLOW | GBP27.60/mo | 24/mo | GBP1.15 unit profit | stable | 2 sellers,7.4,8,10,10,0,6.7,2.7,5.1,GBP28,OK,AVERAGE,GBP34.99,GBP34.99,STABLE,GBP4.95,GBP6.15,GBP11.10,GBP22.74,GBP1.15,5.0%,GBP19.91,GBP33.84,24246,12,0,4.7,23,N,2,N,0%,Unlikely,YES,NO,GENERIC,NO,UNLIKELY,MEDIUM,4,Medium,Brand=Seller match (YES) | Category MEDIUM risk,-,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,KILL,35,KILL | CASH FLOW | GBP28.00/mo | medium IP risk | unlikely PL risk | stable | supplier cost missing,Review,Reject,GBP19.91,GBP17.92,,Fail,Avoid listing,N
B00485CQNW,HEAD Base Backpack 17L NV,HEAD,https://www.amazon.co.uk/dp/B00485CQNW,Sports & Outdoors,OK,MAYBE-ROI,CASH FLOW | 48/mo | GBP0.57 profit | GBP27.40 monthly gross | stable | 8 sellers,CASH FLOW,3,CASH FLOW | GBP27.40/mo | 48/mo | GBP0.57 unit profit | stable | 8 sellers,6.8,10,10,4,0,6.8,1.5,4.7,GBP27,OK,AVERAGE,GBP26.83,GBP28.75,SLIGHT DIP (7%),GBP3.93,GBP4.89,GBP8.82,GBP17.44,GBP0.57,3.3%,GBP15.01,GBP26.26,17578,24,0,4.5,165,N,8,Y,0%,-,NO,NO,ESTABLISHED,NO,UNLIKELY,MEDIUM,2,Low,Established brand | Category MEDIUM risk,-,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,KILL,35,KILL | CASH FLOW | GBP27.00/mo | low IP risk | - PL risk | slight dip (7%) | supplier cost missing,Joinable,Reject,GBP15.01,GBP13.51,,Fail,Avoid listing,N
B09M7FXSMR,Sure Shot Matthew Syed Bulk Table Tennis Balls - box of 144,Sure Shot,https://www.amazon.co.uk/dp/B09M7FXSMR,Sports & Outdoors,OK,MAYBE,CASH FLOW | 40/mo | GBP0.65 profit | GBP26.00 monthly gross | stable | 2 sellers,CASH FLOW,3,CASH FLOW | GBP26.00/mo | 40/mo | GBP0.65 unit profit | stable | 2 sellers,7.2,10,10,6,0,5.8,1.1,3.5,GBP26,OK,AVERAGE,GBP24.99,GBP24.99,STABLE,GBP3.49,GBP4.61,GBP8.10,GBP16.24,GBP0.65,4.0%,GBP14.08,GBP24.34,18712,20,0,0.0,0,N,2,Y,100%,Unlikely,NO,NO,GENERIC,NO,UNLIKELY,MEDIUM,1,Low,Category MEDIUM risk,-,MAYBE-ROI; AMAZON DOMINANT,UNCLEAR,,,,,N,,,No supplier accounts configured,,KILL,35,KILL | CASH FLOW | GBP26.00/mo | low IP risk | unlikely PL risk | stable | supplier cost missing,Joinable,Reject,GBP14.08,GBP12.58,,Fail,Avoid listing,N
B0FZ2RH4R8,TOURBON Portable Nylon Golf Bag Lightweight Sunday Carry Bag Foldable Golf Club Travel Training Case,TOURBN,https://www.amazon.co.uk/dp/B0FZ2RH4R8,Sports & Outdoors,OK,MAYBE,CASH FLOW | 20/mo | GBP1.16 profit | GBP23.20 monthly gross | stable | 2 sellers,CASH FLOW,3,CASH FLOW | GBP23.20/mo | 20/mo | GBP1.16 unit profit | stable | 2 sellers,7.7,9,10,10,0,6.5,2.7,4.9,GBP23,OK,STRONG,GBP24.99,GBP24.99,STABLE,GBP2.98,GBP4.61,GBP7.59,GBP16.24,GBP1.16,7.1%,GBP14.50,GBP23.83,11264,10,0,4.2,117,N,2,N,0%,Unlikely,NO,NO,SYNTHETIC,YES,UNLIKELY,MEDIUM,2,Low,A+ content | Category MEDIUM risk,-,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,KILL,35,KILL | CASH FLOW | GBP23.00/mo | low IP risk | unlikely PL risk | stable | supplier cost missing,Joinable,Reject,GBP14.50,GBP13.00,,Fail,Avoid listing,N
