SKU,"Product Name",Brand,"New In","HS Code",Barcode,Origin,Availability,Price,URL
SCS19348,"007 Pour Homme (Mens 50ml EDT) James Bond (9318) UNBOXED","James Bond 007",No,"HS 3303.0010","EAN 3614228239318",Germany,"out of stock",6.95,https://store.shure-cosmetics.co.uk/007-pour-homme-mens-50ml-edt-james-bond-9318-unboxed
SCS24258,"1 Million (Mens 100ml EDT) Paco Rabanne (7921)","Paco Rabanne",No,"HS 3303.0010","EAN 3349666007921",France,"out of stock",53.95,https://store.shure-cosmetics.co.uk/1-million-mens-100ml-edt-paco-rabanne-7921
SCS22458,"1 Million (Mens 50ml EDT) Paco Rabanne (2598)","Paco Rabanne",No,"HS 3303.0010","EAN 3349668612598",France,"in stock",41.25,https://store.shure-cosmetics.co.uk/1-million-mens-50ml-edt-paco-rabanne-2598
SCS00496,"1999 (Ladies 100ml EDP) Lamis (1489) L/3",Lamis,No,"HS 3303.0090","EAN 5414666001489",,"in stock",3.1,https://store.shure-cosmetics.co.uk/1999-ladies-100ml-edp-lamis-1489-l-3
SCS00513,"1999 (Mens 100ml EDT) Lamis (1885) L/17",Lamis,No,"HS 3303.0090","EAN 5414666001885",,"in stock",3.1,https://store.shure-cosmetics.co.uk/1999-mens-100ml-edt-lamis-1885-l-17
SCS24561,"2 Men (Mens 100ml EDT) New Brand (0538) NB/3","New Brand",No,"HS 3303.0010","EAN 5425017730538",France,"out of stock",1.95,https://store.shure-cosmetics.co.uk/2-men-mens-100ml-edt-new-brand-0538-nb-3
SCS23916,"212 MEN SEXY (Mens 50ml EDT) Carolina Herrera (5613)","Carolina Herrera",No,"HS 3303.0010","EAN 8411061865613",Spain,"in stock",32.5,https://store.shure-cosmetics.co.uk/212-men-sexy-mens-50ml-edt-carolina-herrera-5613
SCS23915,"212 VIP | ARE YOU ON THE LIST? NYC (Ladies 80ml EDP) Carolina Herrera (1767)","Carolina Herrera",No,"HS 3303.0010","EAN 8411061711767",Spain,"in stock",52.95,https://store.shure-cosmetics.co.uk/212-vip-are-you-on-the-list-nyc-ladies-80ml-edp-ny
SCS20753,"212 VIP MEN | THIS IS A PRIVATE PARTY! NYC (Mens 50ml EDT) Carolina Herrera (9253)","Carolina Herrera",No,"HS 3303.0010","EAN 8411061869253",Spain,"in stock",33.75,https://store.shure-cosmetics.co.uk/212-vip-men-this-is-a-private-party-nyc-mens-50ml-edt-ue
SCS23912,"5th Avenue (Ladies 125ml EDP) Elizabeth Arden (0600)","Elizabeth Arden",No,"HS 3303.0010","UPC 085805390600",Spain,"in stock",16.25,https://store.shure-cosmetics.co.uk/5th-avenue-ladies-125ml-edp-elizabeth-arden-0600
SCS24531,"717 NYC Men (Mens 100ml EDP) Fragrance Couture (5828) Arab.E/31","Fragrance Couture",No,"HS 3303.0010","EAN 8439627595828",India,"out of stock",1.95,https://store.shure-cosmetics.co.uk/717-nyc-men-mens-100ml-edp-fragrance-couture-5828-ww
SCS24534,"717 Sexy Women (Ladies 100ml EDP) Fragrance Couture (4520) Arab.E/32","Fragrance Couture",No,"HS 3303.0010","EAN 8439627604520",India,"out of stock",1.95,https://store.shure-cosmetics.co.uk/717-sexy-women-ladies-100ml-edp-fragrance-couture-dx
SCS11115,"7th Heaven Kitten Cucumber & Aloe Face Mask (7857)","7th  Heaven",No,,"UPC 083800047857","South Korea","in stock",1.5,https://store.shure-cosmetics.co.uk/7th-heaven-kitten-cucumber-aloe-face-mask-7857
SCS21492,"7th Heaven Pamper and Party 12pc Face Mask & Cosmetics Bag Gift Set (5234)","7th  Heaven",No,"HS 3304.9900","UPC 083800055234","United Kingdom","in stock",9.95,https://store.shure-cosmetics.co.uk/7th-heaven-pamper-and-party-12pc-face-mask-cosmetics-tk
SCS21493,"7th Heaven Pamper Hamper Felt Cube Face Mask Gift Set (PC5241)","7th  Heaven",No,"HS 3304.9900","UPC 083800055241","United Kingdom","in stock",6.95,https://store.shure-cosmetics.co.uk/7th-heaven-pamper-hamper-felt-cube-face-mask-gift-set-ce
SCS11114,"7th Heaven Panda Coconut & Banana Face Mask (7840)","7th  Heaven",No,,"UPC 083800047840","South Korea","in stock",1.5,https://store.shure-cosmetics.co.uk/7th-heaven-panda-coconut-banana-face-mask-7840
SCS11357,"7th Heaven Sloth Lotus Blossom & Blueberry Face Mask (2738)","7th  Heaven",No,"HS 3304.9900","UPC 083800052738","South Korea","in stock",1.5,https://store.shure-cosmetics.co.uk/7th-heaven-sloth-lotus-blossom-blueberry-face-mask-qo
SCS11356,"7th Heaven Tiger Apple & Strawberry Face Mask (7888)","7th  Heaven",No,"HS 3304.9900","UPC 083800047888","South Korea","in stock",1.5,https://store.shure-cosmetics.co.uk/7th-heaven-tiger-apple-strawberry-face-mask-7888
SCS22931,"9:30 PM Oud (Mens 100ml EDP) Fragrance Couture (9101)","Fragrance Couture",No,"HS 3303.0010","EAN 6287008199101",India,"in stock",1.95,https://store.shure-cosmetics.co.uk/9-30-pm-oud-mens-100ml-edp-fragrance-couture-9101
SCS23932,"911 Elite Men (Mens 100ml EDP) Lovali (1566) SC/17",Lovali,No,"HS 3303.0010","UPC 752527841566",China,"in stock",3.1,https://store.shure-cosmetics.co.uk/911-elite-men-mens-100ml-edp-lovali-1566-sc-17
SCS20055,"919 Sexy Women (Ladies 35ml EDT) Lilyz (5378) (CZ9723-67)",Lilyz,No,"HS 3303.0010","EAN 5060616905378",China,"in stock",0.95,https://store.shure-cosmetics.co.uk/919-sexy-women-ladies-35ml-edt-lilyz-5378-cz9723-67
SCS19680,"919 VIP Gold Women (Ladies 35ml EDT) Lilyz (5361) (CZ9723-66)",Lilyz,No,"HS 3303.0010","EAN 5060616905361",China,"in stock",0.95,https://store.shure-cosmetics.co.uk/919-vip-gold-women-ladies-35ml-edt-lilyz-5361-cz9723-gu
SCS23922,"a drop d'Issey (Ladies 90ml EDP) Issey Miyake (0324)","Issey Miyake",No,"HS 3303.0090","EAN 3423222010324",France,"in stock",28.25,https://store.shure-cosmetics.co.uk/a-drop-d-issey-ladies-90ml-edp-issey-miyake-0324
SCS21295,"Absolute Men Pour Homme (Mens 30ml EDT) Insignia (7136) ML.A/43a",Insignia,No,"HS 3303.0010","EAN 5055116607136",India,"in stock",0.75,https://store.shure-cosmetics.co.uk/absolute-men-pour-homme-mens-30ml-edt-insignia-7136-hp
SCS61325,"Abyat (Ladies 100ml EDP) Al Wataniah (4574)","Al Wataniah",No,"HS 33030090","EAN 5055810024574",U.A.E,"in stock",9.75,https://store.shure-cosmetics.co.uk/abyat-ladies-100ml-edp-al-wataniah-4574
SCS24508,"Accelerazi One (Mens 100ml EDT) Kappa (3117) K/1",Kappa,No,"HS 3303.0010","EAN 5710404503117",,"in stock",3.95,https://store.shure-cosmetics.co.uk/accelerazi-one-mens-100ml-edt-kappa-3117-k-1
SCS47570,"Accountable Adventure Edition (Mens 100ml EDT) Omerta (FROM147) (0178) B/22",Omerta,No,"HS 3303.0010",,Netherlands,"in stock",2.65,https://store.shure-cosmetics.co.uk/accountable-adventure-edition-mens-100ml-edt-omerta-rp
SCS21843,"Aco Perfumes Ameer Al Oud Original Perfumed Deodorant - 200ml (5208) D/31","Aco Perfumes",No,"HS 3304.9900","EAN 6246871255208","United Arab Emirates","out of stock",1.95,https://store.shure-cosmetics.co.uk/aco-perfumes-ameer-al-oud-original-perfumed-deodorant-qm
SCS22137,"Aco Perfumes Awal Perfumed Deodorant - 200ml (5420) -D/35","Aco Perfumes",No,"HS 3304.9900","EAN 6246277255420","United Arab Emirates","out of stock",1.95,https://store.shure-cosmetics.co.uk/aco-perfumes-awal-perfumed-deodorant-200ml-5420
SCS61093,"Aco Perfumes Ballerina Perfumed Deodorant - 200ml (8849)","Aco Perfumes",No,"HS 33049900","EAN 6291106068849","United Arab Emirates","out of stock",1.95,https://store.shure-cosmetics.co.uk/aco-perfumes-ballerina-perfumed-deodorant---200ml-8849
SCS18133,"Aco Perfumes Black Diamond Perfumed Deodorant - 200ml (3217) - D/33","Aco Perfumes",No,"HS 3304.9900","EAN 6291107453217","United Arab Emirates","out of stock",1.95,https://store.shure-cosmetics.co.uk/aco-perfumes-black-diamond-perfumed-deodorant-200ml-fj
SCS21857,"Aco Perfumes Blue Oros Perfumed Deodorant - 200ml (8801) D/41","Aco Perfumes",No,"HS 3303.0040","EAN 6291106068801","United Arab Emirates","out of stock",1.95,https://store.shure-cosmetics.co.uk/aco-perfumes-blue-oros-perfumed-deodorant-200ml-8801-jw
SCS23700,"Aco Perfumes Guilty Guilt Perfumed Deodorant - 200ml (5253) D/27","Aco Perfumes",No,"HS 3303.0040","EAN 6246871255253","United Arab Emirates","out of stock",1.95,https://store.shure-cosmetics.co.uk/aco-perfumes-guilty-guilt-perfumed-deodorant-200ml-da
SCS21841,"Aco Perfumes J'apador Perfumed Deodorant - 200ml (5246) D/28","Aco Perfumes",No,"HS 3304.9900","EAN 6246871255246","United Arab Emirates","out of stock",1.95,https://store.shure-cosmetics.co.uk/aco-perfumes-j-apador-perfumed-deodorant-200ml-5246-d-45
SCS18760,"~ Aco Perfumes Opulent Gold Perfumed Deodorant - 200ml (3248) D/42","Aco Perfumes",No,"HS 3304.9900","EAN 6291107453248","United Arab Emirates","in stock",1.95,https://store.shure-cosmetics.co.uk/aco-perfumes-opulent-gold-perfumed-deodorant-200ml-3248-d-42
SCS61092,"Aco Perfumes Saviour Perfumed Deodorant - 200ml (8795)","Aco Perfumes",No,"HS 33049900","EAN 6291106068795","United Arab Emirates","out of stock",1.95,https://store.shure-cosmetics.co.uk/aco-perfumes-saviour-perfumed-deodorant---200ml-8795
SCS21835,"Aco Perfumes Victory Glowing Crystal Perfumed Deodorant - 200ml (5284) D/32","Aco Perfumes",No,"HS 3304.9900","EAN 6246871255284","United Arab Emirates","out of stock",1.95,https://store.shure-cosmetics.co.uk/aco-perfumes-victory-glowing-crystal-perfumed-ql
SCS20826,"Active Man (Mens 100ml EDP) Chris Adams (9466)  SA/17","Chris Adams",No,"HS 3303.0010","EAN 6291100179466","United Arab Emirates","in stock",4.75,https://store.shure-cosmetics.co.uk/active-man-mens-100ml-edp-chris-adams-scs20826
SCS39478,"Active Woman Pour Femme (Ladies 80ml EDP) Chris Adams (Platinum Collection) (0098)","Chris Adams",No,"HS 33030010",,"United Arab Emirates","in stock",4.75,https://store.shure-cosmetics.co.uk/active-woman-pour-femme-ledies-80ml-edp-chris-adams-so
SCS23777,"Adidas Ice Dive 2pcs Gift Set (6829)",Adidas,No,"HS 3926.9099","EAN 3616305256829",Spain,"in stock",4.95,https://store.shure-cosmetics.co.uk/adidas-ice-dive-2pcs-gift-set-6829
SCS23775,"Adidas Ice Dive 3pcs Gift Set (6706)",Adidas,No,"HS 3926.9099","EAN 3616305256706",Spain,"out of stock",6.25,https://store.shure-cosmetics.co.uk/adidas-ice-dive-3pcs-gift-set-6706
SCS61920,"Adidas Ice Dive Cool & Aquatic 48H Enduring Fragrance Deo Body Spray - 150ml (6pcs) (3145) (£1.99/each)",Adidas,Yes,"HS 33072000",,Poland,"in stock",11.95,https://store.shure-cosmetics.co.uk/adidas-ice-dive-cool-aquatic-48h-enduring-fragrance-deo-body-spray---150ml-6pcs-3145-199each
SCS61871,"Adidas Vibes Chill Zone Serene Lavender & Cozy Vanilla Hair & Body Mist - 150ml (0682)",Adidas,Yes,"HS 33072000","EAN 3616307080682",Spain,"out of stock",1.95,https://store.shure-cosmetics.co.uk/adidas-vibes-chill-zone-serene-lavender-cozy-vanilla-hair-body-mist---150ml-0682
SCS61178,"Admiration Eternal Intenso (Ladies 100ml EDP) Linn Young (FRLY221) (1599)","Linn Young",No,"HS 33030090","EAN 8715658401599",France,"out of stock",4.25,https://store.shure-cosmetics.co.uk/admiration-eternal-intenso-ladies-100ml-edp-linn-young-frly221-1599
SCS61177,"Admiration Eternal Rose Absolu (Ladies 100ml EDP) Linn Young (FRLY222) (1605)","Linn Young",No,"HS 33030090","EAN 8715658401605",France,"in stock",4.25,https://store.shure-cosmetics.co.uk/admiration-eternal-rose-absolu-ladies-100ml-edp-linn-young-frly222-1605
SCS61429,"Admiration Eternal Uomo L'Assoluto (Mens 100ml EDT) Linn Young (FRLY166) (0947)","Linn Young",No,"HS 33030090","EAN 8715658390947",France,"out of stock",4.25,https://store.shure-cosmetics.co.uk/admiration-eternal-uomo-lassoluto-mens-100ml-edt-linn-young-frly166-0947
SCS61428,"Admiration Eternal Uomo (Mens 100ml EDT) Linn Young (FRLY165) (0930)","Linn Young",No,"HS 33030090","EAN 8715658390930",France,"in stock",4.25,https://store.shure-cosmetics.co.uk/admiration-eternal-uomo-mens-100ml-edt-linn-young-frly165-0930
SCS47313,"Admiration Pure (Mens 100ml EDT) Linn Young (FRLY140) (0015) D/14","Linn Young",No,"HS 3303.0010","EAN 8715658390015",France,"in stock",4.25,https://store.shure-cosmetics.co.uk/admiration-pure-mens-100ml-edt-linn-young-frly140-ym
SCS17822,"After Dark (Ladies 100ml EDT) Creative Colours (2899) CC/25","Creative Colours Ltd",No,"HS 3303.0010","EAN 5060309522899",China,"in stock",2.5,https://store.shure-cosmetics.co.uk/after-dark-ladies-100ml-edt-creative-colours-2899-cc-oo
SCS22868,"Agar Noir Intense (Mens 100ml EDP) Nusuk (4807) NUSUK/17",Nusuk,No,"HS 3303.0010","EAN 6292257644807","United Arab Emirates","in stock",15,https://store.shure-cosmetics.co.uk/agar-noir-intense-mens-100ml-edp-nusuk-4807-nusuk-17
SCS22550,"Agarwood Honey Pot (Ladies 35ml EDT) Lilyz (8485) (CZ9723-134)",Lilyz,No,"HS 3303.0010","EAN 5060616908485",China,"in stock",0.95,https://store.shure-cosmetics.co.uk/agarwood-honey-pot-ladies-35ml-edt-lilyz-8485-cz9723-sk
SCS61831,"Agent Provocateur (Ladies 200ml EDP) Agent Provocateur (0307)","Agent Provocateur",No,"HS 33030010","UPC 085715710307",USA,"in stock",21.95,https://store.shure-cosmetics.co.uk/agent-provocateur-ladies-200ml-edp-agent-provocateur-0307
SCS61269,"Airpure 24 Days Tea Light Candle Advent Calendar - Gonk (2678)",Airpure,No,"HS 33049900","EAN 5060194132678",China,"out of stock",3.95,https://store.shure-cosmetics.co.uk/airpure-24-days-tea-light-candle-advent-calendar-gonk-2678
SCS61270,"Airpure 24 Days Tea Light Candle Advent Calendar - Nutcracker (2685)",Airpure,No,"HS 33049900","EAN 5060194132685",China,"in stock",3.95,https://store.shure-cosmetics.co.uk/airpure-24-days-tea-light-candle-advent-calendar-nutcracker-2685
SCS15838,"Airpure 4 Pack Scented Beads - (Op-1) (0520)",Airpure,No,"HS 33049900","EAN 5060194130520",China,"in stock",1.6,https://store.shure-cosmetics.co.uk/airpure-4-pack-scented-beads-op-1-0520
SCS16304,"Airpure 4 Pack Scented Beads - (Op-2) (2425)",Airpure,No,"HS 33049900","EAN 5060194132425",China,"out of stock",1.6,https://store.shure-cosmetics.co.uk/airpure-4-pack-scented-beads-op-2-2425
SCS18987,"Airpure 8 Hour Unscented Tea Lights - 8pk (1787)",Airpure,No,"HS 3304.9900","EAN 5060194131787",China,"out of stock",0.75,https://store.shure-cosmetics.co.uk/airpure-8-hour-unscented-tea-lights-8pk-1787
SCS61172,"Airpure All Purpose Disinfectant - 500ml (Options) - Atlamtis Bay (1152)",Airpure,No,"HS 33049900","EAN 5060194131152",China,"in stock",0.7,https://store.shure-cosmetics.co.uk/airpure-all-purpose-disinfectant---500ml-options?variation=options%3A%3Aatlamtis+bay+%281152%29
SCS61172,"Airpure All Purpose Disinfectant - 500ml (Options) - Oh My Goddess (1169)",Airpure,No,"HS 33049900","EAN 5060194131169",China,"in stock",0.7,https://store.shure-cosmetics.co.uk/airpure-all-purpose-disinfectant---500ml-options?variation=options%3A%3Aoh+my+goddess+%281169%29
SCS61172,"Airpure All Purpose Disinfectant - 500ml (Options) - Pink Grapefruit (1138)",Airpure,No,"HS 33049900","EAN 5060194131138",China,"in stock",0.7,https://store.shure-cosmetics.co.uk/airpure-all-purpose-disinfectant---500ml-options?variation=options%3A%3Apink+grapefruit+%281138%29
SCS55475,"Airpure Apple Cinnamon 2in1 Reed Diffuser - 30ml (7598)",Airpure,No,"HS 33049900","EAN 5060194137598",China,"in stock",0.75,https://store.shure-cosmetics.co.uk/airpure-apple-cinnamon-2in1-reed-diffuser---30ml-7598
SCS19143,"Airpure Apple Cinnamon 8 Air Freshening Wax Melts - 86g (0322/Op-33)",Airpure,No,"HS 3304.9900","EAN 5060194130322",India,"in stock",0.75,https://store.shure-cosmetics.co.uk/airpure-apple-cinnamon-8-air-freshening-wax-melts-86g-cl
SCS22327,"Airpure Apple Cinnamon Air Freshener Refill Tin - 250ml (0629)",Airpure,No,"HS 3304.9900","EAN 5060194130629",China,"in stock",0.85,https://store.shure-cosmetics.co.uk/airpure-apple-cinnamon-air-freshener-refill-tin-250ml-en
SCS16152,"Airpure Apple Cinnamon Scented Large Jar Candle - 510g (4511)",Airpure,No,"HS 33049900","EAN 5060194134511",China,"out of stock",3.35,https://store.shure-cosmetics.co.uk/airpure-apple-cinnamon-scented-large-jar-candle-510g-et
SCS16548,"Airpure Atlantis Bay Air Freshener Refill Tin - 250ml (0414)",Airpure,No,"HS 3304.9900","EAN 5060194130414",China,"in stock",0.85,https://store.shure-cosmetics.co.uk/airpure-atlantis-bay-air-freshener-refill-tin-250ml-ib
SCS17991,"Airpure Atlantis Bay Airpure & Fresh Trigger Air Freshener Spray - 250ml (2876)",Airpure,No,"HS 33049900","EAN 5060194132876",China,"in stock",0.95,https://store.shure-cosmetics.co.uk/airpure-atlantis-bay-airpure-fresh-trigger-air-xe
SCS17994,"Airpure Atlantis Bay Antibacterial All In One Disinfectant Spray - 450ml (3743)",Airpure,No,"HS 3304.9900","EAN 5060194133743",China,"out of stock",0.95,https://store.shure-cosmetics.co.uk/airpure-atlantis-bay-antibacterial-all-in-one-jx
SCS22676,"Airpure Atlantis Bay Mighty Mousse Bathroom & Toilet Cleaner - 500ml (1305)",Airpure,No,"HS 33049900","EAN 5060194131305","United Kingdom","in stock",1.1,https://store.shure-cosmetics.co.uk/airpure-atlantis-bay-mighty-mousse-bathroom-toilet-us
SCS15578,"Airpure Automatic Air Freshener Machine (5082)",Airpure,No,"HS 33049900","EAN 5060194135082",China,"in stock",2.6,https://store.shure-cosmetics.co.uk/airpure-automatic-air-freshener-machine-scs15578
SCS61913,"Airpure Automatic Air Freshener with Remote Boost Machine (0651)",Airpure,Yes,"HS 33049900","EAN 5061092120651",China,"in stock",3.25,https://store.shure-cosmetics.co.uk/airpure-automatic-air-freshener-with-remote-boost-machine-0651
SCS61501,"Airpure Baby, It's Cold Outside 8 Air Freshening Wax Melts - 86g (4061)",Airpure,No,"HS 33049900","EAN 5060194134061",India,"out of stock",0.75,https://store.shure-cosmetics.co.uk/airpure-baby-its-cold-outside-8-air-freshening-wax-melts---86g-4061
SCS22334,"Airpure Bin Fairy Orange Burst Odour Eliminator Bin Freshener - 500g (0124)",Airpure,No,"HS 3304.9900","EAN 5060194130124","United Kingdom","in stock",0.95,https://store.shure-cosmetics.co.uk/airpure-bin-fairy-orange-burst-odour-eliminator-bin-yw
SCS23564,"Airpure Blush Peony Scented Large Jar Candle - 510g (3019)",Airpure,No,"HS 3304.9900","EAN 5060194133019",China,"in stock",3.35,https://store.shure-cosmetics.co.uk/airpure-blush-peony-scented-large-jar-candle-510g-px
SCS61554,"Airpure Ceramic Grey Collection Wax Melter (Options) - White",Airpure,No,"HS 33049900",,China,"in stock",0.85,https://store.shure-cosmetics.co.uk/airpure-ceramic-grey-collection-wax-melter-options?variation=options%3Awhite
SCS61554,"Airpure Ceramic Grey Collection Wax Melter (Options) - Light Grey",Airpure,No,"HS 33049900",,China,"in stock",0.85,https://store.shure-cosmetics.co.uk/airpure-ceramic-grey-collection-wax-melter-options?variation=options%3Alight+grey
SCS61554,"Airpure Ceramic Grey Collection Wax Melter (Options) - Dark Grey",Airpure,No,"HS 33049900",,China,"in stock",0.85,https://store.shure-cosmetics.co.uk/airpure-ceramic-grey-collection-wax-melter-options?variation=options%3Adark+grey
SCS61555,"Airpure Ceramic Wax Melter (Options) - Red",Airpure,No,"HS 33049900",,China,"in stock",0.85,https://store.shure-cosmetics.co.uk/airpure-ceramic-wax-melter-options?variation=options%3Ared
SCS61555,"Airpure Ceramic Wax Melter (Options) - Purple",Airpure,No,"HS 33049900",,China,"in stock",0.85,https://store.shure-cosmetics.co.uk/airpure-ceramic-wax-melter-options?variation=options%3Apurple
SCS61555,"Airpure Ceramic Wax Melter (Options) - Pink",Airpure,No,"HS 33049900",,China,"in stock",0.85,https://store.shure-cosmetics.co.uk/airpure-ceramic-wax-melter-options?variation=options%3Apink
SCS61555,"Airpure Ceramic Wax Melter (Options) - Green",Airpure,No,"HS 33049900",,China,"in stock",0.85,https://store.shure-cosmetics.co.uk/airpure-ceramic-wax-melter-options?variation=options%3Agreen
SCS24137,"Airpure Cherry Berry 8 Air Freshening Wax Melts - 86g (0292)",Airpure,No,"HS 3304.9900","EAN 5060194130292",India,"out of stock",0.75,https://store.shure-cosmetics.co.uk/airpure-cherry-berry-8-air-freshening-wax-melts-86g-cp
SCS16153,"Airpure Cinnamon Spice Scented Large Jar Candle - 510g (6126)",Airpure,No,"HS 33049900","EAN 5060194136126",China,"in stock",3.35,https://store.shure-cosmetics.co.uk/airpure-cinnamon-spice-scented-large-jar-candle-510g-px
SCS23568,"Airpure Citronella Candle - 95g (9677)",Airpure,No,"HS 33049900","EAN 5060194139677",China,"in stock",0.75,https://store.shure-cosmetics.co.uk/airpure-citronella-candle-95g-9677
SCS16546,"Airpure Citrus Zing Air Freshener Refill Tin - 250ml (0339)",Airpure,No,"HS 3304.9900","EAN 5060194130339",China,"in stock",0.85,https://store.shure-cosmetics.co.uk/airpure-citrus-zing-air-freshener-refill-tin-250ml-dq
SCS17990,"Airpure Citrus Zing Airpure & Fresh Trigger Air Freshener Spray - 250ml (2869)",Airpure,No,"HS 33049900","EAN 5060194132869",China,"out of stock",0.95,https://store.shure-cosmetics.co.uk/airpure-citrus-zing-airpure-fresh-trigger-air-bn
SCS17172,"Airpure Coca-Cola 3D Car Vent Clip Air Freshener - Original (4030)",Airpure,No,"HS 3304.9900","EAN 5060194134030",China,"out of stock",1.35,https://store.shure-cosmetics.co.uk/airpure-coca-cola-3d-car-vent-clip-air-freshener-cm
SCS17170,"Airpure Coca-Cola 3D Car Vent Clip Air Freshener - Vanilla (4054)",Airpure,No,"HS 3304.9900","EAN 5060194134054",China,"out of stock",1.35,https://store.shure-cosmetics.co.uk/airpure-coca-cola-3d-car-vent-clip-air-freshener-zy
SCS61500,"Airpure Cosy Christmas 8 Air Freshening Wax Melts - 86g (9080)",Airpure,No,"HS 33049900","EAN 5060194139080",India,"out of stock",0.75,https://store.shure-cosmetics.co.uk/airpure-cosy-christmas-8-air-freshening-wax-melts---86g-9080
SCS61268,"Airpure Designer Collection Adventurous Body Spray - 150ml (9905)",Airpure,No,"HS 33030010","EAN 5060194139905",P.R.C,"in stock",0.95,https://store.shure-cosmetics.co.uk/airpure-designer-collection-adventurous-body-spray---150ml-9905
SCS61260,"Airpure Designer Collection Bonjour Belle Air Freshener Refill Tin - 250ml (0019)",Airpure,No,"HS 33049900","EAN 5061092120019",China,"out of stock",1.05,https://store.shure-cosmetics.co.uk/airpure-designer-collection-bonjour-belle-air-freshener-refill-tin---250ml-0019
SCS61263,"Airpure Designer Collection Bonjour Belle Body Spray - 100ml (9875)",Airpure,No,"HS 33030010","EAN 5060194139875",P.R.C,"in stock",0.75,https://store.shure-cosmetics.co.uk/airpure-designer-collection-bonjour-belle-body-spray---100ml-9875
SCS55904,"Airpure Designer Collection Bonjour Belle Trigger Air Freshener Spray - 250ml (0033)",Airpure,No,"HS 33049900","EAN 5061092120033",China,"in stock",1.1,https://store.shure-cosmetics.co.uk/airpure-designer-collection-bonjour-belle-trigger-air-freshener-spray---250ml-0033
SCS22669,"Airpure Designer Collection Deep Oud Air Freshener Refill Tin - 250ml (9257)",Airpure,No,"HS 3304.9900","EAN 5060194139257",China,"in stock",1.05,https://store.shure-cosmetics.co.uk/airpure-designer-collection-deep-oud-air-freshener-wj
SCS61266,"Airpure Designer Collection Deep Oud Body Spray - 150ml (9899)",Airpure,No,"HS 33030010","EAN 5060194139899",P.R.C,"in stock",0.95,https://store.shure-cosmetics.co.uk/airpure-designer-collection-deep-oud-body-spray---150ml-9899
SCS22670,"Airpure Designer Collection Deep Oud Trigger Air Freshener Spray - 250ml (9318)",Airpure,No,"HS 33049900","EAN 5060194139318",China,"in stock",1.1,https://store.shure-cosmetics.co.uk/airpure-designer-collection-deep-oud-trigger-air-vl
SCS22850,"Airpure Designer Collection Millennium Gold Air Freshener Refill Tin - 250ml (9233)",Airpure,No,"HS 3304.9900","EAN 5060194139233",China,"in stock",1.05,https://store.shure-cosmetics.co.uk/airpure-designer-collection-millennium-gold-air-pp
SCS22852,"Airpure Designer Collection Millennium Gold Trigger Air Freshener Spray - 250ml (9295)",Airpure,No,"HS 3304.9900","EAN 5060194139295",China,"in stock",1.1,https://store.shure-cosmetics.co.uk/airpure-designer-collection-millennium-gold-trigger-vu
SCS22666,"Airpure Designer Collection My Victory Air Freshener Refill Tin - 250ml (9240)",Airpure,No,"HS 3304.9900","EAN 5060194139240",China,"in stock",1.05,https://store.shure-cosmetics.co.uk/airpure-designer-collection-my-victory-air-freshener-il
SCS22671,"Airpure Designer Collection My Victory Trigger Air Freshener Spray - 250ml (9301)",Airpure,No,"HS 3304.9900","EAN 5060194139301",China,"out of stock",1.1,https://store.shure-cosmetics.co.uk/airpure-designer-collection-my-victory-trigger-air-pw
SCS61564,"Airpure Designer Collection Oud Touch Reed Diffuser - 1000ml (0330)",Airpure,No,"HS 33049900","EAN 5061092120330",China,"out of stock",9.35,https://store.shure-cosmetics.co.uk/airpure-designer-collection-oud-touch-reed-diffuser---1000ml-0330
SCS22668,"Airpure Designer Collection Poppy Noir Air Freshener Refill Tin - 250ml (9226)",Airpure,No,"HS 3304.9900","EAN 5060194139226",China,"in stock",1.05,https://store.shure-cosmetics.co.uk/airpure-designer-collection-poppy-noir-air-freshener-rq
SCS61264,"Airpure Designer Collection Poppy Noir Body Spray - 100ml (9868)",Airpure,No,"HS 33030010","EAN 5060194139868",P.R.C,"in stock",0.75,https://store.shure-cosmetics.co.uk/airpure-designer-collection-poppy-noir-body-spray---100ml-9868
SCS61565,"Airpure Designer Collection Poppy Noir Reed Diffuser - 1000ml (0347)",Airpure,No,"HS 33049900","EAN 5061092120347",China,"out of stock",9.35,https://store.shure-cosmetics.co.uk/airpure-designer-collection-poppy-noir-reed-diffuser---1000ml-0347
SCS22672,"Airpure Designer Collection Poppy Noir Trigger Air Freshener Spray - 250ml (9288)",Airpure,No,"HS 3304.9900","EAN 5060194139288",China,"in stock",1.1,https://store.shure-cosmetics.co.uk/airpure-designer-collection-poppy-noir-trigger-air-ij
SCS61265,"Airpure Designer Collection Red Heart Body Spray - 100ml (9882)",Airpure,No,"HS 33030010","EAN 5060194139882",P.R.C,"in stock",0.75,https://store.shure-cosmetics.co.uk/airpure-designer-collection-red-heart-body-spray---100ml-9882
SCS22667,"Airpure Designer Collection Roman Blue Air Freshener Refill Tin - 250ml (9219)",Airpure,No,"HS 3304.9900","EAN 5060194139219",China,"in stock",1.05,https://store.shure-cosmetics.co.uk/airpure-designer-collection-roman-blue-air-freshener-gu
SCS22673,"Airpure Designer Collection Roman Blue Trigger Air Freshener Spray - 250ml (9271)",Airpure,No,"HS 3304.9900","EAN 5060194139271",China,"out of stock",1.1,https://store.shure-cosmetics.co.uk/airpure-designer-collection-roman-blue-trigger-air-qa
