ASIN,Title,Brand,Amazon URL,Category,Weight Flag,Current Price,Buy Box 90d Avg,Price Drop % 90d,BSR Current,BSR 90d Avg,BSR Drops 90d,Bought per Month,FBA Seller Count,FBA Seller 90d Avg,Amazon on Listing,Fulfilment Fee,Amazon Fees,Total Amazon Fees,Est Cost 65%,Est Profit,Est ROI %,Max Cost 20% ROI,Breakeven Price,Buy Box Amazon %,BB Seller,BB Is FBA,Star Rating,Review Count,Image Count,Has A+ Content,Bullet Count,Listing Quality,Brand 1P,Gated,SAS Flags,Pre-filter Flags,Data Source,EAN,UPC,GTIN,Demand Score,Stability Score,Competition Score,Margin Score,Composite Score,Cash Flow Score,Profit Score,Balanced Score,Opportunity Lane,Commercial Priority,Monthly Gross Profit,Price Compression,Lane Reason,Verdict,Verdict Reason,Brand Seller Match,Fortress Listing,Brand Type,A+ Content Present,Brand Store Present,Category Risk Level,IP Risk Score,IP Risk Band,IP Reason
B0BXB6Z94M,"Learning Resources Hot Dots Numberblocks 1–10 Activity Book & Interactive Pen, Ages 4+, Numberblocks Gifts, 75+ Maths Activities, Gifts For Kids",Educational Insights,https://www.amazon.co.uk/dp/B0BXB6Z94M,Toys & Games,,26.97,28.06,4.0%,25964,40176,59,50,13,0,Y,2.94,4.92,7.86,17.53,1.58,9.0%,15.93,25.39,58%,®UK Royal Brands ✅ (99%) / AR3YQZD3G0SVW,yes,4.4,626,9,Y,5,STRONG,N,-,MAYBE-ROI,AMAZON CHECK,KEEPA,0086002025500,086002025500,00086002025500,10,10,0,0,6,7.9,2.6,6.1,CASH FLOW,2,186.40,OK,CASH FLOW | GBP186.40/mo | 118/mo | GBP1.58 unit profit | stable | 13 sellers,MAYBE-ROI,CASH FLOW | 118/mo | GBP1.58 profit | GBP186.40 monthly gross | stable | 13 sellers,NO,NO,ESTABLISHED,YES,UNLIKELY,HIGH,3,Low,Established brand | A+ content | Category HIGH risk
B0FD49LNLY,"Clementoni Smart-Tech Greenhouse – Interactive STEM Plant Science Kit with Sensors, LCD Screen and Growth Modes for Kids 8+",Clementoni,https://www.amazon.co.uk/dp/B0FD49LNLY,Toys & Games,,29.95,29.76,-1.0%,13826,35221,77,50,6,0,Y,3.93,5.37,9.30,19.47,1.18,6.1%,17.21,28.77,87%,Home Essence Ltd (91%) / A3EOEZWEPXN9YI,no,4.8,40,10,N,4,AVERAGE,N,-,MAYBE-ROI; AMAZON DOMINANT,AMAZON CHECK,KEEPA,8005125751440,,,10,8,1,0,5.6,7,1.8,5.1,CASH FLOW,2,181.70,OK,CASH FLOW | GBP181.70/mo | 154/mo | GBP1.18 unit profit | stable | 6 sellers,MAYBE-ROI,CASH FLOW | 154/mo | GBP1.18 profit | GBP181.70 monthly gross | stable | 6 sellers,NO,NO,GENERIC,NO,UNLIKELY,HIGH,1,Low,Category HIGH risk
B0F3P8RQVQ,"Learning Resources Numberblocks Wooden Building Blocks Activity Set, Wood Stacking Toy, Colour Sorting Counting Cubes, Preschool Maths Toys, Toddler Learning Activities, Kids Birthday Gift, Ages 3+",Learning Resources,https://www.amazon.co.uk/dp/B0F3P8RQVQ,Toys & Games,,24.20,25.07,3.0%,20189,18527,94,50,6,0,Y,3.04,4.49,7.53,15.73,0.94,6.0%,13.90,23.26,91%,Amazon,yes,4.8,104,7,Y,5,STRONG,N,-,MAYBE-ROI; AMAZON DOMINANT,AMAZON CHECK,KEEPA,5055506414771,,,9,10,1,0,5.9,7.4,2,5.4,CASH FLOW,2,176.70,OK,CASH FLOW | GBP176.70/mo | 188/mo | GBP0.94 unit profit | stable | 6 sellers,MAYBE-ROI,CASH FLOW | 188/mo | GBP0.94 profit | GBP176.70 monthly gross | stable | 6 sellers,NO,NO,GENERIC,YES,UNLIKELY,HIGH,2,Low,A+ content | Category HIGH risk
B00G5L61JM,Arsenal Emirates Stadium 3D Puzzle,Megableu,https://www.amazon.co.uk/dp/B00G5L61JM,Toys & Games,,23.43,23.52,0.0%,16447,11201,97,100,17,0,N,2.94,4.36,7.30,15.23,0.90,5.9%,13.44,22.53,0%,budget gifts (100%) / A1T55PVJTC9Z6G,yes,4.6,613,6,Y,5,STRONG,N,-,MAYBE-ROI,,KEEPA,5012822037350,,05012822037350,10,10,0,0,6,8.6,2.5,6.6,CASH FLOW,2,174.60,OK,CASH FLOW | GBP174.60/mo | 194/mo | GBP0.90 unit profit | stable | 17 sellers,MAYBE-ROI,CASH FLOW | 194/mo | GBP0.90 profit | GBP174.60 monthly gross | stable | 17 sellers,NO,NO,ESTABLISHED,YES,UNLIKELY,HIGH,3,Low,Established brand | A+ content | Category HIGH risk
B00ZA11U7G,IDEAL | Tipping Point game: with electronic Tipping Point Machine and all new questions | Family TV Show Board Game | For 3+ Players or teams | Ages 10+,Ideal,https://www.amazon.co.uk/dp/B00ZA11U7G,Toys & Games,,22.69,23.86,5.0%,22122,16312,128,50,8,0,Y,3.05,4.25,7.30,14.75,0.64,4.3%,12.82,22.05,52%,Amazon,yes,4.3,3543,5,Y,5,AVERAGE,N,-,MAYBE-ROI,AMAZON CHECK,KEEPA,"0783318512426, 5020674102003, 5054242337993, 5054242373250",783318512426,05020674102003,10,10,3,0,6.6,8.1,1.4,5.5,CASH FLOW,2,163.80,OK,CASH FLOW | GBP163.80/mo | 256/mo | GBP0.64 unit profit | stable | 8 sellers,MAYBE-ROI,CASH FLOW | 256/mo | GBP0.64 profit | GBP163.80 monthly gross | stable | 8 sellers,NO,NO,ESTABLISHED,YES,UNLIKELY,HIGH,3,Low,Established brand | A+ content | Category HIGH risk
B07T38R3N8,Ravensburger Happy Days Collection No.1 Look North 4x 500 Piece Jigsaw Puzzle for Adults and Kids Age 10 Years Up,Ravensburger,https://www.amazon.co.uk/dp/B07T38R3N8,Toys & Games,,27.89,27.26,-2.0%,13166,13475,56,50,6,0,Y,3.26,5.05,8.31,18.13,1.45,8.0%,16.31,26.44,37%,Grasshopper Toys (97%) / A25MWKDD5K0NGH,no,4.6,1148,12,Y,5,STRONG,N,-,MAYBE-ROI,AMAZON CHECK,KEEPA,4005556150328,,04005556150328,10,8,4,0,6.2,8.6,2.8,6.8,CASH FLOW,2,162.40,OK,CASH FLOW | GBP162.40/mo | 112/mo | GBP1.45 unit profit | stable | 6 sellers,MAYBE-ROI,CASH FLOW | 112/mo | GBP1.45 profit | GBP162.40 monthly gross | stable | 6 sellers,NO,NO,ESTABLISHED,YES,UNLIKELY,HIGH,3,Low,Established brand | A+ content | Category HIGH risk
B0F3PBJZQG,"Learning Resources Numberblock Ten Playful Pal Plush, Numbers for Toddlers, Preschool Maths Learning Toys, Stuffed Animal Plushies, Counting Blocks Stuffies, Kids Birthday Gifts, Ages 18 months+",Learning Resources,https://www.amazon.co.uk/dp/B0F3PBJZQG,Toys & Games,,29.94,29.16,-3.0%,17779,29399,50,50,6,0,Y,3.49,5.37,8.86,19.46,1.62,8.3%,17.57,28.32,54%,Kiddimax - Free Next Day Delivery (90%) ,no,4.5,88,8,Y,5,STRONG,N,-,MAYBE-ROI,AMAZON CHECK,KEEPA,5055506414719,,,10,8,3,0,6,7.9,2.5,6.1,CASH FLOW,2,162.00,OK,CASH FLOW | GBP162.00/mo | 100/mo | GBP1.62 unit profit | stable | 6 sellers,MAYBE-ROI,CASH FLOW | 100/mo | GBP1.62 profit | GBP162.00 monthly gross | stable | 6 sellers,NO,NO,GENERIC,YES,UNLIKELY,HIGH,2,Low,A+ content | Category HIGH risk
B075CVZ4KY,"BAD PEOPLE Party Game + After Dark Expansion Set - Hilarious Adult Card Game for White Elephant Parties, Stocking Stuffers and Board Games Night with Friends",BAD PEOPLE,https://www.amazon.co.uk/dp/B075CVZ4KY,Toys & Games,,24.99,24.99,0.0%,46765,19676,71,50,3,0,Y,3.04,4.61,7.65,16.24,1.10,6.8%,14.45,23.89,0%,DYCE GAMES (100%) / A3R84Y81PCASRS,yes,4.4,8162,8,Y,5,STRONG,N,-,MAYBE-ROI,AMAZON CHECK,KEEPA,"0866157000320, 4882126243426",,00866157000320,8,10,8,0,7,9.3,2.9,7,CASH FLOW,2,156.20,OK,CASH FLOW | GBP156.20/mo | 142/mo | GBP1.10 unit profit | stable | 3 sellers,MAYBE,CASH FLOW | 142/mo | GBP1.10 profit | GBP156.20 monthly gross | stable | 3 sellers,NO,NO,ESTABLISHED,YES,UNLIKELY,HIGH,3,Low,Established brand | A+ content | Category HIGH risk
B01N9JXHCV,Ravensburger World Globe on a V-Stand 3D Jigsaw Puzzle for Adults and Kids Age 10 Years Up - 550 Pieces - No Glue Required,Ravensburger,https://www.amazon.co.uk/dp/B01N9JXHCV,Toys & Games,,24.89,23.66,-5.0%,22631,13542,87,50,14,0,Y,3.26,4.59,7.85,16.18,0.86,5.3%,14.20,24.03,87%,Mad-4-Toys Ltd (85%) / A2F06GBNBBVT5Q,no,4.7,4526,9,N,4,AVERAGE,N,-,MAYBE-ROI; AMAZON DOMINANT,AMAZON CHECK,KEEPA,4005556124367,,"04005556111183, 04005556124367",10,8,0,0,5.4,7,1.8,5.1,CASH FLOW,2,149.60,OK,CASH FLOW | GBP149.60/mo | 174/mo | GBP0.86 unit profit | stable | 14 sellers,MAYBE-ROI,CASH FLOW | 174/mo | GBP0.86 profit | GBP149.60 monthly gross | stable | 14 sellers,NO,NO,ESTABLISHED,NO,UNLIKELY,HIGH,2,Low,Established brand | Category HIGH risk
B00HT5HBMO,"Learning Resources Recordable Answer Buzzers – Set of 4, Ages 3+, Game Show Buzzers, Recordable Buttons, Personalised Sound Toy, Family Game Night",Learning Resources,https://www.amazon.co.uk/dp/B00HT5HBMO,Toys & Games,,26.43,26.05,-1.0%,31902,38474,47,50,5,0,Y,2.94,4.83,7.77,17.18,1.48,8.6%,15.55,24.95,78%,Amazon,yes,4.0,27382,7,Y,5,STRONG,N,-,MAYBE-ROI; AMAZON DOMINANT,AMAZON CHECK,KEEPA,0765023837698,765023837698,00765023837698,8,8,3,0,5.4,7.3,2.2,5.5,CASH FLOW,2,139.10,OK,CASH FLOW | GBP139.10/mo | 94/mo | GBP1.48 unit profit | stable | 5 sellers,MAYBE-ROI,CASH FLOW | 94/mo | GBP1.48 profit | GBP139.10 monthly gross | stable | 5 sellers,NO,NO,ESTABLISHED,YES,UNLIKELY,HIGH,3,Low,Established brand | A+ content | Category HIGH risk
B0DTB2N2D9,"Crayola Marker Airbrush Spray Art Kit, Battery-Powered Sprayer with 8 Washable Markers & 5 Stencils, DIY Craft Set for Kids, Gift for Boys & Girls, Ages 6+",CRAYOLA,https://www.amazon.co.uk/dp/B0DTB2N2D9,Toys & Games,,25.87,29.90,13.0%,22523,46354,62,50,7,0,N,3.26,4.75,8.01,16.82,1.05,6.2%,14.89,24.82,0%,Pennguin UK (96%) / A83YDD25VWEVW,no,4.8,842,11,N,4,AVERAGE,N,-,MAYBE-ROI,,KEEPA,0071662076696,071662076696,,10,10,4,0,6.8,8.5,2.2,6.3,CASH FLOW,2,130.20,SQUEEZED,CASH FLOW | GBP130.20/mo | 124/mo | GBP1.05 unit profit | SQUEEZED | 7 sellers,MAYBE-ROI,CASH FLOW | 124/mo | GBP1.05 profit | GBP130.20 monthly gross | SQUEEZED | 7 sellers,NO,NO,ESTABLISHED,NO,UNLIKELY,HIGH,2,Low,Established brand | Category HIGH risk
B00ISQKHTM,"4M Crystal Growing Experimental Kit | A Science and Chemistry Kit for Kids Ages 14+ | Grow your own Crystals, Large",4M,https://www.amazon.co.uk/dp/B00ISQKHTM,Toys & Games,,23.99,23.84,-1.0%,33795,29667,63,50,3,0,N,3.04,4.46,7.50,15.59,0.90,5.8%,13.75,23.09,0%,Bigjigs Toys (89%) / A2F7H5XWMN77FR,yes,4.4,2764,9,Y,5,STRONG,N,-,MAYBE-ROI,,KEEPA,"4893156039156, 0756907947770, 0798257694423, 0734548008920","756907947770, 734548008920, 798257694423",04893156039156,9,8,8,0,6.7,8.8,2.7,6.6,CASH FLOW,2,113.40,OK,CASH FLOW | GBP113.40/mo | 126/mo | GBP0.90 unit profit | stable | 3 sellers,MAYBE-ROI,CASH FLOW | 126/mo | GBP0.90 profit | GBP113.40 monthly gross | stable | 3 sellers,NO,NO,ESTABLISHED,YES,UNLIKELY,HIGH,3,Low,Established brand | A+ content | Category HIGH risk
B0FV97Y7G1,"Learning Resources Numberblocks Sing and Record Music Player, Ages 3+, Educational Musical Toy with Microphone, Songs, Counting & Early Maths Fun",Learning Resources,https://www.amazon.co.uk/dp/B0FV97Y7G1,Toys & Games,,26.95,26.32,-2.0%,29803,29320,35,50,2,0,Y,3.04,4.91,7.95,17.52,1.48,8.4%,15.83,25.47,94%,Amazon,yes,4.9,11,7,Y,5,STRONG,N,-,MAYBE-ROI; AMAZON DOMINANT,AMAZON CHECK; LOW SELLER CHECK,KEEPA,5055506415075,,,9,8,5,0,6.1,6.8,2.2,5.1,CASH FLOW,2,103.60,OK,CASH FLOW | GBP103.60/mo | 70/mo | GBP1.48 unit profit | stable | 2 sellers,MAYBE-ROI,CASH FLOW | 70/mo | GBP1.48 profit | GBP103.60 monthly gross | stable | 2 sellers,NO,NO,GENERIC,YES,UNLIKELY,HIGH,2,Low,A+ content | Category HIGH risk
B0BXB6XL3D,"Learning Resources Hot Dots Numberblocks 11–20 Activity Book & Interactive Pen, Ages 5+, Numberblocks Gifts, Interactive Maths Toy, Gifts For Kids",Educational Insights,https://www.amazon.co.uk/dp/B0BXB6XL3D,Toys & Games,,23.34,21.62,-8.0%,29798,24109,54,50,7,0,Y,2.94,4.35,7.29,15.17,0.87,5.8%,13.37,22.47,96%,Amazon,yes,4.5,561,8,Y,5,STRONG,N,-,MAYBE-ROI; AMAZON DOMINANT,AMAZON CHECK,KEEPA,0086002025517,086002025517,00086002025517,10,6,1,0,5,6.5,1.6,4.8,CASH FLOW,3,94.00,OK,CASH FLOW | GBP94.00/mo | 108/mo | GBP0.87 unit profit | stable | 7 sellers,MAYBE-ROI,CASH FLOW | 108/mo | GBP0.87 profit | GBP94.00 monthly gross | stable | 7 sellers,NO,NO,ESTABLISHED,YES,UNLIKELY,HIGH,3,Low,Established brand | A+ content | Category HIGH risk
B088PF3H2S,"Learning Resources Sorting Surprise Pirate Treasure, Ages 3+, Colour Sorting Toy, Unlock Fine Motor Skills & Matching Fun, Gifts For Kids",Learning Resources,https://www.amazon.co.uk/dp/B088PF3H2S,Toys & Games,,24.29,23.93,-2.0%,55361,31535,47,50,5,0,Y,3.04,4.50,7.54,15.79,0.96,6.1%,13.96,23.33,47%,Home Essence Ltd (91%) / A3EOEZWEPXN9YI,no,4.5,2056,6,Y,5,STRONG,N,-,MAYBE-ROI,AMAZON CHECK,KEEPA,0765023068085,765023068085,00765023068085,7,8,6,0,5.7,8.5,2.6,6.4,CASH FLOW,3,90.20,OK,CASH FLOW | GBP90.20/mo | 94/mo | GBP0.96 unit profit | stable | 5 sellers,MAYBE-ROI,CASH FLOW | 94/mo | GBP0.96 profit | GBP90.20 monthly gross | stable | 5 sellers,NO,NO,ESTABLISHED,YES,UNLIKELY,HIGH,3,Low,Established brand | A+ content | Category HIGH risk
B0035EQIAO,"Learning Resources Minute Math Electronic Flash Card, Ages 6+, Maths Travel Game, Fast-Paced Mental Arithmetic Toy with 3 Difficulty Levels, Gifts For Kids",Learning Resources,https://www.amazon.co.uk/dp/B0035EQIAO,Toys & Games,,22.95,22.50,-2.0%,19378,26126,61,50,4,0,Y,3.04,4.29,7.33,14.92,0.70,4.7%,13.02,22.25,49%,Kiddimax - Free Next Day Delivery (90%) ,no,3.8,1426,7,Y,5,STRONG,N,-,MAYBE-ROI,AMAZON CHECK,KEEPA,0765023069655,765023069655,00765023069655,10,8,6,0,6.6,8.2,1.6,5.6,CASH FLOW,3,85.40,OK,CASH FLOW | GBP85.40/mo | 122/mo | GBP0.70 unit profit | stable | 4 sellers,MAYBE-ROI,CASH FLOW | 122/mo | GBP0.70 profit | GBP85.40 monthly gross | stable | 4 sellers,NO,NO,ESTABLISHED,YES,UNLIKELY,HIGH,3,Low,Established brand | A+ content | Category HIGH risk
B07PP3WWCF,Theo Klein 5392 Princess Coralie Make up and hairstyling head Emma,Theo Klein,https://www.amazon.co.uk/dp/B07PP3WWCF,Toys & Games,,24.99,25.21,1.0%,23487,20074,71,50,5,0,Y,3.54,4.61,8.15,16.24,0.60,3.7%,14.03,24.39,100%,Amazon,yes,4.4,953,8,N,4,AVERAGE,N,-,MAYBE-ROI; AMAZON DOMINANT,AMAZON CHECK,KEEPA,4009847053923,,04009847053923,10,10,3,0,6.6,7,1.2,4.5,CASH FLOW,3,85.20,OK,CASH FLOW | GBP85.20/mo | 142/mo | GBP0.60 unit profit | stable | 5 sellers,MAYBE-ROI,CASH FLOW | 142/mo | GBP0.60 profit | GBP85.20 monthly gross | stable | 5 sellers,NO,NO,ESTABLISHED,NO,UNLIKELY,HIGH,2,Low,Established brand | Category HIGH risk
B0D22WB565,UGEARS Wood Dragon 3D Puzzle - Model Building Kits Puzzle Box with Secret Drawer - Chinese 3D Dragon Wooden Puzzles for Adults Hobbies for Men - Wooden Model Kits For Adults to Build for Christmas,UGears,https://www.amazon.co.uk/dp/B0D22WB565,Toys & Games,,20.99,20.40,-3.0%,18949,22199,63,50,3,0,N,2.70,3.99,6.69,13.64,0.65,4.8%,11.92,20.34,0%,UGEARS DISTRIBUTION (100%) / A3T3RLO9NF8,yes,4.5,1782,9,Y,5,STRONG,Y,-,MAYBE-ROI,,KEEPA,4820184122253,,,10,8,6,0,6.6,7,1.1,4.4,CASH FLOW,3,81.90,OK,CASH FLOW | GBP81.90/mo | 126/mo | GBP0.65 unit profit | stable | 3 sellers,MAYBE-ROI,CASH FLOW | 126/mo | GBP0.65 profit | GBP81.90 monthly gross | stable | 3 sellers,YES,NO,ESTABLISHED,YES,LIKELY,HIGH,7,High,Brand=Seller match (YES) | Established brand | A+ content | Likely brand store | Category HIGH risk
B000NVLE6U,Revell 04300 Lancaster Mk.I/III 1:72 Scale Unbuilt/Unpainted Plastic Model Kit,Revell,https://www.amazon.co.uk/dp/B000NVLE6U,Toys & Games,,23.20,26.58,13.0%,13646,26172,72,50,20,0,Y,3.26,4.33,7.59,15.08,0.53,3.5%,13.01,22.67,60%,Amazon,yes,4.5,1311,4,Y,5,AVERAGE,N,-,MAYBE-ROI,AMAZON CHECK,KEEPA,4009803043005,,04009803043005,10,10,0,0,6,6.8,0.8,4.4,CASH FLOW,3,76.30,SQUEEZED,CASH FLOW | GBP76.30/mo | 144/mo | GBP0.53 unit profit | SQUEEZED | 20 sellers,MAYBE-ROI,CASH FLOW | 144/mo | GBP0.53 profit | GBP76.30 monthly gross | SQUEEZED | 20 sellers,NO,NO,ESTABLISHED,YES,UNLIKELY,HIGH,3,Low,Established brand | A+ content | Category HIGH risk
B000F8XF86,"Learning Resources The Original Three Bear Family Basic Six Colour Rainbow Counter Set (Set of 96) Compare Bears Maths Counters, Classroom Maths Supplies to Compare Size, Blue,green,orange,purple,red",Learning Resources,https://www.amazon.co.uk/dp/B000F8XF86,Toys & Games,,22.85,22.59,-1.0%,25030,25677,40,100,5,0,Y,3.06,4.28,7.34,14.85,0.66,4.4%,12.93,22.19,22%,Home Essence Ltd (91%) / A3EOEZWEPXN9YI,no,4.6,2162,15,Y,5,STRONG,N,-,MAYBE-ROI,AMAZON CHECK,KEEPA,"0765023006100, 0809098974213, 0858160437125, 0885289013619, 0885406855412, 4150002615200, 5711008973764, 7426924910936","765023006100, 809098974213, 858160437125, 885289013619, 885406855412",00765023006100,10,8,6,0,6.6,8,1.6,5.5,CASH FLOW,3,66.00,OK,CASH FLOW | GBP66.00/mo | 100/mo | GBP0.66 unit profit | stable | 5 sellers,MAYBE-ROI,CASH FLOW | 100/mo | GBP0.66 profit | GBP66.00 monthly gross | stable | 5 sellers,NO,NO,ESTABLISHED,YES,UNLIKELY,HIGH,3,Low,Established brand | A+ content | Category HIGH risk
B0GF9N7D7K,The House of Puzzles | Going Places | 4x 500 Piece Jigsaw Puzzles | Transport Theme | 13 x 19 in | FSC Certified Board,The House of Puzzles,https://www.amazon.co.uk/dp/B0GF9N7D7K,Toys & Games,,26.99,24.79,-9.0%,17382,28100,30,50,2,0,N,3.48,4.92,8.40,17.54,1.05,6.0%,15.49,25.94,0%,Bigjigs Toys (89%) / A2F7H5XWMN77FR,no,4.8,30,8,Y,5,STRONG,N,-,MAYBE-ROI,LOW SELLER CHECK,KEEPA,5060002008249,,,10,6,9,0,6.6,7.7,2.4,5.8,CASH FLOW,3,63.00,OK,CASH FLOW | GBP63.00/mo | 60/mo | GBP1.05 unit profit | stable | 2 sellers,MAYBE-ROI,CASH FLOW | 60/mo | GBP1.05 profit | GBP63.00 monthly gross | stable | 2 sellers,NO,NO,GENERIC,YES,UNLIKELY,HIGH,2,Low,A+ content | Category HIGH risk
B0GF9Y7TZ2,The House of Puzzles | Village Life Jigsaw Puzzles | 500 Piece | Towns and Villages Theme | FSC Certified Board | Multi-Pack | 4 Puzzles,The House of Puzzles,https://www.amazon.co.uk/dp/B0GF9Y7TZ2,Toys & Games,,26.99,25.31,-7.0%,18519,30716,25,50,2,0,N,3.48,4.92,8.40,17.54,1.05,6.0%,15.49,25.94,0%,Bigjigs Toys (89%) / A2F7H5XWMN77FR,no,4.8,27,8,Y,5,STRONG,N,-,MAYBE-ROI,LOW SELLER CHECK,KEEPA,5060002008232,,,10,6,9,0,6.6,7.3,2.4,5.6,CASH FLOW,3,52.50,OK,CASH FLOW | GBP52.50/mo | 50/mo | GBP1.05 unit profit | stable | 2 sellers,MAYBE-ROI,CASH FLOW | 50/mo | GBP1.05 profit | GBP52.50 monthly gross | stable | 2 sellers,NO,NO,GENERIC,YES,UNLIKELY,HIGH,2,Low,A+ content | Category HIGH risk
B073CYDDPN,"Peppa Pig Laugh and Learn Alphaphonics Interactive Toy Multicolor, PP03SB",Peppa Pig,https://www.amazon.co.uk/dp/B073CYDDPN,Toys & Games,,21.19,21.09,0.0%,49573,27345,58,50,6,0,Y,2.94,4.02,6.96,13.77,0.45,3.3%,11.86,20.74,95%,Home Essence Ltd (91%) / A3EOEZWEPXN9YI,no,4.3,894,7,Y,5,STRONG,N,-,MAYBE-ROI; AMAZON DOMINANT,AMAZON CHECK,KEEPA,5060062143652,,05060062143652,8,10,1,0,5.6,6.6,1.1,4.2,UNASSIGNED,9,52.20,OK,,MAYBE-ROI,MAYBE-ROI | 116/mo | GBP0.45 profit | GBP52.20 monthly gross | stable | 6 sellers | needs trade under GBP11.86,NO,NO,ESTABLISHED,YES,UNLIKELY,HIGH,3,Low,Established brand | A+ content | Category HIGH risk
B07XJQS36F,Harry Potter Cluedo Board Game English Edition | Mystery Family Game for Ages 9 and up,Winning Moves,https://www.amazon.co.uk/dp/B07XJQS36F,Toys & Games,,22.85,22.84,0.0%,18559,13841,85,50,3,0,N,3.48,4.28,7.76,14.85,0.24,1.6%,12.57,22.61,0%,Booghe Toys - ( Fast Dispatch ) (92%) / ,yes,4.6,3911,6,Y,5,STRONG,N,-,MAYBE-ROI,,KEEPA,5036905037198,,05036905037198,10,10,8,0,7.6,8.3,1.9,5.6,UNASSIGNED,9,40.80,OK,,MAYBE,MAYBE | 170/mo | GBP0.24 profit | GBP40.80 monthly gross | stable | 3 sellers | ROI 2%,NO,NO,ESTABLISHED,YES,UNLIKELY,HIGH,3,Low,Established brand | A+ content | Category HIGH risk
B00B2FO6IE,"Learning Resources All About Me Family Counters, Ages 3+, Maths Sorting Toy, Colour Recognition, Counting Skills, Gifts for Kids",Learning Resources,https://www.amazon.co.uk/dp/B00B2FO6IE,Toys & Games,,21.50,20.69,-4.0%,15011,23424,49,100,9,0,Y,3.06,4.07,7.13,13.97,0.39,2.8%,11.97,21.11,96%,Amazon,yes,4.6,3718,6,Y,5,STRONG,N,-,MAYBE-ROI; AMAZON DOMINANT,AMAZON CHECK,KEEPA,"0044968298598, 0635665067442, 0696732622995, 0765023833720, 0783329391133, 0885459983155, 8944143004131, 9789920130851","044968298598, 635665067442, 696732622995, 765023833720, 783329391133, 885459983155",00765023833720,10,8,0,0,5.4,5.9,0.8,3.7,UNASSIGNED,9,39.00,OK,,MAYBE-ROI,MAYBE-ROI | 100/mo | GBP0.39 profit | GBP39.00 monthly gross | stable | 9 sellers | needs trade under GBP11.98,NO,NO,ESTABLISHED,YES,UNLIKELY,HIGH,3,Low,Established brand | A+ content | Category HIGH risk
B0C5WZXZNY,"EDUMAN Break Open 10 Premium Geodes with Crystals - STEM Educational Geology Science Kit, Real Crystal Geodes Kits for Toys Gifts Kids Boys & Girls",EDUMAN,https://www.amazon.co.uk/dp/B0C5WZXZNY,Toys & Games,,20.69,21.41,3.0%,22314,18145,63,50,2,0,N,3.05,3.94,6.99,13.45,0.25,1.9%,11.42,20.44,0%,eduman (100%) / A18VKSCOV6NUB4,yes,4.1,388,9,Y,5,STRONG,Y,-,MAYBE-ROI,LOW SELLER CHECK,KEEPA,,,,9,10,7,0,7.1,6.7,1.4,4.1,UNASSIGNED,9,31.50,OK,,MAYBE,MAYBE | 126/mo | GBP0.25 profit | GBP31.50 monthly gross | stable | 2 sellers | ROI 2%,YES,NO,SYNTHETIC,YES,LIKELY,HIGH,6,Medium,Brand=Seller match (YES) | A+ content | Likely brand store | Category HIGH risk
B000296LR0,"Learning Resources The Original Three Bear Family Basic Four Colour Counter Set (Set of 80) Compare Bears Maths Counters, Classroom Supplies to Learn Counting, Sorting, Size-grading & Mass Comparison",Learning Resources,https://www.amazon.co.uk/dp/B000296LR0,Toys & Games,,20.95,20.95,0.0%,32156,29307,41,50,2,0,Y,3.06,3.98,7.04,13.62,0.29,2.1%,11.59,20.66,94%,Amazon,yes,4.5,882,4,Y,5,AVERAGE,N,-,MAYBE-ROI; AMAZON DOMINANT,AMAZON CHECK; LOW SELLER CHECK,KEEPA,"0765023003772, 0858160437071, 0885358513521, 0885563128947, 4166002621790, 5711008941350","765023003772, 858160437071, 885358513521, 885563128947",00765023003772,9,10,6,0,6.9,6.3,1.3,3.8,UNASSIGNED,9,23.80,OK,,MAYBE-ROI,MAYBE-ROI | 82/mo | GBP0.29 profit | GBP23.80 monthly gross | stable | 2 sellers | needs trade under GBP11.59,NO,NO,ESTABLISHED,YES,UNLIKELY,HIGH,3,Low,Established brand | A+ content | Category HIGH risk
B09SP3TK8G,"Learning Resources Maths Island Addition & Subtraction Game, Educational Games, for 6 Year olds, Teaching Toys, Children’s, Age 6+, LER5025, Multicolor",Learning Resources,https://www.amazon.co.uk/dp/B09SP3TK8G,Toys & Games,,20.50,20.51,0.0%,46208,33839,43,50,5,0,Y,3.06,3.92,6.98,13.33,0.20,1.5%,11.27,20.30,98%,Amazon,yes,4.7,959,7,Y,5,STRONG,N,-,MAYBE-ROI; AMAZON DOMINANT,AMAZON CHECK,KEEPA,0765023050257,765023050257,00765023050257,8,10,3,0,6,6,1.2,3.7,UNASSIGNED,9,17.20,OK,,MAYBE-ROI,MAYBE-ROI | 86/mo | GBP0.20 profit | GBP17.20 monthly gross | stable | 5 sellers | needs trade under GBP11.27,NO,NO,ESTABLISHED,YES,UNLIKELY,HIGH,3,Low,Established brand | A+ content | Category HIGH risk
