supplier,supplier_sku,ean,product_name,match_type,supplier_price_basis,case_qty,unit_cost_ex_vat,unit_cost_inc_vat,case_cost_ex_vat,case_cost_inc_vat,decision,decision_reason,risk_flags
Shure Cosmetics,SCS15819,5060194138410,~ Airpure French Vanilla 8 Air Freshening Wax Melts - 68g (8410/Op-14) C/13,UNIT,UNIT,1,0.75,0.8999999999999999,,,REJECT,No Amazon match found,
Shure Cosmetics,SCS19142,5060194130285,Airpure French Vanilla 8 Air Freshening Wax Melts - 86g (0285/Op-4) C/29,UNIT,UNIT,1,0.75,0.8999999999999999,,,REJECT,No Amazon match found,
Shure Cosmetics,SCS15840,5060194136904,Airpure French Vanilla Plug-In Moments Electric Plug Scented Oil Refill - 20ml (6904) B/26,UNIT,UNIT,1,0.75,0.8999999999999999,,,REJECT,No Amazon match found,
Shure Cosmetics,SCS19132,5060194131923,Airpure French Vanilla Scented Mini Me Candle (1923),UNIT,UNIT,1,0.4,0.48,,,REJECT,No Amazon match found,
Shure Cosmetics,SCS15582,5060194130018,Airpure Fresh Linen Air Freshener Refill Tin - 250ml (0018),UNIT,UNIT,1,0.85,1.02,,,REJECT,No Amazon match found,
Shure Cosmetics,SCS16766,5060194132883,Airpure Fresh Linen Airpure & Fresh Trigger Air Freshener Spray - 250ml (2883),UNIT,UNIT,1,0.95,1.14,,,REJECT,No Amazon match found,
Shure Cosmetics,SCS15603,5060194130131,~ Airpure Fruit Burst 8 Air Freshening Wax Melts - 86g (0131/Op-32),UNIT,UNIT,1,0.75,0.8999999999999999,,,REJECT,No Amazon match found,
Shure Cosmetics,SCS15843,5060194136775,Airpure Fruit Burst Plug-In Moments Electric Plug Scented Oil Refill - 20ml (6775) B/22,UNIT,UNIT,1,0.75,0.8999999999999999,,,REJECT,No Amazon match found,
Shure Cosmetics,SCS19144,5060194130315,~ Airpure Warming Gingerbread 8 Air Freshening Wax Melts - 86g (0315/Op-29),UNIT,UNIT,1,0.75,0.8999999999999999,,,REJECT,No Amazon match found,
Shure Cosmetics,SCS15584,5060194132371,Airpure Gingerbread Scented Large Jar Candle - 510g (2371),UNIT,UNIT,1,3.35,4.02,,,REJECT,No Amazon match found,
Shure Cosmetics,SCS19136,5060194130315,Airpure Home Baking 8 Air Freshening Wax Melts - 86g (0315/Op-32/33),UNIT,UNIT,1,0.75,0.8999999999999999,,,REJECT,No Amazon match found,
Shure Cosmetics,SCS61173,5060194136607,Airpure Home Collection 2in1 Reed Diffuser - 30ml (Options) - Calming Lavender Moments (6607),UNIT,UNIT,1,0.75,0.8999999999999999,,,REJECT,No Amazon match found,
Shure Cosmetics,SCS61173,5060194136621,Airpure Home Collection 2in1 Reed Diffuser - 30ml (Options) - Forever Berry (6621),UNIT,UNIT,1,0.75,0.8999999999999999,,,REJECT,No Amazon match found,
Shure Cosmetics,SCS61173,5060194136614,Airpure Home Collection 2in1 Reed Diffuser - 30ml (Options) - Fresh Flower Bouquet (6614),UNIT,UNIT,1,0.75,0.8999999999999999,,,REJECT,No Amazon match found,
Shure Cosmetics,SCS61173,5060194136591,Airpure Home Collection 2in1 Reed Diffuser - 30ml (Options) - Fresh Linen Comfort (6591),UNIT,UNIT,1,0.75,0.8999999999999999,,,REJECT,No Amazon match found,
Shure Cosmetics,SCS61550,5060194130599,Airpure Home Collection Reed Diffuser - 30ml (Options) - Island Sunset (0599),UNIT,UNIT,1,0.85,1.02,,,REJECT,No Amazon match found,
