supplier,ean,asin,product_name,match_type,buy_cost,market_price,fees_current,fees_conservative,profit_current,profit_conservative,margin_current,margin_conservative,sales_estimate,decision,decision_reason,risk_flags
Aurora,5034566334830,B07Z5417H2,"Aurora Palm Pals, Woolly The Lamb, Soft Toy, 33483, 5 inches, White",UNIT,4.56,8.61,3.946666,3.946666,0.1033339999999993,0.1033339999999993,0.01200162601626,0.01200162601626,400.0,REJECT,"Unprofitable — current £0.10, conservative £0.10 (min £3.00)",AMAZON_ON_LISTING; INSUFFICIENT_HISTORY
Aurora,5034566312951,B07J9YGZ93,"Aurora, 31295, Mini Flopsies Blackie Black Labrador Dog, 8in, Soft Toy, 8""",UNIT,5.04,9.19,4.0485,4.0485,0.1014999999999997,0.1014999999999997,0.0110446137105549,0.0110446137105549,100.0,REJECT,"Unprofitable — current £0.10, conservative £0.10 (min £3.00)",AMAZON_ON_LISTING; INSUFFICIENT_HISTORY
Aurora,5034566616400,B0FPD57SFP,"AURORA 61640, Palm Pals Bobby Egg Clip-On, 10cm, Soft Toy, White",UNIT,4.08,7.99,3.810098,3.810098,0.0999020000000001,0.0999020000000001,0.01250337922403,0.01250337922403,,REJECT,"Unprofitable — current £0.10, conservative £0.10 (min £3.00)",AMAZON_ON_LISTING; INSUFFICIENT_HISTORY
Aurora,5034566340497,B0FPD5YRNJ,"AURORA 34049, Palm Pals Ax Axolotl Clip-On, 10cm, Soft Toy, Pink",UNIT,4.08,7.99,3.810098,3.810098,0.0999020000000001,0.0999020000000001,0.01250337922403,0.01250337922403,,REJECT,"Unprofitable — current £0.10, conservative £0.10 (min £3.00)",AMAZON_ON_LISTING; INSUFFICIENT_HISTORY
Learning Resources,5055506413118,B0DG33DNDS,"Learning Resources Numberblock Five’s Magical Superstar Stage, Toys for 3 Year Old Boys and Girls, Deluxe Playset with Five Figure Included",UNIT,30.336,41.61,11.1915,11.1915,0.0825000000000031,0.0825000000000031,0.0019826964671954,0.0019826964671954,,REJECT,"Unprofitable — current £0.08, conservative £0.08 (min £3.00)",AMAZON_ON_LISTING; INSUFFICIENT_HISTORY
Aurora,5034566601482,B00AHV1TAM,Room on the Broom Witch with Broom,UNIT,15.0,21.3,6.23926,6.23926,0.0607400000000009,0.0607400000000009,0.0028516431924883,0.0028516431924883,,REJECT,"Unprofitable — current £0.06, conservative £0.06 (min £3.00)",INSUFFICIENT_HISTORY
Ravensburger,4005556168460,B08X4NH5F5,Ravensburger Pokemon Toys - 727 Piece Shaped Pikachu Jigsaw Puzzle for Adults and Kids Age 14 Years Up,UNIT,10.2,15.89,5.6435,5.6435,0.0465000000000017,0.0465000000000017,0.0029263687853997,0.0029263687853997,,REJECT,"Unprofitable — current £0.05, conservative £0.05 (min £3.00)",AMAZON_ON_LISTING; INSUFFICIENT_HISTORY
Aurora,5034566340527,B0FLF29PWJ,"AURORA 34052, Palm Pals Piggles Spotted Piglet Clip-On, 10cm, Soft Toy, White",UNIT,4.08,7.99,3.8685,3.8685,0.0415,0.0415,0.0051939924906132,0.0051939924906132,,REJECT,"Unprofitable — current £0.04, conservative £0.04 (min £3.00)",AMAZON_ON_LISTING; INSUFFICIENT_HISTORY
Aurora,5034566340589,B0FPD6THW3,"AURORA 34058, Palm Pals Betsy Chick Clip-On, 10cm, Soft Toy, Yellow",UNIT,4.08,7.99,3.8685,3.8685,0.0415,0.0415,0.0051939924906132,0.0051939924906132,,REJECT,"Unprofitable — current £0.04, conservative £0.04 (min £3.00)",AMAZON_ON_LISTING; INSUFFICIENT_HISTORY
Aurora,5034566341180,B0FLF2QS7N,"AURORA, 34118, Palm Pals Slomo Sloth Clip-On, 10cm, Soft Toy, Brown",UNIT,4.08,7.99,3.870098,3.870098,0.0399019999999996,0.0399019999999996,0.0049939924906132,0.0049939924906132,,REJECT,"Unprofitable — current £0.04, conservative £0.04 (min £3.00)",AMAZON_ON_LISTING; INSUFFICIENT_HISTORY
Aurora,5034566340596,B0FPD6BTY2,"AURORA 34059, Palm Pals Ella Bunny Clip-On, 10cm, Soft Toy, Brown",UNIT,4.08,7.99,3.870098,3.870098,0.0399019999999996,0.0399019999999996,0.0049939924906132,0.0049939924906132,,REJECT,"Unprofitable — current £0.04, conservative £0.04 (min £3.00)",AMAZON_ON_LISTING; INSUFFICIENT_HISTORY
Aurora,5034566340534,B0FPD4BWYC,"AURORA 34053, Palm Pals Airy Avocado Clip-On, 10cm, Soft Toy, Green & Brown",UNIT,4.08,7.99,3.871696,3.871696,0.0383040000000001,0.0383040000000001,0.0047939924906132,0.0047939924906132,,REJECT,"Unprofitable — current £0.04, conservative £0.04 (min £3.00)",AMAZON_ON_LISTING; INSUFFICIENT_HISTORY
Aurora,5034566335752,B0B7SJWTLF,"Aurora, 33575, Palm Pals Bobby Egg, 5In, Eco-friendly soft toy, White",UNIT,4.56,8.54,3.949292,3.949292,0.0307079999999997,0.0307079999999997,0.0035957845433254,0.0035957845433254,,REJECT,"Unprofitable — current £0.03, conservative £0.03 (min £3.00)",INSUFFICIENT_HISTORY
Aurora,5034566616035,B0CYTFBB35,"Aurora, 61603, Palm Pals Pink Diamond 5In, Soft Toy, Pink",UNIT,4.56,8.47,3.882194,3.882194,0.0278060000000008,0.0278060000000008,0.0032828807556081,0.0032828807556081,,REJECT,"Unprofitable — current £0.03, conservative £0.03 (min £3.00)",AMAZON_ON_LISTING; INSUFFICIENT_HISTORY
Aurora,5034566615908,B0CYTFLX9B,"Aurora, 61590, Zog's friend Blue Dragon 6In, Soft Toy, Blue",UNIT,7.56,11.99,4.409699,4.409699,0.0203010000000007,0.0203010000000007,0.0016931609674729,0.0016931609674729,,REJECT,"Unprofitable — current £0.02, conservative £0.02 (min £3.00)",AMAZON_ON_LISTING; INSUFFICIENT_HISTORY
Ravensburger,4005555016748,B0DZ6ZSGVN,Ravensburger Puzzle Accessories - 8 Sorting Trays for Adults & Kids Age 14 Years Up,UNIT,7.14,11.99,4.839699,4.839699,0.0103010000000001,0.0103010000000001,0.0008591326105087,0.0008591326105087,50.0,REJECT,"Unprofitable — current £0.01, conservative £0.01 (min £3.00)",AMAZON_ON_LISTING; INSUFFICIENT_HISTORY
