supplier,supplier_sku,ean,product_name,match_type,supplier_price_basis,case_qty,unit_cost_ex_vat,unit_cost_inc_vat,case_cost_ex_vat,case_cost_inc_vat,decision,decision_reason,risk_flags
Price-List,BOUFOUFAB120,3614228413428,Bourjois Always Fabulous 24H Extreme Resist Foundation - 120 Light Ivory,UNIT,UNIT,12,2.5,3.0,30.0,36.0,REJECT,No Amazon match found,
Price-List,BOUFOUFAB200,3614228413442,Bourjois Always Fabulous 24H Extreme Resist Foundation - 200 Rose Vanilla,UNIT,UNIT,12,2.2,2.64,26.400000000000002,31.68,REJECT,No Amazon match found,
Price-List,BOUFOUFAB210,3614228413459,Bourjois Always Fabulous 24H Extreme Resist Foundation - 210 Vanilla,UNIT,UNIT,12,2.4,2.88,28.799999999999997,34.559999999999995,REJECT,No Amazon match found,
Price-List,BOUFOUFAB310,3614228413466,Bourjois Always Fabulous 24H Extreme Resist Foundation - 310 Beige,UNIT,UNIT,12,2.5,3.0,30.0,36.0,REJECT,No Amazon match found,
Price-List,BOUFOUFAB400,3614228413473,Bourjois Always Fabulous 24H Extreme Resist Foundation - 400 Rose Beige,UNIT,UNIT,12,2.9,3.48,34.8,41.76,REJECT,No Amazon match found,
Price-List,BOUFOUFAB425,3616302732753,Bourjois Always Fabulous 24H Extreme Resist Foundation - 425 Honey,UNIT,UNIT,12,2.5,3.0,30.0,36.0,REJECT,No Amazon match found,
Price-List,BOUFOUFAB520,3614228412995,Bourjois Always Fabulous 24H Extreme Resist Foundation - 520 Caramel,UNIT,UNIT,12,1.8,2.16,21.6,25.92,REJECT,No Amazon match found,
Price-List,BOUFOUHMX053,3614222986072,Bourjois Healthy Mix Foundation - 53 Light Beige,UNIT,UNIT,12,6.6,7.919999999999999,79.19999999999999,95.03999999999998,REJECT,No Amazon match found,
Price-List,BOUFOUHMX054,3614222986089,Bourjois Healthy Mix Foundation - 54 Beige,UNIT,UNIT,12,3.8,4.56,45.599999999999994,54.71999999999999,REJECT,No Amazon match found,
Price-List,BOUFOUHMX055,3614222986096,Bourjois Healthy Mix Foundation - 55 Dark Beige,UNIT,UNIT,12,7.0,8.4,84.0,100.8,REJECT,No Amazon match found,
Price-List,BOUFOUHMX057,3614222986119,Bourjois Healthy Mix Foundation - 57 Bronze,UNIT,UNIT,12,3.5,4.2,42.0,50.4,REJECT,No Amazon match found,
Price-List,BOUFOUHMX058,3614222986126,Bourjois Healthy Mix Foundation - 58 Caramel,UNIT,UNIT,12,1.5,1.7999999999999998,18.0,21.599999999999998,REJECT,No Amazon match found,
Price-List,BOUFOUHMX062,3614225451614,Bourjois Healthy Mix Foundation - 62 Cappuccino,UNIT,UNIT,12,1.0,1.2,12.0,14.399999999999999,REJECT,No Amazon match found,
Price-List,BOUFOUHMX063,3614225451621,Bourjois Healthy Mix Foundation - 63 Cacao,UNIT,UNIT,12,1.0,1.2,12.0,14.399999999999999,REJECT,No Amazon match found,
Price-List,BOUFOUHMX57N,3616303397371,Bourjois Healthy Mix Radiant Foundation - 57N Bronze,UNIT,UNIT,12,1.5,1.7999999999999998,18.0,21.599999999999998,REJECT,No Amazon match found,
Price-List,BOUFOUFAB510,3614228412988,Bourjois Always Fabulous 24H Extreme Resist Foundation - 510 Golden Caramel,UNIT,UNIT,12,3.0,3.5999999999999996,36.0,43.199999999999996,REJECT,No Amazon match found,
Price-List,BOUFOUFAB300,3616302732777,Bourjois Always Fabulous 24H Extreme Resist Foundation - 300 Rose Sand,UNIT,UNIT,12,2.0,2.4,24.0,28.799999999999997,REJECT,No Amazon match found,
Price-List,O-BOUFOUHMC49.5N,3616303397272,Bourjois Healthy Mix Clean Foundation 49.5N - Fair Ivory,UNIT,UNIT,12,3.0,3.5999999999999996,36.0,43.199999999999996,REJECT,No Amazon match found,
Price-List,O-BOUFOUHMC50.5N,3616303397302,Bourjois Healthy Mix Clean Foundation 50.5N - Light Ivory,UNIT,UNIT,12,3.55,4.26,42.599999999999994,51.11999999999999,REJECT,No Amazon match found,
Price-List,O-BOUFOUHMC51.2W,3616303397173,Bourjois Healthy Mix Clean Foundation 51.2W - Golden Vanilla,UNIT,UNIT,12,2.9,3.48,34.8,41.76,REJECT,No Amazon match found,
Price-List,O-BOUFOUHMC51.5C,3616303397241,Bourjois Healthy Mix Clean Foundation 51.5C - Rose Vanilla,UNIT,UNIT,12,3.3,3.9599999999999995,39.599999999999994,47.51999999999999,REJECT,No Amazon match found,
Price-List,O-BOUFOUHMC51W,3616303397319,Bourjois Healthy Mix Clean Foundation 51W - Light Vanilla,UNIT,UNIT,12,3.0,3.5999999999999996,36.0,43.199999999999996,REJECT,No Amazon match found,
Price-List,O-BOUFOUHMC52.2W,3616303397203,Bourjois Healthy Mix Clean Foundation 52.2W - Golden Beige,UNIT,UNIT,12,2.8,3.36,33.599999999999994,40.31999999999999,REJECT,No Amazon match found,
Price-List,O-BOUFOUHMC52.5C,3616303397197,Bourjois Healthy Mix Clean Foundation 52.5C - Rose Beige,UNIT,UNIT,12,2.6,3.12,31.200000000000003,37.440000000000005,REJECT,No Amazon match found,
Price-List,O-BOUFOUHMC52W,3616303397166,Bourjois Healthy Mix Clean Foundation 52W - Vanilla,UNIT,UNIT,12,2.8,3.36,33.599999999999994,40.31999999999999,REJECT,No Amazon match found,
Price-List,O-BOUFOUHMC53W,3616303397364,Bourjois Healthy Mix Clean Foundation 53W - Light Beige,UNIT,UNIT,12,2.6,3.12,31.200000000000003,37.440000000000005,REJECT,No Amazon match found,
Price-List,O-BOUFOUHMC54N,3616303397265,Bourjois Healthy Mix Clean Foundation 54N - Beige,UNIT,UNIT,12,3.2,3.84,38.400000000000006,46.080000000000005,REJECT,No Amazon match found,
Price-List,O-BOUFOUHMC55N,3616303397326,Bourjois Healthy Mix Clean Foundation 55N - Deep Beige,UNIT,UNIT,12,2.4,2.88,28.799999999999997,34.559999999999995,REJECT,No Amazon match found,
Price-List,BOUFOUAFL110,3614227786325,Bourjois Always Fabulous Long Lasting Stick Foundcealer - 110 Light Vanilla,UNIT,UNIT,12,3.65,4.38,43.8,52.559999999999995,REJECT,No Amazon match found,
Price-List,BOUFOUAFL400,3614227786363,Bourjois Always Fabulous Long Lasting Stick Foundcealer - 400 Rose Beige,UNIT,UNIT,12,3.7,4.44,44.400000000000006,53.28000000000001,REJECT,No Amazon match found,
Price-List,BOUFOUAFL410,3614227786370,Bourjois Always Fabulous Long Lasting Stick Foundcealer - 410 Golden Beige,UNIT,UNIT,12,4.5,5.3999999999999995,54.0,64.8,REJECT,No Amazon match found,
Price-List,BOULIPFLT001,3614225979859,Bourjois Fabuleux Lip Transformer Top Coat - 01 Matte,UNIT,UNIT,12,0.5,0.6,6.0,7.199999999999999,REJECT,No Amazon match found,
Price-List,BOULIPRFB001,3614225975356,Bourjois Rouge Fabuleux Lipstick - 01 Abracadabeige !,UNIT,UNIT,12,0.8,0.96,9.600000000000001,11.520000000000001,REJECT,No Amazon match found,
Price-List,BOULIPRFB002,3614225975363,Bourjois Rouge Fabuleux Lipstick - 02 A L'eau De Rose,UNIT,UNIT,12,2.25,2.6999999999999997,27.0,32.4,REJECT,No Amazon match found,
Price-List,BOULIPRFB003,3614225975370,Bourjois Rouge Fabuleux Lipstick - 03 Bohemian Raspberry,UNIT,UNIT,12,2.3,2.76,27.599999999999998,33.12,REJECT,No Amazon match found,
Price-List,BOULIPRFB004,3614225975387,Bourjois Rouge Fabuleux Lipstick - 04 Jolie Mauve,UNIT,UNIT,12,1.0,1.2,12.0,14.399999999999999,REJECT,No Amazon match found,
Price-List,BOULIPRFB008,3614225975424,Bourjois Rouge Fabuleux Lipstick - 08 Once Upon A Pink,UNIT,UNIT,12,1.0,1.2,12.0,14.399999999999999,REJECT,No Amazon match found,
Price-List,BOULIPRFB011,3614225975455,Bourjois Rouge Fabuleux Lipstick - 11 Cindered-lla,UNIT,UNIT,12,1.55,1.8599999999999999,18.6,22.32,REJECT,No Amazon match found,
Price-List,BOULIPRFB012,3614225975462,Bourjois Rouge Fabuleux Lipstick - 12 Beauty And The Red,UNIT,UNIT,12,1.5,1.7999999999999998,18.0,21.599999999999998,REJECT,No Amazon match found,
Price-List,BOULIPRFB014,3614225975486,Bourjois Rouge Fabuleux Lipstick - 14 Clair De Plum,UNIT,UNIT,12,2.0,2.4,24.0,28.799999999999997,REJECT,No Amazon match found,
Price-List,BOULIPRFB015,3614225975493,Bourjois Rouge Fabuleux Lipstick - 15 Plum Plum Pidou,UNIT,UNIT,12,1.45,1.74,17.4,20.88,REJECT,No Amazon match found,
Price-List,BOULIPRFB016,3614225975509,Bourjois Rouge Fabuleux Lipstick - 16 Reve Tonka,UNIT,UNIT,12,0.9,1.08,10.8,12.96,REJECT,No Amazon match found,
Price-List,BOULIPRVL017,3614225979910,Bourjois Rouge Velvet Lipstick - 17 From Paris With Mauve,UNIT,UNIT,12,2.5,3.0,30.0,36.0,REJECT,No Amazon match found,
Price-List,BOULIPVLV019,3052503261911,Bourjois Rouge Edition Velvet Liquid Lipstick - 19 Jolie-De-Vin,UNIT,UNIT,12,1.7,2.04,20.4,24.479999999999997,REJECT,No Amazon match found,
Price-List,BOULIPVLV028,3614224843908,Bourjois Rouge Edition Velvet Liquid Lipstick - 28 Chocopink,UNIT,UNIT,12,12.2,14.639999999999999,146.39999999999998,175.67999999999998,REJECT,No Amazon match found,
Price-List,O-BORLIPVLV06,3052503407661,Bourjois Rouge Edition Souffle De Velvet Lipstick Cherry Leaders 06,UNIT,UNIT,15,1.31,1.572,19.650000000000002,23.580000000000002,REJECT,No Amazon match found,
Price-List,BOUMASBLO001,3614229458398,"Bourjois Big Lashes Oh , Oui Mascara - 001 Black",UNIT,UNIT,12,2.2,2.64,26.400000000000002,31.68,REJECT,No Amazon match found,
Price-List,BOUMASTUV003,3616303072292,Bourjois Twist Up The Volume Mascara Balm Booster Mascara - 003 Black,UNIT,UNIT,12,3.0,3.5999999999999996,36.0,43.199999999999996,REJECT,No Amazon match found,
Price-List,BOUMASTEF024,3614228412537,Bourjois Twist Extreme Fiber Mascara - 24 Black,UNIT,UNIT,12,2.5,3.0,30.0,36.0,REJECT,No Amazon match found,
Price-List,BOUMASVRA031,3614223714490,Bourjois Volume Reveal Adjustable Volume Mascara - 31 Black,UNIT,UNIT,12,2.5,3.0,30.0,36.0,REJECT,No Amazon match found,
Price-List,O-BOUVAR45,3616301289661,Bourjois Nail Polish - 45 Grenatitude,UNIT,UNIT,12,0.8,0.96,9.600000000000001,11.520000000000001,REJECT,No Amazon match found,
Price-List,BOUVARSEC011,3614224874414,Bourjois 1 Seconde Nail Polish - 11 Fuchsia ' Chacha,UNIT,UNIT,12,0.5,0.6,6.0,7.199999999999999,REJECT,No Amazon match found,
Price-List,BOUVARSEC035,3614228412100,Bourjois 1 Seconde Nail Polish - 35 Lady Nude,UNIT,UNIT,12,0.5,0.6,6.0,7.199999999999999,REJECT,No Amazon match found,
Price-List,BOUVARSEC014,3614224874445,Bourjois 1 Seconde Nail Polish - 14 Fair'y Tale,UNIT,UNIT,12,1.0,1.2,12.0,14.399999999999999,REJECT,No Amazon match found,
Price-List,BOUVARSEC015,3614224874452,Bourjois 1 Seconde Nail Polish - 15 Marshma' Wow,UNIT,UNIT,12,1.0,1.2,12.0,14.399999999999999,REJECT,No Amazon match found,
Price-List,BOUVARSEC036,3614228412117,Bourjois 1 Seconde Nail Polish - 36 Betty' Amo,UNIT,UNIT,12,1.0,1.2,12.0,14.399999999999999,REJECT,No Amazon match found,
