ASIN,Title,Brand,Amazon URL,Category,Weight Flag,Current Price,Buy Box 90d Avg,Price Drop % 90d,BSR Current,BSR 90d Avg,BSR Drops 90d,Bought per Month,FBA Seller Count,FBA Seller 90d Avg,Amazon on Listing,Fulfilment Fee,Amazon Fees,Total Amazon Fees,Est Cost 65%,Est Profit,Est ROI %,Max Cost 20% ROI,Breakeven Price,Buy Box Amazon %,BB Seller,BB Is FBA,Star Rating,Review Count,Image Count,Has A+ Content,Bullet Count,Listing Quality,Brand 1P,Gated,SAS Flags,Pre-filter Flags,Data Source,EAN,UPC,GTIN
B0FM27FZFS,"Gimars 30D High-Density Foam & Extra-Wide, Stable 3-Step Dog Stairs, 40cm High Pet Stairs with Washable Cover & Non-Slip Base, Portable Ramp for Small Dogs to Sofa, Bed, Couch, Car",Gimars,https://www.amazon.co.uk/dp/B0FM27FZFS,Pet Supplies,OK,38.89,40.03,3.0%,10020,78754,11,0,3,0,Y,3.54,6.75,10.29,25.28,3.32,13.1%,23.83,35.57,84%,G-Official Store (100%) / A3JX1L7LVWK1A7,yes,4.6,469,7,N,4,AVERAGE,N,-,MAYBE-ROI; AMAZON DOMINANT,AMAZON CHECK,KEEPA,0810177902317,810177902317,
B07YRCCG6Z,"INGVIEE Set of Compatible Filter Sponge for Juwel Compact/Bioflow 3.0 / M (1 x Blue Fine, 1 x Blue Coarse, 1 x Green Nitrate, 2 x Black Carbon, 5 x Poly pads)",INGVIEE,https://www.amazon.co.uk/dp/B07YRCCG6Z,Pet Supplies,OK,24.99,22.14,-13.0%,10054,9507,43,0,2,0,N,2.98,4.61,7.59,16.24,1.16,7.1%,14.50,23.83,0%,autumngreat (100%) / A2P9NG2LGZFXS,yes,4.6,372,1,N,3,WEAK,N,-,MAYBE-ROI,PRICE CHECK; LOW SELLER CHECK,KEEPA,0681013428403,681013428403,
B09QRFC5TV,"VOUNOT® Cat Tree Tower, 88cm Cat Condo with Scratching Post, Multi Level Cat Climbing Play House Indoors, Grey",VOUNOT,https://www.amazon.co.uk/dp/B09QRFC5TV,Pet Supplies,OK,36.99,36.99,0.0%,10081,12690,18,0,2,0,Y,3.37,6.46,9.83,24.04,3.12,13.0%,22.63,33.87,100%,Amazon,yes,4.0,2052,7,Y,5,STRONG,N,-,MAYBE-ROI; AMAZON DOMINANT,AMAZON CHECK; LOW SELLER CHECK,KEEPA,6973424411469,,
B0F4KW75ZS,"DOG Copenhagen Comfort Walk Pro 3.0 Dog Harness - Top and Front Clip Training Harness with Handle - For Small and Large Dogs - Padded for Comfort - Reflective Trims - No Pull, Desert Dune, S",DOG Copenhagen,https://www.amazon.co.uk/dp/B0F4KW75ZS,Pet Supplies,OK,45.95,47.55,3.0%,10766,14282,13,0,2,0,N,2.72,7.84,10.56,29.87,5.52,18.5%,29.49,40.43,0%,DOG Copenhagen UK (75%) / A2GR276GEDLUB7,no,4.6,387,8,N,4,AVERAGE,Y,-,MAYBE-ROI,LOW SELLER CHECK,KEEPA,5740000305563,,
B0F3XN3WV4,"BMaoBBo Back Seat Extender for Dogs - Dog Car Seat Cover [127 x 62 cm], Waterproof & Foldable, Scratch-Resistant with Hard Shell, Dog Back Seat Cover for SUVs and Family Cars, Removable (Black)",BMaoBBo,https://www.amazon.co.uk/dp/B0F3XN3WV4,Pet Supplies,OK,45.88,45.24,-1.0%,10104,16595,68,200,2,0,N,3.38,7.83,11.21,29.82,4.85,16.3%,28.89,41.03,0%,Yiyixun (0%) / A210XUG9JXLRCF,yes,4.5,246,8,Y,5,STRONG,N,-,MAYBE-ROI,LOW SELLER CHECK,KEEPA,,,
B0BQZ1VPB4,"Snug Super Fluffy Large Dog Bed - Super Soft, Cosy and Comfortable Cat Dog Pet Bed Pillow Mattress Sofa Cushion with Non-Slip Base and Machine Washable Cover - Large - 90 x 60 x 11cm - Grey",Snug is happy sleep,https://www.amazon.co.uk/dp/B0BQZ1VPB4,Pet Supplies,OK,25.50,25.50,0.0%,11114,7493,60,0,2,0,Y,15.72,4.69,20.41,16.57,-11.49,-69.3%,4.24,36.99,0%,Branded_Bedding (88%) / A2A91FYQGBB57E,no,4.6,384,9,N,4,AVERAGE,N,-,MAYBE-ROI,AMAZON CHECK; LOW SELLER CHECK,KEEPA,5012701559775,,
B0BPMP5773,BullyBillows Anti-Tangle Swivel Combat Dog Lead | Padded Handle For Easier Walks | Anti Tangle & Pressure Tested Dog Lead | Suitable For All Dog Breeds - Khaki,BullyBillows,https://www.amazon.co.uk/dp/B0BPMP5773,Pet Supplies,OK,30.98,28.20,-10.0%,10155,8343,56,0,3,0,N,2.72,5.53,8.25,20.14,2.59,12.9%,18.94,28.39,0%,Bullybillows (82%) / A2B3M6Y9S5XRCZ,yes,4.8,209,6,Y,5,STRONG,Y,-,MAYBE-ROI,PRICE CHECK,KEEPA,5060980098379,,05060980098379
B08B8Z2XHB,Royal Canin Dachshund Puppy Food 1.5kg (Pack of 2),MALTBYS' STORES 1904 LTD,https://www.amazon.co.uk/dp/B08B8Z2XHB,Pet Supplies,OK,25.69,27.60,7.0%,10156,11272,114,100,8,0,N,0.00,4.72,4.72,16.70,4.27,25.6%,17.48,21.42,0%,CLICK&*SAVE (63%) / AWTC5ZLK180Q8,no,4.6,97,9,N,4,AVERAGE,N,-,,,KEEPA,9145456618179,,09145456618179
B09M49HNKS,Bactador Enzyme Cleaner Concentrate 10L - Enzymatic cleaner & Cat urine enzyme cleaner - Pet carpet cleaner - Microbiological urine neutraliser - Pet stain and odour remover - Makes up to 500 litres,Bactador,https://www.amazon.co.uk/dp/B09M49HNKS,Pet Supplies,HEAVY,54.99,63.23,13.0%,10181,8583,43,0,2,0,Y,3.58,8.10,11.68,35.74,7.57,21.2%,36.09,47.42,25%,Linivex Goods (80%) / A2H8E5HWYVUNND,yes,4.4,3459,7,Y,5,STRONG,N,-,,AMAZON CHECK; LOW SELLER CHECK,KEEPA,4019181501622,,
B0DNLZGK52,"PILIN Small Animal Playpen, Pet Playpen with Waterproof Mat, Rabbit, Guinea Pig, Puppy, Playpen, Indoor & Outdoor Portable 43x32 12pcs Black",PILIN,https://www.amazon.co.uk/dp/B0DNLZGK52,Pet Supplies,OK,27.99,27.99,0.0%,11235,29360,16,0,2,0,N,3.38,5.07,8.45,18.19,1.34,7.4%,16.28,26.65,0%,PILIN (100%) / A2FWXBI8C8TZKU,yes,4.0,360,8,Y,5,STRONG,Y,-,MAYBE-ROI,LOW SELLER CHECK,KEEPA,0752010627288,752010627288,
B093C6RYRB,Natural Treats Gourmet Slices Black Pudding for Dogs (1kg) Digestible Grain Free Training Treats,Natural Treats by Pet Treats Wholesale,https://www.amazon.co.uk/dp/B093C6RYRB,Pet Supplies,OK,21.70,23.25,7.0%,10243,7842,62,0,3,0,N,3.40,4.10,7.50,14.11,0.09,0.6%,11.83,21.61,0%,Pet Treats Wholesale Ltd (91%) / A1Z0TYA,no,4.5,32,4,N,3,AVERAGE,N,-,MAYBE-ROI,,KEEPA,0725683194784,725683194784,
B085HCH9WP,"Glandex Dog & Cat Anal Gland Sac Fiber Supplement Powder With Pumpkin, Digestive Enzymes & Probiotics – Vet Recommended Healthy Bowels & Digestion - Boot The Scoot by Vetnique Labs (114g)",glandex,https://www.amazon.co.uk/dp/B085HCH9WP,Pet Supplies,OK,33.48,33.62,0.0%,10247,7826,152,100,2,0,N,2.91,5.91,8.82,21.76,2.89,13.3%,20.55,30.59,0%,Black Cat Medicines (94%) / A17IOLQ20XBD,no,4.4,248,7,N,4,AVERAGE,N,-,MAYBE-ROI,LOW SELLER CHECK,KEEPA,,,
B007AWHCBG,"Puppia Soft Jacket Harness, Small, Black",Puppia,https://www.amazon.co.uk/dp/B007AWHCBG,Pet Supplies,OK,21.45,21.07,-2.0%,9284,13858,22,0,2,0,Y,2.70,4.06,6.76,13.94,0.75,5.4%,12.24,20.70,91%,Amazon,yes,4.4,5647,7,N,4,AVERAGE,N,-,MAYBE-ROI; AMAZON DOMINANT,AMAZON CHECK; LOW SELLER CHECK,KEEPA,8806311146183,,08806311146183
B01A7SK9IW,"Jolly Pets Tug-n-Toss 8-Inch, Blue",Jolly Pets,https://www.amazon.co.uk/dp/B01A7SK9IW,Pet Supplies,OK,23.28,24.23,4.0%,10280,13503,21,0,2,0,N,3.48,4.35,7.83,15.13,0.32,2.1%,12.88,22.96,0%,WHAT BRITAIN BUYS® (88%) / A3IIOPC5WY6KK,no,4.0,8641,1,N,3,WEAK,N,-,MAYBE-ROI,LOW SELLER CHECK,KEEPA,,,
B0C1WBDJ4Q,"BT Bear Large Dog Clothes, Elastic Pet Onesie Clothes Protect Joints Anti-hair Anti Licking, Wound Protection Pet Pajamas PJS Dog Jumpsuit For Medium Large Dogs(6XL,Grey Panda)",BT Bear,https://www.amazon.co.uk/dp/B0C1WBDJ4Q,Pet Supplies,OK,26.98,25.64,-5.0%,18628,7692,16,0,2,0,N,2.90,4.92,7.82,17.54,1.63,9.3%,15.97,25.35,0%,BT Bear (91%) / A1H480A8IDDHYU,yes,4.2,480,7,Y,5,STRONG,Y,-,MAYBE-ROI,LOW SELLER CHECK,KEEPA,,,
B084SVFDXZ,Londafish Automatic Electric Battery Aquarium Gravel Cleaner Kit Filter Vacuum Siphon Operated Fresh Sand Wash System with Adapted Fresh Sand Washer with Adapter,LONDAFISH,https://www.amazon.co.uk/dp/B084SVFDXZ,Pet Supplies,OK,27.50,24.16,-14.0%,11935,14833,73,0,2,0,N,2.97,5.00,7.97,17.88,1.65,9.3%,16.27,25.85,0%,Hong Yu LTD (100%) / A3HFZ2MURIOGOQ,yes,3.0,1164,7,Y,5,STRONG,N,-,MAYBE-ROI,PRICE CHECK; LOW SELLER CHECK,KEEPA,,,
B084WZ9LKK,"lionto Balcony safety net for securing cats, cat protection net made of transparent nylon, 3x8 m, weatherproof cat net for mounting without drilling, mounting material & instructions included",lionto,https://www.amazon.co.uk/dp/B084WZ9LKK,Pet Supplies,OK,20.02,20.08,0.0%,10321,24494,28,0,3,0,Y,2.97,3.84,6.81,13.01,0.19,1.5%,11.01,19.83,93%,Amazon,yes,4.1,3277,7,Y,5,STRONG,N,-,MAYBE-ROI; AMAZON DOMINANT,AMAZON CHECK,KEEPA,4260372767116,,
B07QJ7F4GH,Royal Canin Medium Dental Care Dog Food 10kg,ROYAL CANIN,https://www.amazon.co.uk/dp/B07QJ7F4GH,Pet Supplies,HEAVY,56.87,55.64,-2.0%,10314,24077,45,0,10,0,N,4.95,9.53,14.48,36.97,5.43,14.7%,35.33,51.44,0%,Maltbys Stores (96%) / A2UNARK72ZQK2,no,4.4,42,5,N,4,AVERAGE,N,-,MAYBE-ROI,,KEEPA,3182550894265,,03182550894265
B08WJBRKD4,Bamfords Top Flight Premium Parrot Food with Fruit (12.5kg),Bamfords Top Flight,https://www.amazon.co.uk/dp/B08WJBRKD4,Pet Supplies,OK,32.99,32.99,0.0%,10682,10585,66,100,2,0,N,0.00,5.85,5.85,21.44,5.70,26.6%,22.62,27.29,0%,Food For Birds (94%) / A1I96Z4DTQRLCR,no,4.4,148,4,N,3,AVERAGE,N,-,,LOW SELLER CHECK,KEEPA,5060023157667,,
B0CLYLQ9KF,"DOG Copenhagen Comfort Walk Air 3.0 Harness - Dog Harness - Adjustable, Reflective Harness - Stain and Water-Repellent, Mocca, XS",DOG Copenhagen,https://www.amazon.co.uk/dp/B0CLYLQ9KF,Pet Supplies,OK,39.95,39.95,0.0%,8807,10144,27,0,2,0,N,3.00,6.91,9.91,25.97,4.07,15.7%,25.03,35.88,0%,DOG Copenhagen UK (75%) / A2GR276GEDLUB7,no,4.6,457,9,Y,5,STRONG,Y,-,MAYBE-ROI,LOW SELLER CHECK,KEEPA,5740000303415,,
B07L63MNC7,"PawHut Dog Guard for Cars Adjustable Boot Barrier Metal Mesh Pet Headrest, 90-120W x 40.5H cm",PawHut,https://www.amazon.co.uk/dp/B07L63MNC7,Pet Supplies,OK,24.00,26.67,10.0%,10347,34850,40,0,2,0,Y,4.95,4.45,9.40,15.60,-1.00,-6.4%,12.16,25.00,39%,Amazon,yes,4.3,215,9,Y,5,STRONG,N,-,MAYBE-ROI,AMAZON CHECK; LOW SELLER CHECK,KEEPA,"5056029814994, 5056534594480",,
B01CESYUVK,Maximum Pet Products Black Dog Training Lead 200ft/60m,Maximum Pet Products,https://www.amazon.co.uk/dp/B01CESYUVK,Pet Supplies,OK,23.95,23.95,0.0%,12116,17884,6,0,2,0,N,0.00,4.45,4.45,15.57,3.93,25.3%,16.25,20.02,0%,Shop Fast Direct (88%) / A3IBQ0LKPNRPFA,no,4.5,5923,7,N,4,AVERAGE,N,-,,LOW SELLER CHECK,KEEPA,"0754220344764, 5056373107322",754220344764,
B008DVXUB4,"NT Labs Medikoi Staple with Colour Enhancer, Complete Feed For All Pond Fish, Ideal For Spring, Summer and Autumn Feeding, Enhances Colours of Pond Fish, Koi Fish Food (3kg)(6mm)",NT Labs,https://www.amazon.co.uk/dp/B008DVXUB4,Pet Supplies,OK,34.40,34.42,0.0%,13549,32466,16,0,7,0,N,3.97,6.06,10.03,22.36,2.01,9.0%,20.31,32.39,0%,Aquatics Discount (92%) / A2MYEVYTNLKQFQ,no,4.6,289,6,Y,5,STRONG,N,-,MAYBE-ROI,,KEEPA,0733809000680,733809000680,
B0FYH1BT18,"Lautus Pets Waterproof Dog Raincoat - Reflective, Bright Pink Rain Coat with Leash Hole (XL, Pink)",Lautus Pets,https://www.amazon.co.uk/dp/B0FYH1BT18,Pet Supplies,OK,21.59,22.65,5.0%,10420,7374,29,0,2,0,N,2.72,4.08,6.80,14.03,0.75,5.4%,12.32,20.84,0%,Sigel Enterprises (97%) / A1I34DYGXC5SPB,yes,4.4,1011,7,N,4,AVERAGE,N,-,MAYBE-ROI,LOW SELLER CHECK,KEEPA,5060501081231,,
B07L9XRLG9,"Maximum Pet Products Tough chew waterproof dog bed (Small, Blue) 80cm x 60cm x 10cm",Maximum Pet Products,https://www.amazon.co.uk/dp/B07L9XRLG9,Pet Supplies,OK,34.95,34.95,0.0%,18803,14723,11,0,2,0,N,0.00,6.15,6.15,22.72,6.08,26.8%,24.00,28.87,0%,Shop Fast Direct (88%) / A3IBQ0LKPNRPFA,no,3.7,285,7,N,4,AVERAGE,N,-,,LOW SELLER CHECK,KEEPA,0744368319694,744368319694,
B06ZYWP68C,Blue Chip Senior Feed Balancer (Super Concentrated) 3kg Complete balanced horse feed for older horses with glucosamine & rosehip extract plus pre & probiotics & chaste tree berry suitable for Cushings,Blue Chip,https://www.amazon.co.uk/dp/B06ZYWP68C,Pet Supplies,OK,31.75,31.75,0.0%,10447,15007,45,0,3,0,N,3.54,5.65,9.19,20.64,1.93,9.3%,18.80,29.82,0%,Blue Chip Feed Ltd (80%) / A2ZZLONF9F4YX,no,4.8,68,3,Y,5,AVERAGE,Y,-,MAYBE-ROI,,KEEPA,5060094090276,,
B0DF2Y4Q9S,Lily's Kitchen Natural Adult Wet Dog Food Tin Carnival Chicken Grain-Free Recipe 6 x 400g,Lily's Kitchen,https://www.amazon.co.uk/dp/B0DF2Y4Q9S,Pet Supplies,OK,20.99,20.21,-4.0%,10478,19230,52,0,3,0,Y,3.45,3.99,7.44,13.64,-0.10,-0.7%,11.29,21.09,99%,Amazon,yes,4.3,24,7,Y,5,STRONG,N,-,MAYBE-ROI; AMAZON DOMINANT,AMAZON CHECK,KEEPA,5056273605317,,05056273605317
B08NDYN9RV,"Management Hill's Prescription Diet Feline Metabolic Weight Chicken 2x1.5kg, Low-calorie Diet Dry Food For Overweight Adult Cats, With A Reduced Calorie Content And Recipe With 23% Chicken",napz,https://www.amazon.co.uk/dp/B08NDYN9RV,Pet Supplies,OK,48.00,41.87,-15.0%,10480,11273,111,100,3,0,N,4.00,8.16,12.16,31.20,4.64,14.9%,29.86,43.36,0%,Britsh_Bazar (63%) / A1KNO62E4EGQPJ,no,4.3,39,1,N,3,WEAK,N,-,MAYBE-ROI,PRICE CHECK,KEEPA,6091259549628,,
B00164D966,Royal Canin Mother and Babycat Dry Cat Food 4kg,ROYAL CANIN,https://www.amazon.co.uk/dp/B00164D966,Pet Supplies,OK,39.98,39.79,0.0%,10481,23883,53,0,17,0,N,5.17,6.93,12.10,25.99,1.90,7.3%,23.24,38.08,0%,Maltbys Stores (96%) / A2UNARK72ZQK2,no,4.5,1043,7,N,4,AVERAGE,N,-,MAYBE-ROI,,KEEPA,"3182550707329, 4050196587935",,03182550707329
B004IAA52G,Flygard Extra Strength 1 litre,Flygard,https://www.amazon.co.uk/dp/B004IAA52G,Pet Supplies,OK,24.70,24.54,-1.0%,10538,43582,38,0,17,0,N,2.72,4.57,7.29,16.05,1.36,8.5%,14.51,23.34,0%,Leeders Animal Supplies Ltd (89%) / A3BA,no,4.5,50,4,N,3,AVERAGE,N,-,MAYBE-ROI,,KEEPA,5021544400120,,
B0BJ6TKGZK,"Nocciola 15 Pack Fruit & Vegetable Crinkle Dog Squeaky Toys with a Basket, Small Dog Toys for Aggressive Chewers, Hide and Seek Dog Toys for Small Medium Dogs, Interactive Puppy Dog Toys for Boredom…",Nocciola,https://www.amazon.co.uk/dp/B0BJ6TKGZK,Pet Supplies,OK,24.99,24.64,-1.0%,10548,16857,14,0,2,0,N,2.96,4.61,7.57,16.24,1.18,7.2%,14.52,23.81,0%,pacasso 2022 (100%) / AWGJYBUNWL3NL,yes,4.6,15532,9,Y,5,STRONG,N,-,MAYBE-ROI,LOW SELLER CHECK,KEEPA,0755538373613,755538373613,
B003BGABCM,"biOrb Fish Tank Decorations, Large Green & Red Plants With Weighted Balls (Set of 2 Aquarium Plants), Artificial Fish Tank Plants For Colour Pop, Natural-Looking Aquarium Décor For Scenic Background",biOrb,https://www.amazon.co.uk/dp/B003BGABCM,Pet Supplies,OK,20.49,20.39,0.0%,12911,14311,29,0,9,0,Y,3.06,3.91,6.97,13.32,0.20,1.5%,11.27,20.29,100%,Amazon,yes,4.3,2848,4,Y,5,AVERAGE,N,-,MAYBE-ROI; AMAZON DOMINANT,AMAZON CHECK,KEEPA,0822728005064,822728005064,00822728005064
B0DQBRY2JY,"PETKARAY 105° Cat Scratcher, Sisal Scratch Pad, L Shape Scratching Board for Indoor Cats, Floor Mounted Scratcher with Mouse Toy Catnip",PETKARAY,https://www.amazon.co.uk/dp/B0DQBRY2JY,Pet Supplies,OK,67.75,72.05,6.0%,10603,12850,19,0,3,0,N,3.34,11.21,14.55,44.04,9.17,20.8%,44.34,58.58,0%,Amazon US (0%) / A2KVF7QXNCLV8H,no,4.1,396,7,Y,5,STRONG,N,-,,,KEEPA,,,
B0F6D1CB9M,Royal Canin Instinctive Adult Wet Cat Food in Gravy 48 x 85g Multipack,ROYAL CANIN,https://www.amazon.co.uk/dp/B0F6D1CB9M,Pet Supplies,OK,45.17,45.14,0.0%,14398,32613,41,0,8,0,N,0.00,7.73,7.73,29.36,8.08,27.5%,31.20,37.09,0%,Maltbys Stores (96%) / A2UNARK72ZQK2,no,3.9,6,8,N,4,AVERAGE,N,-,,,KEEPA,5056354501064,,
B0F1F3ZDS4,"Oncpcare 2Pcs Waterproof Pet Playpen Mat 150x100cm Guinea Pig Cage Liner Tarp Bottom Reusable Base for Rabbits, Bunny, Ferrets and Other Small Animals (Black)",Oncpcare,https://www.amazon.co.uk/dp/B0F1F3ZDS4,Pet Supplies,OK,23.99,24.77,3.0%,10623,7500,39,0,2,0,N,2.90,4.46,7.36,15.59,1.04,6.7%,13.86,22.95,0%,Zhongheshang (100%) / A10AHYNREZB0ME,yes,4.2,397,7,Y,5,STRONG,N,-,MAYBE-ROI,LOW SELLER CHECK,KEEPA,,,
B0015RFFL6,Royal Canin Cat Food Indoor Longhair 35 Dry Mix 4 kg,ROYAL CANIN,https://www.amazon.co.uk/dp/B0015RFFL6,Pet Supplies,OK,38.85,36.98,-5.0%,10631,32843,39,0,9,0,N,5.02,6.75,11.77,25.25,1.83,7.2%,22.57,37.02,0%,Maltbys Stores (96%) / A2UNARK72ZQK2,no,4.4,544,7,N,4,AVERAGE,N,-,MAYBE-ROI,,KEEPA,"3182550739405, 4057166007219, 4251288724836",,03182550739405
B007YZNHFY,"Dodson & Horrell Lami Free for Horses, 1.5 kg",Dodson & Horrell,https://www.amazon.co.uk/dp/B007YZNHFY,Pet Supplies,OK,20.11,20.34,1.0%,10647,22416,32,0,5,0,N,3.48,3.86,7.34,13.07,-0.30,-2.3%,10.64,20.41,0%,SHOREFIELDS SUPPLIES (75%) / A1GL4RSN0GC,no,4.2,98,2,Y,5,AVERAGE,N,-,MAYBE-ROI,,KEEPA,"5029164007293, 5029164001956",,05029164001956
B00NEL4WBK,"Almo Nature HFC Natural - Wet Cat Food for Adult Cats - Tuna with Clams - Human Grade, Gluten Free - 70g, Pack of 24",almo nature,https://www.amazon.co.uk/dp/B00NEL4WBK,Pet Supplies,OK,28.83,27.16,-6.0%,6749,8693,21,0,2,0,Y,3.82,5.21,9.03,18.74,1.06,5.7%,16.50,27.77,100%,Amazon,yes,4.4,25,5,Y,5,AVERAGE,N,-,MAYBE-ROI; AMAZON DOMINANT,AMAZON CHECK; LOW SELLER CHECK,KEEPA,8001154120943,,18001154123071
B0868G2NBX,"TSPRO Tactical Premium Dog Collar with Patch & Heavy Duty Quick Release Metal Buckle, Adjustable Thick Strong Collar for Medium Large Dogs (Khaki, L)",TSPRO,https://www.amazon.co.uk/dp/B0868G2NBX,Pet Supplies,OK,23.99,23.15,-4.0%,9918,11110,28,0,2,0,Y,2.94,4.46,7.40,15.59,1.00,6.4%,13.83,22.99,0%,TSPRO OUTDOOR (100%) / A33NVT60ZXP696,yes,4.5,3234,6,Y,5,STRONG,Y,-,MAYBE-ROI,AMAZON CHECK; LOW SELLER CHECK,KEEPA,0713929276400,713929276400,
B0CJ9BYY5S,"White Cat Shampoo by Buddycare - 500ml x3- Brightening and Whitening Shampoo for Cats - Deep Cleansing, Fresh Scented - With Aloe Vera and Pro-Vitamin B5",Buddycare,https://www.amazon.co.uk/dp/B0CJ9BYY5S,Pet Supplies,OK,29.99,29.99,0.0%,10688,14728,22,0,2,0,N,3.25,5.38,8.63,19.49,1.86,9.6%,17.80,28.13,0%,NeonBeauty (94%) / A35TLIPJBR40KJ,no,4.3,78,7,Y,5,STRONG,N,-,MAYBE-ROI,LOW SELLER CHECK,KEEPA,5056512478511,,05056512478511
B01EVDZQ5K,"PetSafe Extreme Weather Pet Door - Triple Flap, Energy Efficient, Customisable Frame - Small",PetSafe,https://www.amazon.co.uk/dp/B01EVDZQ5K,Pet Supplies,OK,52.89,52.63,0.0%,10705,4886,81,0,2,0,N,3.05,8.91,11.96,34.38,6.55,19.0%,34.11,46.34,0%,Pattern UK (99%) / A2U0XEBDSNTC63,yes,4.2,2789,6,Y,5,STRONG,N,-,MAYBE-ROI,LOW SELLER CHECK,KEEPA,"0729849157941, 7922315291801",729849157941,00729849157941
B00TPND5JG,"DOOG Shoulder Bag Dog Walking Accessory Treat Bag Grey, One Size",DOOG,https://www.amazon.co.uk/dp/B00TPND5JG,Pet Supplies,OK,24.99,27.01,7.0%,15247,29995,17,0,4,0,N,3.05,4.61,7.66,16.24,1.09,6.7%,14.44,23.90,0%,OfficialGearDirect (74%) / A3DZPY4D0D72L,no,4.1,759,9,N,4,AVERAGE,N,-,MAYBE-ROI,,KEEPA,9342554000817,,
B003ZJAAR6,"NAF Five Star Oestress 500g – Hormonal Support Supplement for Mares – With Chasteberry, Magnesium & Soothing Herbs – Promotes Calm Behaviour & Seasonal Comfort",NAF,https://www.amazon.co.uk/dp/B003ZJAAR6,Pet Supplies,OK,28.00,27.93,0.0%,10752,17661,86,0,13,0,Y,3.04,5.07,8.11,18.20,1.69,9.3%,16.57,26.31,66%,Amazon,yes,4.4,144,7,Y,5,STRONG,N,-,MAYBE-ROI,AMAZON CHECK,KEEPA,"5053368458186, 5032410018912",,05032410018912
B0CB4Q6P1C,"Panana Large Bird Cages Parrot Cage Wide Flight Metal Animal Cage for Budgie Parakeet Conure With Rolling Stand Wheels (Black, 95L x 45.5W x 105H)",Panana,https://www.amazon.co.uk/dp/B0CB4Q6P1C,Pet Supplies,OK,55.99,55.99,0.0%,11254,19665,19,0,2,0,N,0.00,9.40,9.40,36.39,10.20,28.0%,38.83,45.79,0%,Timber Artscraft (70%) / A2O5PV88HW6O3Y,no,4.3,326,9,N,4,AVERAGE,N,-,,LOW SELLER CHECK,KEEPA,,,
B005K7MXJO,Pedigree Dog Tins 400gm 24 for 20,Pedigree,https://www.amazon.co.uk/dp/B005K7MXJO,Pet Supplies,HEAVY,36.99,31.95,-16.0%,10820,11432,135,100,9,0,N,7.24,6.46,13.70,24.04,-0.75,-3.1%,19.41,37.74,0%,Hometown Shop (69%) / ARIY2IMZXWOKI,no,4.6,400,1,N,3,WEAK,N,-,MAYBE-ROI,PRICE CHECK,KEEPA,5000166141499,,05000166141499
B0C2ZSTN2M,"COYA Freeze-Dried Raw Puppy Food, Chicken (750g) Hypoallergenic & Grain Free, Made With 80% Meat & 20% Fruit & Vegetables | Complete Dog Food In A Easy Freeze-Dried Solution, Raw Without The Chore",COYA,https://www.amazon.co.uk/dp/B0C2ZSTN2M,Pet Supplies,OK,34.99,34.65,-1.0%,10841,12354,33,0,4,0,N,3.07,6.15,9.22,22.74,3.03,13.3%,21.48,31.96,0%,COYA Pet (100%) / A2EAIDXYY2HX7L,yes,4.2,53,7,Y,5,STRONG,Y,-,MAYBE-ROI,,KEEPA,5065013712116,,05065013712116
B07RWCH9Z4,"whiskas 11+ Cat Pouches Fish Selection in Jelly 12x100g pk (Pack of 4, Total 48 Pouches)",whiskas,https://www.amazon.co.uk/dp/B07RWCH9Z4,Pet Supplies,HEAVY,22.09,23.13,4.0%,10843,8752,165,100,6,0,N,4.69,4.16,8.85,14.36,-1.12,-7.8%,11.03,23.21,0%,MKEXPERTS (81%) / A1TLEDNE2VCGY6,no,4.4,308,9,N,4,AVERAGE,N,-,MAYBE-ROI,,KEEPA,5000166153065,,
B0CWGVN8KP,Royal VHN Dog HEPATIC 7 kg,ROYAL CANIN,https://www.amazon.co.uk/dp/B0CWGVN8KP,Pet Supplies,HEAVY,48.00,47.91,0.0%,10854,12250,69,100,7,0,N,5.17,8.16,13.33,31.20,3.47,11.1%,28.89,44.53,0%,Pet Drugs Online (96%) / A32HMNP2U03655,no,4.8,90,5,N,4,AVERAGE,N,-,MAYBE-ROI,,KEEPA,3182550947466,,
B01N52Z30T,"Dexas Blue Large Paw Cleaner for Dogs - Premium Quality Pet Supplies and Accessories - Easy to Use, Mess Free, Essential Product",Dexas,https://www.amazon.co.uk/dp/B01N52Z30T,Pet Supplies,OK,23.94,27.84,14.0%,10860,5874,51,0,5,0,Y,3.04,4.45,7.49,15.56,0.89,5.7%,13.71,23.05,75%,Amazon,yes,4.3,55486,5,Y,5,AVERAGE,N,-,MAYBE-ROI; AMAZON DOMINANT,AMAZON CHECK,KEEPA,0084297308049,084297308049,00084297308049
B001F6PZAS,"Eye Envy Tear Stain Remover Solution for Dogs,100% Natural,Safe,Recommended by Breeders,Vet,Professional Handlers,Groomers|Contains colloidal Silver|Remove Stains from White,Light Fur,Skin Folds(4oz)",Eye Envy,https://www.amazon.co.uk/dp/B001F6PZAS,Pet Supplies,OK,22.95,22.95,0.0%,10878,14204,23,0,4,0,N,2.94,4.29,7.23,14.92,0.80,5.4%,13.10,22.15,0%,Eye Envy (92%) / A1UYKPSFHKI9IH,yes,3.9,1374,6,Y,5,STRONG,Y,-,MAYBE-ROI,,KEEPA,0892461002019,892461002019,
