ASIN,Title,Brand,Amazon URL,Category,Weight Flag,Current Price,Buy Box 90d Avg,Price Drop % 90d,BSR Current,BSR 90d Avg,BSR Drops 90d,Bought per Month,FBA Seller Count,FBA Seller 90d Avg,Amazon on Listing,Fulfilment Fee,Amazon Fees,Total Amazon Fees,Est Cost 65%,Est Profit,Est ROI %,Max Cost 20% ROI,Breakeven Price,Buy Box Amazon %,BB Seller,BB Is FBA,Star Rating,Review Count,Image Count,Has A+ Content,Bullet Count,Listing Quality,Brand 1P,Gated,SAS Flags,Pre-filter Flags,Data Source,EAN,UPC,GTIN,Demand Score,Stability Score,Competition Score,Margin Score,Composite Score,Cash Flow Score,Profit Score,Balanced Score,Opportunity Lane,Commercial Priority,Monthly Gross Profit,Price Compression,Lane Reason,Verdict,Verdict Reason,Brand Seller Match,Fortress Listing,Brand Type,A+ Content Present,Brand Store Present,Category Risk Level,IP Risk Score,IP Risk Band,IP Reason
B0DX2JPFQH,tonies Sleepy Friends Bear Night Light Audio Classic Character,tonies,https://www.amazon.co.uk/dp/B0DX2JPFQH,Toys & Games,,27.99,27.99,0.0%,12432,16152,63,100,3,0,N,2.97,5.07,8.04,18.19,1.75,9.6%,16.62,26.24,0%,tonies UK (90%) / A24VDCFY0WV8HE,yes,5.0,12,6,N,4,AVERAGE,Y,-,MAYBE-ROI,,KEEPA,4251192152497,,,10,10,5,0,7,7.8,2.6,5.8,CASH FLOW,1,220.50,OK,CASH FLOW | GBP220.50/mo | 126/mo | GBP1.75 unit profit | stable | 3 sellers,MAYBE,CASH FLOW | 126/mo | GBP1.75 profit | GBP220.50 monthly gross | stable | 3 sellers,YES,NO,GENERIC,NO,UNLIKELY,HIGH,4,Medium,Brand=Seller match (YES) | Category HIGH risk
B08MV5F531,"JOYIN 160 PCS Washable Sidewalk Chalks Set Non-Toxic Jumbo Chalk for Outdoor Art Play, Painting on Chalkboard, Blackboard and Playground",JOYIN,https://www.amazon.co.uk/dp/B08MV5F531,Toys & Games,,26.99,25.75,-5.0%,16533,19357,52,100,2,0,N,3.38,4.08,7.46,17.54,1.98,11.3%,16.27,25.01,0%,Jova Direct GL (100%) / A3CKU967O8LMXS,yes,4.8,4021,7,Y,5,STRONG,N,-,MAYBE-ROI,LOW SELLER CHECK,KEEPA,0840165815268,840165815268,,10,8,9,0,7.2,9.3,4,7.3,CASH FLOW,1,205.90,OK,CASH FLOW | GBP205.90/mo | 104/mo | GBP1.98 unit profit | stable | 2 sellers,MAYBE,CASH FLOW | 104/mo | GBP1.98 profit | GBP205.90 monthly gross | stable | 2 sellers,NO,NO,ESTABLISHED,YES,UNLIKELY,HIGH,3,Low,Established brand | A+ content | Category HIGH risk
B0D2PH8RV5,Magna-Tiles MicroMAGS 46-Piece Combi Set,Magna-Tiles,https://www.amazon.co.uk/dp/B0D2PH8RV5,Toys & Games,,39.96,45.72,13.0%,11164,42279,60,100,3,0,Y,3.26,6.92,10.18,25.97,3.80,14.6%,24.82,36.16,94%,Amazon,yes,4.7,241,6,N,4,AVERAGE,N,-,MAYBE-ROI; AMAZON DOMINANT,AMAZON CHECK,KEEPA,0850025176453,850025176453,,10,10,5,1,7.2,7.4,4,6.3,CASH FLOW,2,456.00,SQUEEZED,CASH FLOW | GBP456.00/mo | 120/mo | GBP3.80 unit profit | SQUEEZED | 3 sellers,MAYBE,CASH FLOW | 120/mo | GBP3.80 profit | GBP456.00 monthly gross | SQUEEZED | 3 sellers,NO,NO,GENERIC,NO,UNLIKELY,HIGH,1,Low,Category HIGH risk
B07ZS7J192,"Tonka Steel Classics | Mighty Dump Truck | Kids Construction Toys for Boys and Girls, Vehicle Toys for Creative Play, Motor Skill Development for Kids Ages 3+ | Basic Fun 06087 FFP",Tonka,https://www.amazon.co.uk/dp/B07ZS7J192,Toys & Games,,31.99,35.80,11.0%,11480,11967,105,100,4,0,Y,3.38,5.69,9.07,20.79,2.13,10.2%,19.10,29.86,91%,Amazon,yes,4.8,7671,9,Y,5,STRONG,N,-,MAYBE-ROI; AMAZON DOMINANT,AMAZON CHECK,KEEPA,0885561060874,885561060874,00885561060874,10,10,3,0,6.6,7.2,3.2,5.7,CASH FLOW,2,447.30,SQUEEZED,CASH FLOW | GBP447.30/mo | 210/mo | GBP2.13 unit profit | SQUEEZED | 4 sellers,MAYBE-ROI,CASH FLOW | 210/mo | GBP2.13 profit | GBP447.30 monthly gross | SQUEEZED | 4 sellers,NO,NO,ESTABLISHED,YES,UNLIKELY,HIGH,3,Low,Established brand | A+ content | Category HIGH risk
B07N8BWL4D,"Scalextric G1150M My First Scalextric Racing Track Sets for Kids Ages 3+ - Mains Powered Micro Race Set, Toy Car Kits for Boys. Incl. 1x Speed Track, 2x Racing Cars, 2x Controllers - Kids Toys Gifts",Scalextric,https://www.amazon.co.uk/dp/B07N8BWL4D,Toys & Games,,35.00,39.34,11.0%,10857,10320,151,100,3,0,Y,4.80,6.16,10.96,22.75,1.29,5.7%,20.04,33.71,89%,Amazon,yes,4.4,2310,7,Y,5,STRONG,N,-,MAYBE-ROI; AMAZON DOMINANT,AMAZON CHECK,KEEPA,5055286654213,,05055286654213,10,10,5,0,7,7.3,2.1,5.3,CASH FLOW,2,389.60,SQUEEZED,CASH FLOW | GBP389.60/mo | 302/mo | GBP1.29 unit profit | SQUEEZED | 3 sellers,MAYBE,CASH FLOW | 302/mo | GBP1.29 profit | GBP389.60 monthly gross | SQUEEZED | 3 sellers,NO,NO,ESTABLISHED,YES,UNLIKELY,HIGH,3,Low,Established brand | A+ content | Category HIGH risk
B0FKM878QV,"MAX Build More Premium Retro Series 2 4 Pack by ZURU – Novelty Unboxing Toy & Building Brick Collectible Minis with up to 674 Pieces, 4 Retro Designs to Build & Display, Ages 8+, Kids, Teens & Adults",Max Build More,https://www.amazon.co.uk/dp/B0FKM878QV,Toys & Games,,29.99,29.99,0.0%,15494,19803,61,100,2,0,Y,3.54,5.38,8.92,19.49,1.57,8.1%,17.56,28.42,99%,Amazon,yes,4.9,27,7,Y,5,STRONG,N,-,MAYBE-ROI; AMAZON DOMINANT,AMAZON CHECK; LOW SELLER CHECK,KEEPA,0193052089144,193052089144,,10,10,6,0,7.2,7.9,2.6,5.9,CASH FLOW,2,191.50,OK,CASH FLOW | GBP191.50/mo | 122/mo | GBP1.57 unit profit | stable | 2 sellers,MAYBE,CASH FLOW | 122/mo | GBP1.57 profit | GBP191.50 monthly gross | stable | 2 sellers,NO,NO,GENERIC,YES,UNLIKELY,HIGH,2,Low,A+ content | Category HIGH risk
B0F17K1YGJ,"Dreamon Kids Cleaning Set – 11 PCS Toddler Cleaning Toys with Real Working Vacuum, Broom, Mop, Duster – Pretend Play Housekeeping Set for Boys & Girls Ages 3+, Birthday Gift",Dreamon,https://www.amazon.co.uk/dp/B0F17K1YGJ,Toys & Games,,25.40,27.45,7.0%,10075,11893,102,100,2,0,N,3.35,4.68,8.03,16.51,0.86,5.2%,14.48,24.54,0%,Dreamon Toy (100%) / A256SP82TNA1WB,yes,4.0,378,7,Y,5,STRONG,Y,-,MAYBE-ROI,LOW SELLER CHECK,KEEPA,,,,10,10,7,0,7.4,8,2.3,5.6,CASH FLOW,2,175.40,OK,CASH FLOW | GBP175.40/mo | 204/mo | GBP0.86 unit profit | stable | 2 sellers,MAYBE,CASH FLOW | 204/mo | GBP0.86 profit | GBP175.40 monthly gross | stable | 2 sellers,YES,NO,GENERIC,YES,LIKELY,HIGH,6,Medium,Brand=Seller match (YES) | A+ content | Likely brand store | Category HIGH risk
B0DQPLXBKR,"BONNYCO Magnetic Tiles for Kids with Animal Figures 50 PCS. Stem Toys for Children in 2D 3D with Illustrations, Educational Games. Birthday Gifts for Kids 4 5 6 7 8 9 10 Years Old",BONNYCO,https://www.amazon.co.uk/dp/B0DQPLXBKR,Toys & Games,,29.99,30.36,1.0%,16693,26022,48,100,2,0,N,3.48,5.38,8.86,19.49,1.63,8.4%,17.61,28.36,0%,BONNYCO (100%) / A24M0HQIB2PZKQ,yes,4.8,147,9,Y,5,STRONG,Y,-,MAYBE-ROI,LOW SELLER CHECK,KEEPA,8436589961258,,,10,10,7,0,7.4,8,2.7,5.9,CASH FLOW,2,163.00,OK,CASH FLOW | GBP163.00/mo | 100/mo | GBP1.63 unit profit | stable | 2 sellers,MAYBE,CASH FLOW | 100/mo | GBP1.63 profit | GBP163.00 monthly gross | stable | 2 sellers,YES,NO,SYNTHETIC,YES,LIKELY,HIGH,6,Medium,Brand=Seller match (YES) | A+ content | Likely brand store | Category HIGH risk
B0FT73SNK1,"TYCOLE Flowers Bouquet Building Set - Purple Roses Botanical Collection Building Blocks for Adult Women, Artificial Flowers Gothic Home Decor Christmas Birthday Gift for Adults Kids Girls 6-12",TYCOLE,https://www.amazon.co.uk/dp/B0FT73SNK1,Toys & Games,,25.99,29.92,13.0%,26750,32485,63,100,2,0,N,3.04,4.76,7.80,16.89,1.29,7.6%,15.15,24.70,0%,TaiGaoLe Toys (82%) / A2N79BL4BF4OIJ,yes,4.4,32,7,Y,5,STRONG,N,-,MAYBE-ROI,LOW SELLER CHECK,KEEPA,,,,9,10,9,0,7.5,9,2.8,6.8,CASH FLOW,2,162.50,SQUEEZED,CASH FLOW | GBP162.50/mo | 126/mo | GBP1.29 unit profit | SQUEEZED | 2 sellers,MAYBE,CASH FLOW | 126/mo | GBP1.29 profit | GBP162.50 monthly gross | SQUEEZED | 2 sellers,NO,NO,SYNTHETIC,YES,UNLIKELY,HIGH,2,Low,A+ content | Category HIGH risk
B0FK7HLT4C,"MAX Build More Premium Fuggler Collection 4 Pack by ZURU - Novelty Unboxing Toy & Building Brick Collectible Minis with up to 167 Pieces, Fun Designs to Build & Display, Ages 8+, Kids, Teens & Adults.",Max Build More,https://www.amazon.co.uk/dp/B0FK7HLT4C,Toys & Games,,29.99,29.99,0.0%,20909,41921,40,100,2,0,Y,3.54,5.38,8.92,19.49,1.57,8.1%,17.56,28.42,100%,Amazon,yes,5.0,33,6,Y,5,STRONG,N,-,MAYBE-ROI; AMAZON DOMINANT,AMAZON CHECK; LOW SELLER CHECK,KEEPA,0193052093707,193052093707,,9,10,6,0,6.9,7.9,2.6,5.9,CASH FLOW,2,157.00,OK,CASH FLOW | GBP157.00/mo | 100/mo | GBP1.57 unit profit | stable | 2 sellers,MAYBE-ROI,CASH FLOW | 100/mo | GBP1.57 profit | GBP157.00 monthly gross | stable | 2 sellers,NO,NO,GENERIC,YES,UNLIKELY,HIGH,2,Low,A+ content | Category HIGH risk
B09J17B7X7,"Friday Night Dinner 1454 Jim 24cm Talking Plush, Interactive Free Standing Soft Toy, Age 15 Years+ (Recommended due to Language Content)",Friday Night Dinner,https://www.amazon.co.uk/dp/B09J17B7X7,Toys & Games,,23.98,24.56,2.0%,20676,11310,77,100,2,0,N,3.04,4.45,7.49,15.59,0.90,5.8%,13.74,23.08,0%,scificollectorshop (99%) / A1QCK4ONEKQVL,no,4.8,47,4,Y,5,AVERAGE,N,-,MAYBE-ROI,LOW SELLER CHECK,KEEPA,5055069718088,,,9,10,9,0,7.5,9.5,2.9,7.1,CASH FLOW,2,138.60,OK,CASH FLOW | GBP138.60/mo | 154/mo | GBP0.90 unit profit | stable | 2 sellers,MAYBE,CASH FLOW | 154/mo | GBP0.90 profit | GBP138.60 monthly gross | stable | 2 sellers,NO,NO,GENERIC,YES,UNLIKELY,HIGH,2,Low,A+ content | Category HIGH risk
B003KKH9OW,"Douglas 4009 Dogs Border Collie Plush Toy, 20 cm Long",Douglas,https://www.amazon.co.uk/dp/B003KKH9OW,Toys & Games,,23.20,24.17,4.0%,15352,21394,80,100,7,0,N,2.94,4.33,7.27,15.08,0.85,5.6%,13.27,22.35,0%,JNANA STORE (87%) / AN2QKCRZ46XUK,yes,4.1,1156,1,N,3,WEAK,N,-,MAYBE-ROI,,KEEPA,"0767548120279, 0789264257268, 9044712112089","767548120279, 789264257268",00767548120279,10,10,4,0,6.8,9,2.7,6.8,CASH FLOW,2,136.00,OK,CASH FLOW | GBP136.00/mo | 160/mo | GBP0.85 unit profit | stable | 7 sellers,MAYBE-ROI,CASH FLOW | 160/mo | GBP0.85 profit | GBP136.00 monthly gross | stable | 7 sellers,NO,NO,ESTABLISHED,NO,UNLIKELY,HIGH,2,Low,Established brand | Category HIGH risk
B09MHV9NF1,200 Conversation Cards - Help Kids Enjoy Talking and Listening - Great for Car Rides and Family Dinners - A New Way for Kids to Express Themselves,TALKING POINT CARDS,https://www.amazon.co.uk/dp/B09MHV9NF1,Toys & Games,,24.97,24.97,0.0%,21496,18199,44,100,2,0,N,3.00,4.61,7.61,16.23,1.13,7.0%,14.47,23.84,0%,Talking Point Cards (100%) / ACCOCKJFL9F,yes,4.7,999,6,Y,5,STRONG,Y,-,MAYBE-ROI,LOW SELLER CHECK,KEEPA,9358053000050,,09358053000050,10,10,7,0,7.4,7.7,2.3,5.4,CASH FLOW,2,113.00,OK,CASH FLOW | GBP113.00/mo | 100/mo | GBP1.13 unit profit | stable | 2 sellers,MAYBE,CASH FLOW | 100/mo | GBP1.13 profit | GBP113.00 monthly gross | stable | 2 sellers,YES,NO,ESTABLISHED,YES,LIKELY,HIGH,7,High,Brand=Seller match (YES) | Established brand | A+ content | Likely brand store | Category HIGH risk
B07SK99ZGX,"The Magic Toy Shop Traffic Light Toy with Sounds & Lights, Including 3 Road Signs - Dual Modes, Battery Operated, Interactive - Road Safety for Kids, Educational Outdoor Role Play Toys for Children",The Magic Toy Shop,https://www.amazon.co.uk/dp/B07SK99ZGX,Toys & Games,,24.99,24.99,0.0%,16661,18863,43,100,2,0,N,3.34,4.61,7.95,16.24,0.80,4.9%,14.20,24.19,0%,The Magic Toy Shop (90%) / A17GEWISJQYEU,no,4.0,224,9,Y,5,STRONG,Y,-,MAYBE-ROI,LOW SELLER CHECK,KEEPA,5060621846451,,,10,10,7,0,7.4,7.4,2.1,5.1,CASH FLOW,3,80.00,OK,CASH FLOW | GBP80.00/mo | 100/mo | GBP0.80 unit profit | stable | 2 sellers,MAYBE,CASH FLOW | 100/mo | GBP0.80 profit | GBP80.00 monthly gross | stable | 2 sellers,YES,NO,GENERIC,YES,LIKELY,HIGH,6,Medium,Brand=Seller match (YES) | A+ content | Likely brand store | Category HIGH risk
B0G52DTC9W,"Dress To Impress — Bubblegum Gal Fashion Doll — Series 1 Wave 1, Pink",Dress To Impress,https://www.amazon.co.uk/dp/B0G52DTC9W,Toys & Games,,22.99,29.26,21.0%,11550,15547,41,100,3,0,Y,2.94,4.30,7.24,14.94,0.81,5.4%,13.12,22.18,100%,Amazon,yes,3.8,4,10,Y,5,STRONG,N,-,MAYBE-ROI; AMAZON DOMINANT,AMAZON CHECK,KEEPA,0810087214241,810087214241,,10,10,4,0,6.8,6.2,1.2,4.1,UNASSIGNED,4,81.00,COMPRESSED,UNASSIGNED | below lane thresholds,MAYBE-ROI,MAYBE-ROI | 100/mo | GBP0.81 profit | GBP81.00 monthly gross | COMPRESSED | 3 sellers | needs trade under GBP13.12,NO,NO,GENERIC,YES,UNLIKELY,HIGH,2,Low,A+ content | Category HIGH risk
B0DTRC2HT4,"A Gentle Rain – Calming Tile-Laying Puzzle Game – Mindful Solo, 2-Player, or Cooperative Play in 15 Minutes – Soft-Touch Tiles & Wooden Blossoms – Compact, Giftable, Family-Friendly Board Game",Incredible Dream,https://www.amazon.co.uk/dp/B0DTRC2HT4,Toys & Games,,22.00,27.99,21.0%,12993,47982,65,100,8,0,N,3.00,4.15,7.15,14.30,0.55,3.9%,12.38,21.45,0%,Zatu Games (90%) / A1ROBKG8KDMXEJ,no,4.7,157,8,N,4,AVERAGE,N,-,MAYBE-ROI,,KEEPA,0850052382032,850052382032,,10,10,4,0,6.8,7.4,0.7,4.8,UNASSIGNED,4,71.50,COMPRESSED,UNASSIGNED | below lane thresholds,MAYBE-ROI,MAYBE-ROI | 130/mo | GBP0.55 profit | GBP71.50 monthly gross | COMPRESSED | 8 sellers | needs trade under GBP12.38,NO,NO,GENERIC,NO,UNLIKELY,HIGH,1,Low,Category HIGH risk
B0D1GFRXWK,"Jelly Blox 2-in-1 Storage Kit - Includes 30 Blocks - Toddler & Preschool Building Blocks Kids Can Squeeze, Stretch, Squish - Safety Tested & Ouch-Free - Tactile, Sensory Play Toy for Ages 2 Plus",Jelly Blox,https://www.amazon.co.uk/dp/B0D1GFRXWK,Toys & Games,,23.99,28.03,14.0%,10398,3686,158,200,7,0,Y,3.49,4.46,7.95,15.59,0.45,2.9%,13.37,23.54,44%,Amazon,yes,4.5,389,5,Y,5,AVERAGE,N,-,MAYBE-ROI,AMAZON CHECK,KEEPA,8720077316935,,08720077316935,10,10,4,0,6.8,8.3,1.2,5.6,UNASSIGNED,9,142.20,SQUEEZED,,MAYBE-ROI,MAYBE-ROI | 316/mo | GBP0.45 profit | GBP142.20 monthly gross | SQUEEZED | 7 sellers | needs trade under GBP13.37,NO,NO,GENERIC,YES,UNLIKELY,HIGH,2,Low,A+ content | Category HIGH risk
B0788XV9JM,Peaceable Kingdom Monkey Around First Game for Toddlers Interactive Play with Parent Ages 2+,Peaceable Kingdom,https://www.amazon.co.uk/dp/B0788XV9JM,Toys & Games,,21.88,21.88,0.0%,12386,11046,105,100,2,0,N,3.04,4.12,7.16,14.22,0.49,3.5%,12.26,21.39,0%,Crafts4Kids (96%) / A32UZ9FTK9H1K,yes,4.7,3248,8,Y,5,STRONG,N,-,MAYBE-ROI,LOW SELLER CHECK,KEEPA,0643356057641,643356057641,,10,10,9,0,7.8,9.2,2,6.3,UNASSIGNED,9,102.90,OK,,MAYBE,MAYBE | 210/mo | GBP0.49 profit | GBP102.90 monthly gross | stable | 2 sellers | ROI 4%,NO,NO,ESTABLISHED,YES,UNLIKELY,HIGH,3,Low,Established brand | A+ content | Category HIGH risk
B0CJMKK3SX,My Little Pony: Tell Your Tale Rainbow Styles Izzy Moonbow Unicorn Toys,Hasbro,https://www.amazon.co.uk/dp/B0CJMKK3SX,Toys & Games,,22.99,25.76,11.0%,11579,17138,72,100,7,0,Y,3.26,4.30,7.56,14.94,0.49,3.2%,12.86,22.50,50%,Topline Retail Solutions Ltd (86%) / A1E,yes,4.7,424,13,N,4,AVERAGE,N,-,MAYBE-ROI,AMAZON CHECK,KEEPA,5010996247094,,,10,10,3,0,6.6,7.7,1.2,5.2,UNASSIGNED,9,70.60,SQUEEZED,,MAYBE-ROI,MAYBE-ROI | 144/mo | GBP0.49 profit | GBP70.60 monthly gross | SQUEEZED | 7 sellers | needs trade under GBP12.86,NO,NO,ESTABLISHED,NO,UNLIKELY,HIGH,2,Low,Established brand | Category HIGH risk
B0BN6PZFG2,"​Thomas & Friends Toy Train Tracks Set, Connect & Build Bucket, 34-Piece Expansion Pack for Diecast & Motorized Trains, Kids Ages 3+ Years, HNP81",THOMAS & FRIENDS,https://www.amazon.co.uk/dp/B0BN6PZFG2,Toys & Games,,22.98,22.20,-4.0%,15754,9733,140,100,3,0,Y,3.54,4.30,7.84,14.94,0.20,1.4%,12.62,22.78,1%,Mytoyfactory (92%) / A1TU5ZTOW0QFJ7,no,4.8,870,8,Y,5,STRONG,N,-,MAYBE-ROI,AMAZON CHECK,KEEPA,0194735147380,194735147380,00194735147380,10,8,8,0,7,8.2,1.7,5.6,UNASSIGNED,9,56.00,OK,,MAYBE,MAYBE | 280/mo | GBP0.20 profit | GBP56.00 monthly gross | stable | 3 sellers | ROI 1%,NO,NO,ESTABLISHED,YES,UNLIKELY,HIGH,3,Low,Established brand | A+ content | Category HIGH risk
B00J06GN5Q,"Peter Rabbit Jack in the Box, 14.5 x 14.5 x 15.5 centimeters, Blue",Rainbow Designs,https://www.amazon.co.uk/dp/B00J06GN5Q,Toys & Games,,22.49,25.33,11.0%,13098,7642,147,100,5,0,Y,3.49,4.22,7.71,14.62,0.16,1.1%,12.32,22.33,90%,Amazon,yes,4.6,1630,7,Y,5,STRONG,N,-,MAYBE-ROI; AMAZON DOMINANT,AMAZON CHECK,KEEPA,"5055458334882, 0798256334313, 5014475012319, 0736126230211, 0796629274426, 5060475098501, 0791159831910","736126230211, 791159831910, 798256334313, 796629274426","00798256334313, 05014475012319",10,10,3,0,6.6,6,0.6,3.6,UNASSIGNED,9,47.00,SQUEEZED,,MAYBE-ROI,MAYBE-ROI | 294/mo | GBP0.16 profit | GBP47.00 monthly gross | SQUEEZED | 5 sellers | needs trade under GBP12.32,NO,NO,ESTABLISHED,YES,UNLIKELY,HIGH,3,Low,Established brand | A+ content | Category HIGH risk
B0080EWI5S,Thomas & Friends Kids Ride On Toys for 1+ years Boys and Girls - Sit and Ride On Thomas the Tank Engine Toy with Steering Wheel - Easy Assembly Toddler Walker Toy - Outdoor and Indoor Push Along Car,THOMAS & FRIENDS,https://www.amazon.co.uk/dp/B0080EWI5S,Toys & Games,,31.48,30.61,-3.0%,20876,15530,58,100,4,0,N,5.10,5.61,10.71,20.46,0.31,1.5%,17.31,31.17,31%,Booghe Toys - ( Fast Dispatch ) (92%) / ,no,4.2,1057,4,N,3,AVERAGE,N,-,MAYBE-ROI,,KEEPA,"5017915707608, 5017915707615, 5054242373212",,"05017915707608, 05017915707615",10,8,6,0,6.6,7.8,1.6,5.3,UNASSIGNED,9,36.00,OK,,MAYBE-ROI,MAYBE-ROI | 116/mo | GBP0.31 profit | GBP36.00 monthly gross | stable | 4 sellers | needs trade under GBP17.31,NO,NO,ESTABLISHED,NO,UNLIKELY,HIGH,2,Low,Established brand | Category HIGH risk
B07BVDHMFN,Living Nature German Shepherd Soft Toy | Fluffy Dog Animal | Soft Toy Gift for Kids | 21 cm,Keycraft,https://www.amazon.co.uk/dp/B07BVDHMFN,Toys & Games,,21.99,21.11,-4.0%,19816,10278,95,100,2,0,Y,3.48,4.15,7.63,14.29,0.07,0.5%,11.97,21.92,99%,Amazon,yes,4.7,1720,9,Y,5,STRONG,N,-,MAYBE-ROI; AMAZON DOMINANT,AMAZON CHECK; LOW SELLER CHECK,KEEPA,5037832309013,,05037832309013,10,8,6,0,6.6,5.5,1.1,3.2,UNASSIGNED,9,13.30,OK,,MAYBE-ROI,MAYBE-ROI | 190/mo | GBP0.07 profit | GBP13.30 monthly gross | stable | 2 sellers | needs trade under GBP11.97,NO,NO,ESTABLISHED,YES,UNLIKELY,HIGH,3,Low,Established brand | A+ content | Category HIGH risk
B000NKN71G,Animal Jack In a Box (Styles May Vary),Tobar,https://www.amazon.co.uk/dp/B000NKN71G,Toys & Games,,20.64,22.67,9.0%,17705,14710,73,100,6,0,Y,3.48,3.94,7.42,13.42,-0.19,-1.4%,11.02,20.83,57%,Venture Blue (95%) / A2UKPY8E9GO47,yes,4.4,416,4,N,3,AVERAGE,N,-,MAYBE-ROI,AMAZON CHECK,KEEPA,5038728049334,,05038728049334,10,10,3,0,6.6,5.6,1.4,3.5,UNASSIGNED,9,-27.70,OK,,MAYBE-ROI,MAYBE-ROI | 146/mo | GBP-0.19 profit | GBP-27.70 monthly gross | stable | 6 sellers | needs trade under GBP11.02,NO,NO,GENERIC,NO,UNLIKELY,HIGH,1,Low,Category HIGH risk
B07691S7YL,"Power Play Pool Table Game, Portable Wooden Classic Games Table, Indoor Outdoor Game for Kids and Adults, Brown 20inch",Power Play,https://www.amazon.co.uk/dp/B07691S7YL,Toys & Games,,22.50,22.53,0.0%,11629,8421,101,100,2,0,Y,4.80,4.23,9.03,14.63,-1.15,-7.9%,11.23,23.65,90%,Amazon,yes,4.4,187,6,Y,5,STRONG,N,-,MAYBE-ROI; AMAZON DOMINANT,AMAZON CHECK; LOW SELLER CHECK,KEEPA,5031470209117,,05031470209117,10,10,6,0,7.2,5.3,1.3,3,UNASSIGNED,9,-232.30,OK,,MAYBE,MAYBE | 202/mo | GBP-1.15 profit | GBP-232.30 monthly gross | stable | 2 sellers | Amazon BB 90%,NO,NO,GENERIC,YES,UNLIKELY,HIGH,2,Low,A+ content | Category HIGH risk
